_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,"Nixon La Peste, Dehors!, Inside Pages", , , ,11839,filename,https://exhibitions-dev.library.columbia.edu/1968_184_02.jpg,original_format, ,Original filename: 1968_184_02.tif|Aeon Slip No.: 138378, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1969,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-campaign-unfolds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Nixon La Peste, Dehors!, Front Cover", , , ,11838,filename,https://exhibitions-dev.library.columbia.edu/1968_184_01.jpg,original_format, ,Original filename: 1968_184_01.tif|Aeon Slip No.: 138378, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1969,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-campaign-unfolds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"The Progressive June 1968, Front Cover", , , ,11837,filename,https://exhibitions-dev.library.columbia.edu/1968_183_01.jpg,original_format, ,Original filename: 1968_183_01.tif|Aeon Slip No.: 138377, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,June 1968,In Copyright, , , ,Todd Gitlin Papers, ,"Progressive, Inc.", , , , , ,holdings, ,Box 12, , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-campaign-unfolds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,July 20 Rally Stop Humphrey, , , ,11836,filename,https://exhibitions-dev.library.columbia.edu/1968_182_01.jpg,original_format, ,Original filename: 1968_182_01.tif|Aeon Slip No.: 130555, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,University Protest and Activism Collection, ,Interblock Council for Peace, , , , , ,holdings, ,"Box 7, Folder 23", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-campaign-unfolds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Eugene McCarthy for President, , , ,11835,filename,https://exhibitions-dev.library.columbia.edu/1968_181_01.jpg,original_format, ,Original filename: 1968_181_01.tif, , ,posters,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box Unprocessed Addition, Folder McCarthy", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/eugene-mccarthy,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,A Nation Mourns its Dead Leaders Who Spoke Out for Peace, , , ,11834,filename,https://exhibitions-dev.library.columbia.edu/1968_179_01.jpg,original_format, ,Original filename: 1968_179_01.tif|Aeon Slip No.: 128291, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Lawyers Committee on American Policy Towards Vietnam Records, ,Westchester Women for Peace, , , , , ,holdings, ,"Box 15, Folder Printed Materials", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade/a-nation-mourns,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"The Violent End of the Man Called Malcolm X, Life Magazine, page 26-27", , , ,11833,filename,https://exhibitions-dev.library.columbia.edu/1968_178_01.jpg,original_format, ,Original filename: 1968_178_01.tif|Aeon Slip No.: 137873, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"March 05, 1965",In Copyright, , ,,,,,,,,,,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade/a-nation-mourns,, , , , ,"X, Malcolm, 1925-1965", , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Photograph of Malcolm X Speaking at Barnard, , , ,11832,filename,https://exhibitions-dev.library.columbia.edu/1968_177_01.jpg,original_format, ,Original filename: 1968_177_01.tif|Aeon Slip No.: 131211, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,"Feb 18, 1965",In Copyright, , , ,Columbia Spectator Photograph Collection,,,,,,,,holdings, ,"Box 24, Folder 104", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade/a-nation-mourns,, , , , ,"X, Malcolm, 1925-1965|Barnard College", , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Riot Data Review, No. 2: April Aftermath of the King Assassination, Verso", , , ,11831,filename,https://exhibitions-dev.library.columbia.edu/1968_176_02.jpg,original_format, ,Original filename: 1968_176_02.tif|Aeon Slip No.: 130500, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,August 1968,In Copyright, , , ,University Protest and Activism Collection, ,Lemberg Center for the Study of Violence, , , , , ,holdings, ,"Box 37, Folder 5", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Riot Data Review, No. 2: April Aftermath of the King Assassination, Recto", , , ,11830,filename,https://exhibitions-dev.library.columbia.edu/1968_176_01.jpg,original_format, ,Original filename: 1968_176_01.tif|Aeon Slip No.: 130500, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,August 1968,In Copyright, , , ,University Protest and Activism Collection, ,Lemberg Center for the Study of Violence, , , , , ,holdings, ,"Box 37, Folder 5", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"He Had a Dream - Will you share it?, Verso (fully unfolded)", , , ,11829,filename,https://exhibitions-dev.library.columbia.edu/1968_175_03.jpg,original_format, ,Original filename: 1968_175_03.tif|Aeon Slip No.: 131674, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,circa 1970,In Copyright, , , ,New Leader Records, ,"Martin Luther King, Jr. Center for Nonviolent Social Change", , , , , ,holdings, ,"Box 242, Folder MLK", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade,"Atlanta, Georgia",,,,,,,,,,,,,,,,,approximate,,,
 , , , , ,1968: The Global Revolutions,"He Had a Dream - Will you share it?, Recto (fully unfolded)", , , ,11828,filename,https://exhibitions-dev.library.columbia.edu/1968_175_02.jpg,original_format, ,Original filename: 1968_175_02.tif|Aeon Slip No.: 131674, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,circa 1970,In Copyright, , , ,New Leader Records, ,"Martin Luther King, Jr. Center for Nonviolent Social Change", , , , , ,holdings, ,"Box 242, Folder MLK", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade,"Atlanta, Georgia",,,,,,,,,,,,,,,,,approximate,,,
 , , , , ,1968: The Global Revolutions,"He Had a Dream - Will you share it?, Front Cover (folded)", , , ,11827,filename,https://exhibitions-dev.library.columbia.edu/1968_175_01.jpg,original_format, ,Original filename: 1968_175_01.tif|Aeon Slip No.: 131674, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,circa 1970,In Copyright, , , ,New Leader Records, ,"Martin Luther King, Jr. Center for Nonviolent Social Change", , , , , ,holdings, ,"Box 242, Folder MLK", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/a-nation-mourns-its-dead-leade,"Atlanta, Georgia",,,,,,,,,,,,,,,,,approximate,,,
 , , , , ,1968: The Global Revolutions,"Coretta Scott King Letter, February 23, 1971 ", , , ,11826,filename,https://exhibitions-dev.library.columbia.edu/1968_174_01.jpg,original_format, ,Original filename: 1968_174_01.tif|Aeon Slip No.: 131672, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"February 23, 1971",In Copyright, , , ,New Leader Records, ,"King, Coretta Scott, 1927-2006", , , , , ,holdings, ,"Box 242, Folder MLK", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Revista de la Union de Periodistas de Cuba, Back Cover", , , ,11825,filename,https://exhibitions-dev.library.columbia.edu/1968_173_02.jpg,original_format, ,Original filename: 1968_173_02.tif|Aeon Slip No.: 131640, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,January 1968,In Copyright, , , ,Todd Gitlin Papers, ,Unión de Periodistas de Cuba, , , , , ,holdings, ,Box 5, , , ,Spanish,iso639-2,,"Havana, Cuba",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Revista de la Union de Periodistas de Cuba, Front Cover", , , ,11824,filename,https://exhibitions-dev.library.columbia.edu/1968_173_01.jpg,original_format, ,Original filename: 1968_173_01.tif|Aeon Slip No.: 131640, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,January 1968,In Copyright, , , ,Todd Gitlin Papers, ,Unión de Periodistas de Cuba, , , , , ,holdings, ,Box 5, , , ,Spanish,iso639-2,,"Havana, Cuba",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Mexico '68 Flyer, , , ,11823,filename,https://exhibitions-dev.library.columbia.edu/1968_172_01.jpg,original_format, ,Original filename: 1968_172_01.tif|Aeon Slip No.: 130544, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,"November 26, 1968",In Copyright, , , ,University Protest and Activism Collection, ,Students for a Democratic Society (U.S.). Columbia University Chapter, , , , , ,holdings, ,"Box 13, Folder 9", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Debray, Revolucion en la Revolucion, Front Cover", , , ,11822,filename,https://exhibitions-dev.library.columbia.edu/1968_171_01.jpg,original_format, ,Original filename: 1968_171_01.tif|Aeon Slip No.: 135402, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Herbert Lionel Matthews Papers, ,"Debray, Régis", , , , , ,holdings, ,Box 4, , , ,French,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Matthews - Outline of a magazine interview with Fidel Castro, , , ,11821,filename,https://exhibitions-dev.library.columbia.edu/1968_170_01.jpg,original_format, ,Original filename: 1968_170_01.tif|Aeon Slip No.: 135403, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1963,In Copyright, , , ,Herbert Lionel Matthews Papers, ,"Matthews, Herbert Lionel, 1900-1977", , , , , ,holdings, ,"Box 12, Folder 1", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/the-cuban-revolution,, , , , ,"Castro, Fidel, 1926-2016", , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Drawing of crowd watching speech by Fidel Castro, , , ,11820,filename,https://exhibitions-dev.library.columbia.edu/1968_169_01.jpg,original_format, ,Original filename: 1968_169_01.tif|Aeon Slip No.: 130350, , ,illustrations,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1960s,In Copyright, , , ,New Leader Records, ,Miller, , , , , ,holdings, ,"Box 152, Folder 2", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/the-cuban-revolution,Cuba, , , , ,"Castro, Fidel, 1926-2016", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,"Typical Photo of Castro Addressing a Crowd, Verso", , , ,11819,filename,https://exhibitions-dev.library.columbia.edu/1968_168_02.jpg,original_format, ,Original filename: 1968_168_02.tif|Aeon Slip No.: 135404, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1960s,In Copyright, , , ,Herbert Lionel Matthews Papers, ,Cuban Gov't Photo, , , , , ,holdings, ,"Box 45, Folder Cuba Photographs", , ,,,,,"Havana, Cuba",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Typical Photo of Castro Addressing a Crowd, Recto", , , ,11818,filename,https://exhibitions-dev.library.columbia.edu/1968_168_01.jpg,original_format, ,Original filename: 1968_168_01.tif|Aeon Slip No.: 135404, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1960s,In Copyright, , , ,Herbert Lionel Matthews Papers, ,Cuban Gov't Photo, , , , , ,holdings, ,"Box 45, Folder Cuba Photographs", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/the-cuban-revolution,"Havana, Cuba",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Cuban Tanks on Parade, , , ,11817,filename,https://exhibitions-dev.library.columbia.edu/1968_167_01.jpg,original_format, ,Original filename: 1968_167_01.tif|Aeon Slip No.: 130343, , ,illustrations,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1965,In Copyright, , , ,New Leader Records,,,,,,,,holdings, ,"Box 161, Folder Cuba, 1965", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/the-cuban-revolution,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,APO-Enten auf MM-Trip. Back Cover, , , ,11816,filename,https://exhibitions-dev.library.columbia.edu/1968_166_02.jpg,original_format, ,Original filename: 1968_166_02.tif|Aeon Slip No.: 138702, , ,pamphlets,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1970,In Copyright, , ,,, ,Rote Zelle - Sub Sub., , , , , ,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/arts-and-provocation-in-german,"West Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,APO-Enten auf MM-Trip. Front Cover, , , ,11815,filename,https://exhibitions-dev.library.columbia.edu/1968_166_01.jpg,original_format, ,Original filename: 1968_166_01.tif|Aeon Slip No.: 138702, , ,pamphlets,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1970,In Copyright, , ,,, ,Rote Zelle - Sub Sub., , , , , ,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/arts-and-provocation-in-german,"West Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Aktion 507 Manifesto. Back Cover, , , ,11814,filename,https://exhibitions-dev.library.columbia.edu/1968_165_02.jpg,original_format, ,Original filename: 1968_165_02.tif|Aeon Slip No.: 138701, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Rump, Gerhard Charles", , , , , ,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/arts-and-provocation-in-german,"West Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Aktion 507 Manifesto. Front Cover, , , ,11813,filename,https://exhibitions-dev.library.columbia.edu/1968_165_01.jpg,original_format, ,Original filename: 1968_165_01.tif|Aeon Slip No.: 138701, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Rump, Gerhard Charles", , , , , ,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/arts-and-provocation-in-german,"West Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Kommune I, No. 1, Front Cover", , , ,11812,filename,https://exhibitions-dev.library.columbia.edu/1968_164_01.jpg,original_format, ,Original filename: 1968_164_01.tif|Aeon Slip No.: 138700, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"January 15, 1968",In Copyright, , ,,,,,,,,,,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/arts-and-provocation-in-german,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Teufel Ins Rathaus, Verso", , , ,11811,filename,https://exhibitions-dev.library.columbia.edu/1968_163_02.jpg,original_format, ,Original filename: 1968_163_02.tif|Aeon Slip No.: 138592, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/student-protests-in-germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Teufel Ins Rathaus, Recto", , , ,11810,filename,https://exhibitions-dev.library.columbia.edu/1968_163_01.jpg,original_format, ,Original filename: 1968_163_01.tif|Aeon Slip No.: 138592, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/student-protests-in-germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Underground Zeitung Berlin, Front Cover", , , ,11809,filename,https://exhibitions-dev.library.columbia.edu/1968_162_01.jpg,original_format, ,Original filename: 1968_162_01.tif|Aeon Slip No.: , , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,European Protest and Activism Collection, ,Linkeck Verlag, , , , , ,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/student-protests-in-germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Vergast die Kommune!, Front Cover", , , ,11808,filename,https://exhibitions-dev.library.columbia.edu/1968_161_01.jpg,original_format, ,Original filename: 1968_161_01.tif|Aeon Slip No.: 133485, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"February 29, 1968",In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,, ,German,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/student-protests-in-germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,The Kremlin Covered in Ads, , , ,11807,filename,https://exhibitions-dev.library.columbia.edu/1968_160_01.jpg,original_format, ,Original filename: 1968_160_01.tif|Aeon Slip No.: 130346, , ,illustrations,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,undated,In Copyright,,, ,New Leader Records, ,"Myers, Lou", , , , , ,holdings, ,"Box 161, Folder Soviet Union", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/prague-spring,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Ink Drawing of Prague 1968 Protests, , , ,11806,filename,https://exhibitions-dev.library.columbia.edu/1968_159_01.jpg,original_format, ,Original filename: 1968_159_01.tif|Aeon Slip No.: 131196, , ,illustrations,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,New Leader Records,,,,,,,,holdings, ,"Box 161, Folder Eastern Europe, 1961-1967", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/prague-spring,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Stop the Rape of Czechoslovakia, Verso", , , ,11805,filename,https://exhibitions-dev.library.columbia.edu/1968_158_02.jpg,original_format, ,Original filename: 1968_158_02.tif|Aeon Slip No.: 130546, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,April 1969,In Copyright, , , ,University Protest and Activism Collection, ,Bertrand Russell Peace Foundation, , , , , ,holdings, ,"Box 13, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/prague-spring,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Stop the Rape of Czechoslovakia, Recto", , , ,11804,filename,https://exhibitions-dev.library.columbia.edu/1968_158_01.jpg,original_format, ,Original filename: 1968_158_01.tif|Aeon Slip No.: 130546, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,April 1969,In Copyright, , , ,University Protest and Activism Collection, ,Bertrand Russell Peace Foundation, , , , , ,holdings, ,"Box 13, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/prague-spring,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,ČSSR - Budme pevni, , , ,11803,filename,https://exhibitions-dev.library.columbia.edu/1968_157_01.jpg,original_format, ,Original filename: 1968_157_01.tif|Aeon Slip No.: 130470, , ,posters,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,Anonymous, , , , , ,holdings, ,DB2232 .C77 1968g, , , ,Czech,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/europe-and-latin-america/prague-spring,"Prague, Czechoslovakia",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Adresse a Tous les Travailleurs, , , ,11802,filename,https://exhibitions-dev.library.columbia.edu/1968_156_01.jpg,original_format, ,Original filename: 1968_156_01.tif|Aeon Slip No.: 133687, , ,caricatures and cartoons,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 30, 1968",In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,holdings, ,DC420 .C658 1968g, , , ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-comics,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Les Travailleurs en Greve, , , ,11801,filename,https://exhibitions-dev.library.columbia.edu/1968_155_01.jpg,original_format, ,Original filename: 1968_155_01.tif|Aeon Slip No.: 133660, , ,caricatures and cartoons,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May-June 1968,In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,holdings, ,DC420 .C662 1968g, , , ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-comics,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,La Survie et sa fausse contestation , , , ,11800,filename,https://exhibitions-dev.library.columbia.edu/1968_154_01.jpg,original_format, ,Original filename: 1968_154_01.tif|Aeon Slip No.: 133660, , ,caricatures and cartoons,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,December 1967,In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,holdings, ,HN440. R3 D4332 1967g, , , ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-comics,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Sais-tu que quelqu'un vient de tirer sur Bob Kennedy, , , ,11799,filename,https://exhibitions-dev.library.columbia.edu/1968_153_01.jpg,original_format, ,Original filename: 1968_153_01.tif|Aeon Slip No.: 133661, , ,caricatures and cartoons,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"June 9, 1968",In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,holdings, ,HN440. R3 D4332 1968g, , , ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-comics,,,,,,,,,,,,,,,,,,,,,
