_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,"What is the S.D.S.?, p. 4", , , ,11578,filename,https://exhibitions-dev.library.columbia.edu/1968_028_04.jpg,original_format, ,Original filename: 1968_028_04.tif|Aeon Slip No.: 131586, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,Students for a Democratic Society (U.S.), , , , , ,,,,,, ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"What is the S.D.S.?, p. 3", , , ,11577,filename,https://exhibitions-dev.library.columbia.edu/1968_028_03.jpg,original_format, ,Original filename: 1968_028_03.tif|Aeon Slip No.: 131586, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,Students for a Democratic Society (U.S.), , , , , ,,,,,, ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"What is the S.D.S.?, p. 2", , , ,11576,filename,https://exhibitions-dev.library.columbia.edu/1968_028_02.jpg,original_format, ,Original filename: 1968_028_02.tif|Aeon Slip No.: 131586, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,Students for a Democratic Society (U.S.), , , , , ,,,,,, ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"What is the S.D.S.?, p. 1", , , ,11575,filename,https://exhibitions-dev.library.columbia.edu/1968_028_01.jpg,original_format, ,Original filename: 1968_028_01.tif|Aeon Slip No.: 131586, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,Students for a Democratic Society (U.S.), , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,SDS Pamphlet. Verso (Unfolded), , , ,11574,filename,https://exhibitions-dev.library.columbia.edu/1968_027_03.jpg,original_format, ,Original filename: 1968_027_03.tif|Aeon Slip No.: 133427, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1964,In Copyright, , , ,"Group Research, Inc. Records", ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 306, Folder SDS", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,SDS Pamphlet. Recto (unfolded), , , ,11573,filename,https://exhibitions-dev.library.columbia.edu/1968_027_02.jpg,original_format, ,Original filename: 1968_027_02.tif|Aeon Slip No.: 133427, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1964,In Copyright, , , ,"Group Research, Inc. Records", ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 306, Folder SDS", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,SDS Pamphlet. Cover (folded), , , ,11572,filename,https://exhibitions-dev.library.columbia.edu/1968_027_01.jpg,original_format, ,Original filename: 1968_027_01.tif|Aeon Slip No.: 133427, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1964,In Copyright, , , ,"Group Research, Inc. Records", ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 306, Folder SDS", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"SDS Bulletin Vol. 4, No. 2, Cover", , , ,11571,filename,https://exhibitions-dev.library.columbia.edu/1968_026_01.jpg,original_format, ,Original filename: 1968_026_01.tif|Aeon Slip No.: 133535, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1965,In Copyright, , , ,Todd Gitlin Papers, ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 4, Folder F. SDS Newsletters", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Jet Magazine, Feb. 24, 1966. Cover", , , ,11570,filename,https://exhibitions-dev.library.columbia.edu/1968_025_01.jpg,original_format, ,Original filename: 1968_025_01.tif|Aeon Slip No.: 130495, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"Feb. 24, 1966",In Copyright, , , ,Constance Baker Motley Papers, ,"Johnson Publishing Company (Chicago, Ill.)", , , , , ,holdings, ,"Box 21, Folder F. 1", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Jet Magazine, April 8, 1965. Cover", , , ,11569,filename,https://exhibitions-dev.library.columbia.edu/1968_024_01.jpg,original_format, ,Original filename: 1968_024_01.tif|Aeon Slip No.: 130495, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"April 8, 1965",In Copyright, , , ,Constance Baker Motley Papers, ,"Johnson Publishing Company (Chicago, Ill.)", , , , , ,holdings, ,"Box 21, Folder F. 1", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Jet Magazine, Jan. 25, 1962. Cover", , , ,11568,filename,https://exhibitions-dev.library.columbia.edu/1968_023_01.jpg,original_format, ,Original filename: 1968_023_01.tif|Aeon Slip No.: 130495, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"Jan. 25, 1962",In Copyright, , , ,Constance Baker Motley Papers, ,"Johnson Publishing Company (Chicago, Ill.)", , , , , ,holdings, ,"Box 21, Folder F. 1", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Whitney M. Young with Children in Hancock County, Alabama. Verso", , , ,11567,filename,https://exhibitions-dev.library.columbia.edu/1968_022_02.jpg,original_format, ,Original filename: 1968_022_02.tif|Aeon Slip No.: 130472, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1960 and 1971?,In Copyright, , , ,Whitney M. Young Papers, ,National Urban League, , , , , ,holdings, ,"Box 234, Folder 1979 SIFT", , ,,,,,"Hancock, AL", , , , ,"Young, Whitney M.|Children", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,"Whitney M. Young with Children in Hancock County, Alabama. Recto", , , ,11566,filename,https://exhibitions-dev.library.columbia.edu/1968_022_01.jpg,original_format, ,Original filename: 1968_022_01.tif|Aeon Slip No.: 130472, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1960 and 1971?,In Copyright, , , ,Whitney M. Young Papers, ,National Urban League, , , , , ,holdings, ,"Box 234, Folder 1979 SIFT", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,"Hancock, AL", , , , ,"Young, Whitney M.|Children", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,Whitney M. Young with Children in School Setting, , , ,11565,filename,https://exhibitions-dev.library.columbia.edu/1968_021_01.jpg,original_format, ,Original filename: 1968_021_01.tif|Aeon Slip No.: 130473, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1960 and 1971?,In Copyright, , , ,Whitney M. Young Papers, ,National Urban League, , , , , ,holdings, ,"Box 234, Folder 1979 SIFT", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,, , , , ,"Young, Whitney M.|Children", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,"Whitney M. Young Visiting Gulf Coast Urban League Office, Gulfport, Mississippi", , , ,11564,filename,https://exhibitions-dev.library.columbia.edu/1968_020_01.jpg,original_format, ,Original filename: 1968_020_01.tif|Aeon Slip No.: 130475, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1960 and 1971?,In Copyright, , , ,Whitney M. Young Papers, ,National Urban League, , , , , ,holdings, ,"Box 234, Folder Dup Pix", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,"Gulfport, MS", , , , ,"Young, Whitney M.|National Urban League", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,Whitney M. Young Addressing National Urban League Meeting, , , ,11563,filename,https://exhibitions-dev.library.columbia.edu/1968_019_01.jpg,original_format, ,Original filename: 1968_019_01.tif|Aeon Slip No.: 130478, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1960 and 1971?,In Copyright, , , ,Whitney M. Young Papers, ,National Urban League, , , , , ,holdings, ,"Box 234, Folder 1979 SIFT", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,, , , , ,"Young, Whitney M.|National Urban League", , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,Buy Black, , , ,11562,filename,https://exhibitions-dev.library.columbia.edu/1968_018_01.jpg,original_format, ,Original filename: 1968_018_01.tif|Aeon Slip No.: 130349, , ,drawings,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,New Leader Records,,,,,,,,holdings, ,"Box 160, Folder US Race Relations, 1962-1967", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Liberator, Vol. 6, No. 1, Front Cover", , , ,11561,filename,https://exhibitions-dev.library.columbia.edu/1968_017_01.jpg,original_format, ,Original filename: 1968_017_01.tif|Aeon Slip No.: 133859, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1/1/1966,In Copyright, , , ,Amiri Baraka Papers, ,"Afro-American Research Institute (New York, N.Y.)", , , , , ,holdings, ,"Box 131, Folder 11", , , ,English,iso639-2,,"New York, NY",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,NY Black Panthers Speak, , , ,11560,filename,https://exhibitions-dev.library.columbia.edu/1968_016_01.jpg,original_format, ,Original filename: 1968_016_01.tif|Aeon Slip No.: 130553, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,circa 1968-1970,In Copyright, , , ,University Protest and Activism Collection, ,Militant Labor Forum, , , , , ,holdings, ,"Box 7, Folder 12", , , ,English,iso639-2,,"New York, NY", , , , ,Black Panther Party, , , , , , , , , , , ,inferred,,,
 , , , , ,1968: The Global Revolutions,"The Black Panther, Vol. 3, No. 6, Front Page", , , ,11559,filename,https://exhibitions-dev.library.columbia.edu/1968_015_01.jpg,original_format, ,Original filename: 1968_015_01.tif|Aeon Slip No.: 136086, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 31, 1969",In Copyright, , ,,, ,Black Panther Party, , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/black_panther_party,"San Francisco, CA",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Black Panther Party Platform and Program. Verso, , , ,11558,filename,https://exhibitions-dev.library.columbia.edu/1968_014_02.jpg,original_format, ,Original filename: 1968_014_02.tif|Aeon Slip No.: 130549, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,1970,In Copyright, , , ,University Protest and Activism Collection, ,Black Panther Party, , , , , ,holdings, ,"Box 7, Folder 10", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Black Panther Party Platform and Program. Recto, , , ,11557,filename,https://exhibitions-dev.library.columbia.edu/1968_014_01.jpg,original_format, ,Original filename: 1968_014_01.tif|Aeon Slip No.: 130549, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,1970,In Copyright, , , ,University Protest and Activism Collection, ,Black Panther Party, , , , , ,holdings, ,"Box 7, Folder 10", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Get Organized! , Full Flyer, Unfolded", , , ,11556,filename,https://exhibitions-dev.library.columbia.edu/1968_013_02.jpg,original_format, ,Original filename: 1968_013_02.tif|Aeon Slip No.: 133860, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,undated,In Copyright, , , ,Amiri Baraka Papers, ,"Caldwell, Ben", , , , , ,holdings, ,"Box 146, Folder 10", , , ,English,iso639-2,,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Get Organized! , Front of Flyer", , , ,11555,filename,https://exhibitions-dev.library.columbia.edu/1968_013_01.jpg,original_format, ,Original filename: 1968_013_01.tif|Aeon Slip No.: 133860, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,undated,In Copyright, , , ,Amiri Baraka Papers, ,"Caldwell, Ben", , , , , ,holdings, ,"Box 146, Folder 10", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/newark,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Baraka in Wheelchair after Newark Uprising, , , ,11554,,,original_format, ,Aeon Slip No.: 133658, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,7/14/1967,In Copyright, , , ,Amiri Baraka Papers, ,UPI Telephoto, , , , , ,holdings, ,"Box 70, Folder 3", , ,,,,,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Baraka in Wheelchair after Newark Uprising, , , ,11553,filename,1500820007.jpg,original_format, ,Aeon Slip No.: 133658, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,7/14/1967,In Copyright, , , ,Amiri Baraka Papers, ,UPI Telephoto, , , , , ,holdings, ,"Box 70, Folder 3", , ,,,,,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Amiri Baraka Gives Press Conference, , , ,11552,,,original_format, ,Aeon Slip No.: 133659, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Amiri Baraka Papers, ,UPI Telephoto, , , , , ,holdings, ,"Box 70, Folder 2", , ,,,,,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Amiri Baraka Gives Press Conference, , , ,11551,,,original_format, ,Aeon Slip No.: 133659, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Amiri Baraka Papers, ,UPI Telephoto, , , , , ,holdings, ,"Box 70, Folder 2", , ,,,,,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
