_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,_project.string_key,_parent_digital_objects-1.identifier,_digital_object_type.string_key,omeka_identifier-1:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_term.authority,name_primary_authority_identifier,name-2:name_term.value,name-2:name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,digital_origin-1:digital_origin_value,clio_identifier-1:clio_identifier_value,object_in_context_url-1:object_in_context_url_value,note-3:note_value,note-3:note_type,note-2:note_value,note-2:note_type,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,note-1:note_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,note-4:note_value,note-4:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,Column,Column2,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,note-5:note_value,note-5:note_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion
corecurriculumcc_rra,,,core_curriculum_cc,,item,,"Hamilton, Alexander, 1757-1804",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79021633,"Rivington, James, 1724-1802",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n83045987,,,,,,,,,,,,,,,,,,,,,,1775 ,,,1775,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",Seligman 1775 H184,,reformatted digital,5458358,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,New York (N.Y.),James Rivington,,,Liberty,fast,http://id.worldcat.org/fast/997251,American Revolution (1775-1783),fast,http://id.worldcat.org/fast/1351668,,,,,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,The,Farmer Refuted.
corecurriculumcc_rra_078,,,core_curriculum_cc,corecurriculumcc_rra,asset,omeka_6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119012.tif,filename,110119012.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 78
corecurriculumcc_qqj,,,core_curriculum_cc,,item,,"Hobbes, Thomas, 1588-1679",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79059190,"Crooke, Andrew, -1674",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/nr95014267,,,,,,,,,,,,,,,,,,,,,,1651 ,,questionable,1651,"Pirated edition of 1651, original first edition printed by Andrew Crooke; this pirated edition has a different frontispiece, and was likely printed circa 1654 in the Netherlands.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",B320.1 H651,,reformatted digital,3242930,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Netherlands,Possibly Christoffel Cunradus,,,Social contract,fast,http://id.worldcat.org/fast/1122410,Political science,fast,http://id.worldcat.org/fast/1069781,,,,,,,,,,,,"Leviathan, or, The matter, forme, & power of a common-wealth ecclesiasticall and civill. [Pirated edition]."
corecurriculumcc_qqj_002,,,core_curriculum_cc,corecurriculumcc_qqj,asset,omeka_6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/hobbes/leviathan,110119005.tif,filename,110119005.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_bsf_004,,,core_curriculum_cc,corecurriculumcc_bsf,asset,omeka_6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119038.tif,filename,110119038.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio 1v
corecurriculumcc_ulh,Seligman Books,http://id.library.columbia.edu/term/3fb8085f-ec60-4b0c-aa24-421a6583d4a5,core_curriculum_cc,,item,,"Rousseau, Jean-Jacques, 1712-1778",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79008220,"Rey, Marc-Michel, 1720-1780",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/no00007076,,,,,,,,,,,,,,,,,,,,,,1762 ,,,1762,Amsterdam counterfeit of first edition that was printed in France.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",Seligman 1762Ho R76,,reformatted digital,5449649,,,,,,French,iso639-2,http://id.loc.gov/vocabulary/iso639-2/fre,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Amsterdam (Netherlands),Chez Marc Michel Rey,,,Social contract,fast,http://id.worldcat.org/fast/1122410,,,,,,,,,,,,,,,Du contract social.
corecurriculumcc_ulh_001,,,core_curriculum_cc,corecurriculumcc_ulh,asset,omeka_6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/revolutions/frenchrev,110119006.tif,filename,110119006.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_qya,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,core_curriculum_cc,,item,,"Wollstonecraft, Mary, 1759-1797",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095613,"Johnson, J.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,1792,,,1792,"Second, authoritative edition, published in the same year as the first edition.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",Plimpton 396 1792 G54,,reformatted digital,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),Printed for J. Johnson,Gift of George Arthur Plimpton,ownership,Women's rights,fast,http://id.worldcat.org/fast/1178818,,,,,,,,,,,,,,A,Vindication of the Rights of Women 
corecurriculumcc_qya_001,,,core_curriculum_cc,corecurriculumcc_qya,asset,omeka_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/rights/wollstonecraft,plmptn_122_001,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_req_001,,,core_curriculum_cc,corecurriculumcc_req,asset,omeka_6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/augustine/ms-print,110119047.tif,filename,110119047.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered Leaf, Verso"
corecurriculumcc_rra_001,,,core_curriculum_cc,corecurriculumcc_rra,asset,omeka_6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/revolutions/amrev,110119009.tif,filename,110119009.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_qqj_001,,,core_curriculum_cc,corecurriculumcc_qqj,asset,omeka_6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/hobbes/leviathan,110119004.tif,filename,110119004.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece
corecurriculumcc_rqv_145,,,core_curriculum_cc,corecurriculumcc_rqv,asset,omeka_6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/bibles/bibleasart,110119044.tif,filename,110119044.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 145
corecurriculumcc_rra_004,,,core_curriculum_cc,corecurriculumcc_rra,asset,omeka_6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119011.tif,filename,110119011.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages Iv And B
corecurriculumcc_soo,,,core_curriculum_cc,,item,,"Galilei, Galileo, 1564-1642",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79003254,"Palthenius, Zacharias, 1570-1615",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/nr97042400,,,,,,,,,,,,,,,,,,,,,,1610,,,1610,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",SMITH 532 1612 G13,,reformatted digital,,,,,,,Latin,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,,,,,,,,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Venice (Italy),Froncof. Palthenius,,,Astronomy,fast,http://id.worldcat.org/fast/819673,,,,,,,,,,,,,,,Siderius nuncius
corecurriculumcc_soo_001,,,core_curriculum_cc,corecurriculumcc_soo,asset,omeka_6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/galileo/siderius,Galileo-Siderius.jpeg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread
corecurriculumcc_xur,Alexander Gumby Collection of Negroiana,http://id.library.columbia.edu/term/a27c548d-e28c-4cfa-9bfe-385b9dd934bf,core_curriculum_cc,,item,,"Gumby, L.S. Alexander, 1885-1961",personal,marcrelator,http://id.loc.gov/vocabulary/relators/com,Compiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,1961,inferred,between 1910 and 1961,"Clippings about W.E.B. Du Bois, including ""Two Typical Leaders"" from The Outlook of May 23, 1903, clippings dated Feb. 1942, and the pamphlet 'What the Negro has done for the United States and Texas' by W. E. B. Du Bois. Dates inferred from dates of clipping, known start date of collection, and Gumby's death date.
",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",MS 0527,55,reformatted digital,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,scrapbooks,aat,http://vocab.getty.edu/aat/300027341,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,,,,,,,,,,,"Du Bois, W. E. B. (William Edward Burghardt), 1868-1963",personal,naf,http://id.loc.gov/authorities/names/n80046721,,,,,,,,Alexander Gumby Scrapbook
corecurriculumcc_xur_002,,,core_curriculum_cc,corecurriculumcc_xur,asset,omeka_6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/rights/dubois,110119017.tif,filename,110119017.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2
corecurriculumcc_tbh_001,,,core_curriculum_cc,corecurriculumcc_tbh,asset,omeka_6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/bibles/bibleasart,110119045.tif,filename,110119045.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread
corecurriculumcc_tlo,,,core_curriculum_cc,,item,,"Freud, Sigmund, 1856-1939",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79043849,S. Karger (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n82065091,,,,,,,,,,,,,,,,,,,,,,1907 ,,,1907,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",B157.5 F89492,,reformatted digital,2728565.0,,,,,,German,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ger,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Berlin (Germany),S. Karger,,,Psychoanalysis,fast,http://id.worldcat.org/fast/1081235,"Psychology, Pathological",fast,http://id.worldcat.org/fast/1081609,,,,,,,,,,,,"Zur Psychopathologie des Alltagslebens : (über Vergessen, Versprechen, Vergreifen, Aberglaube und Irrtum)"
corecurriculumcc_tlo_001,,,core_curriculum_cc,corecurriculumcc_tlo,asset,omeka_6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/freud/psychopathology,110119025.tif,filename,110119025.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_tne_002,,,core_curriculum_cc,corecurriculumcc_tne,asset,omeka_6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119016.tif,filename,110119016.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Page
corecurriculumcc_ola_002,,,core_curriculum_cc,corecurriculumcc_ola,asset,omeka_6224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119033.tif,filename,110119033.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecclesiastes 2
corecurriculumcc_bsf_002r,,,core_curriculum_cc,corecurriculumcc_bsf,asset,omeka_6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119039.tif,filename,110119039.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio 2r; To The Christian Reader
corecurriculumcc_ulh_002,,,core_curriculum_cc,corecurriculumcc_ulh,asset,omeka_6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119007.tif,filename,110119007.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapter One; Folios A2v-a3r
corecurriculumcc_ghr_008,,,core_curriculum_cc,corecurriculumcc_ghr,asset,omeka_6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/darwin/originofspecies,110119020.tif,filename,110119020.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 8-9
corecurriculumcc_gba_003,,,core_curriculum_cc,corecurriculumcc_gba,asset,omeka_6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/bibles/bibleasart,110119029.tif,filename,110119029.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Page Of Genesis
corecurriculumcc_ola_001,,,core_curriculum_cc,corecurriculumcc_ola,asset,omeka_6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119034.tif,filename,110119034.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_khx_003,,,core_curriculum_cc,corecurriculumcc_khx,asset,omeka_6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119014.tif,filename,110119014.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3
corecurriculumcc_xhi_001,,,core_curriculum_cc,corecurriculumcc_xhi,asset,omeka_6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/galileo/dialogo,110119023.tif,filename,110119023.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece
corecurriculumcc_xur_038,,,core_curriculum_cc,corecurriculumcc_xur,asset,omeka_6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/rights/dubois,110119018.tif,filename,110119018.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 38
corecurriculumcc_yay,,,core_curriculum_cc,,item,,"Freud, Sigmund, 1856-1939",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79043849,"Brill, A. A. (Abraham Arden), 1874-1948",personal,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Translator,,,,naf,http://id.loc.gov/authorities/names/n50041385,T. Fisher Unwin (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr00029922,,,,,,,,,,,,,,,1914 ,,,1914,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,"Rare Book and Manuscript Library, Columbia University",B157.5 F895,,reformatted digital,5521635.0,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,Core Curriculum: Contemporary Civilization,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),T. Fisher Unwin,,,Psychoanalysis,fast,http://id.worldcat.org/fast/1081235,"Psychology, Pathological",fast,http://id.worldcat.org/fast/1081609,,,,,,,,,,,The,Psychopathology of Everyday Life
corecurriculumcc_yay_008,,,core_curriculum_cc,corecurriculumcc_yay,asset,omeka_6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/cc/freud/psychopathology,110119026.tif,filename,110119026.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 8-9
corecurriculumcc_kka_001,,,core_curriculum_cc,corecurriculumcc_kka,asset,omeka_6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119035.tif,filename,110119035.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
corecurriculumcc_rra_099,,,core_curriculum_cc,corecurriculumcc_rra,asset,omeka_6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119010.tif,filename,110119010.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertisement
corecurriculumcc_asz_001,,,core_curriculum_cc,corecurriculumcc_asz,asset,omeka_6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119022.tif,filename,110119022.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page
