relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note 3,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Wood mask with heavy eyebrows of single undivided line across forehead; with puffy lips and broad, flat nose. Features painted red and black",,1,,2557,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_northamerica/gallery,NNC-RB,marcorg,"DM number: M15.01,  Box:  115",,"Original filename: rbml_realia_m15.01.tif
",,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_m15.01,reformatted digital,"10"" x 6.375""",objects,aat,,wood,Masks (costume),North America,lcsh,http://id.loc.gov/authorities/subjects/sh85092455,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Masks,fast,http://id.worldcat.org/fast/1011082,Ceremonial objects,fast,http://id.worldcat.org/fast/851409,Indians of North America,fast,http://id.worldcat.org/fast/969633,,,,,,,,,,,,,,,,,,,,,,,1,,Northwest American Indian Ceremonial Mask,,dramaticmuseum_nab_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Cast of bronze original,,1,,2556,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_nigeria/gallery,NNC-RB,marcorg,"DM number: M90.058,  Box:  182",,"Original filename: rbml_realia_m90.058.tif
",,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_m90.058,reformatted digital,"5.5"" x 4.5""",objects,aat,,plaster,Masks (costume),Nigeria,naf,http://id.loc.gov/authorities/names/n79056412,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"purchase, University Museum, Philadelphia",,eng,Masks,fast,http://id.worldcat.org/fast/1011082,Miniature objects,fast,http://id.worldcat.org/fast/1022722,,,,,,,,,,,,,,,,Nigeria--Benin,fast,http://id.worldcat.org/fast/1218604,,,,,,,,1,,Modern Cast Of Benin Pendant Mask ,,dramaticmuseum_mci_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Cast of porphyry original,,1,,2555,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M90.0209,  Box:  173",,"Original filename: rbml_realia_m90.0209.tif
",,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_m90.0209,reformatted digital,"6.5"" x 6.75",objects,aat,,plaster,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"purchase, University Museum, Philadelphia",,eng,Masks,fast,http://id.worldcat.org/fast/1011082,Ceremonial objects,fast,http://id.worldcat.org/fast/851409,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Modern Cast Of Ceremonial Mask From Teotihuacan, Ca. 700 Ce",,dramaticmuseum_mck_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Cast of onyx original,,1,,2554,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M90.0208,  Box:  173",,"Original filename: rbml_realia_m90.0208.tif
",,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_m90.0208,reformatted digital,"6.75"" x 6.25""",objects,aat,,plaster,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"purchase, University Museum, Philadelphia",,eng,Masks,fast,http://id.worldcat.org/fast/1011082,Ceremonial objects,fast,http://id.worldcat.org/fast/851409,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Modern Cast Of Ceremonial Mask From Teotihuacan, Ca. 700 Ce",,dramaticmuseum_mcl_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2553,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.39,  Box:  164",,"Original filename: rbml_realia_m24.39.tif
",,,rbml_realia_m24.39,reformatted digital,"6"" x 6""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmh_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2552,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.38,  Box:  163",,"Original filename: rbml_realia_m24.38.tif
",,,rbml_realia_m24.38,reformatted digital,"7"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmi_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2551,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.37,  Box:  162",,"Original filename: rbml_realia_m24.37.tif
",,,rbml_realia_m24.37,reformatted digital,"6"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmj_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2550,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.36,  Box:  161",,"Original filename: rbml_realia_m24.36.tif
",,,rbml_realia_m24.36,reformatted digital,"7""x6""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmk_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2549,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.35,  Box:  159",,"Original filename: rbml_realia_m24.35.tif
",,,rbml_realia_m24.35,reformatted digital,"7"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cml_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2548,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.34,  Box:  160",,"Original filename: rbml_realia_m24.34.tif
",,,rbml_realia_m24.34,reformatted digital,"8"" x 6.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmm_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2547,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.33,  Box:  158",,"Original filename: rbml_realia_m24.33.tif
",,,rbml_realia_m24.33,reformatted digital,"7"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmn_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2546,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.32,  Box:  157",,"Original filename: rbml_realia_m24.32.tif
",,,rbml_realia_m24.32,reformatted digital,"7.5"" x 6""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmo_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2545,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.31,  Box:  156",,"Original filename: rbml_realia_m24.31.tif
",,,rbml_realia_m24.31,reformatted digital,"8.5"" x 5.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2544,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.30,  Box:  155",,"Original filename: rbml_realia_m24.30.tif
",,,rbml_realia_m24.30,reformatted digital,"9"" x 7""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmq_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2543,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.29,  Box:  153",,"Original filename: rbml_realia_m24.29.tif
",,,rbml_realia_m24.29,reformatted digital,"7"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmr_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2542,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.28,  Box:  154",,,,,rbml_realia_m24.28,reformatted digital,"9.5"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cms_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2541,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.27,  Box:  152",,"Original filename: rbml_realia_m24.27.tif
",,,rbml_realia_m24.27,reformatted digital,"9"" x 6.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmt_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2540,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.26,  Box:  151",,"Original filename: rbml_realia_m24.26.tif
",,,rbml_realia_m24.26,reformatted digital,"7"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmu_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2539,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.25,  Box:  150",,"Original filename: rbml_realia_m24.25.tif
",,,rbml_realia_m24.25,reformatted digital,"7.25"" x 6.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmv_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2538,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.24,  Box:  149",,"Original filename: rbml_realia_m24.24.tif
",,,rbml_realia_m24.24,reformatted digital,"6"" x 5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmw_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2537,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.23,  Box:  148",,"Original filename: rbml_realia_m24.23.tif
",,,rbml_realia_m24.23,reformatted digital,"7.5"" x 6.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmx_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2536,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.22,  Box:  147",,"Original filename: rbml_realia_m24.22.tif
",,,rbml_realia_m24.22,reformatted digital,"6.5"" x 6""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmy_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2535,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.21,  Box:  145",,"Original filename: rbml_realia_m24.21.tif
",,,rbml_realia_m24.21,reformatted digital,"6.5"" x 6""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_cmz_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2534,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.20,  Box:  146",,"Original filename: rbml_realia_m24.20.tif
",,,rbml_realia_m24.20,reformatted digital,"7.5"" x 6.5""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_mma_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2532,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.19,  Box:  144",,"Original filename: rbml_realia_m24.19.tif
",,,rbml_realia_m24.19,reformatted digital,"8"" x 7""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_mmb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2531,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.18,  Box:  143",,"Original filename: rbml_realia_m24.18.tif
",,,rbml_realia_m24.18,reformatted digital,"7.5"" x 7""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_mmc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2530,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.17,  Box:  142",,"Original filename: rbml_realia_m24.17.tif
",,,rbml_realia_m24.17,reformatted digital,"8"" x 7""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_mmd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,approximate,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2529,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.16,  Box:  141",,"Original filename: rbml_realia_m24.16.tif
",,,rbml_realia_m24.16,reformatted digital,"8.5"" x 7""",objects,aat,,clay,Masks (costume),Mexico,naf,http://id.loc.gov/authorities/names/n81013960,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"gift, George P. Edgar through Carlebach, 1960",,eng,Carnival masks,fast,http://id.worldcat.org/fast/847674,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,,,,,,,,,,,,,,,,,,,1800-1899,1,,Carnival Mask Mold,,dramaticmuseum_czd_000,,,
