_digital_object_type.string_key,_pid,_identifiers-1,_parent_digital_objects-1.identifier,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,publisher-1:publisher_value,location-1:location_term.value,location-1:location_term.uri,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_item_number,omeka_identifier-1:omeka_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,place_of_origin-1:place_of_origin_value,object_in_context_url-1:object_in_context_url_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-4:language_term.value,language-4:language_term.authority,language-4:language_term.uri,clio_identifier-1:clio_identifier_value,extent-1:extent_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-3:note_type,note-3:note_value,note-4:note_value,abstract-1:abstract_value,type_of_resource-1:type_of_resource_value,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key,_restrictions.restricted_size_image
asset,,yid_om_ata_001,yid_om_ata,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0056.jpg,original filename,rbml_yiddish_0056.tif,,Page 1,,,,,,,,,,,,,,,,,,,11460,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/beginnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Copyright,rightsstatements,http://rightsstatements.org/vocab/NKC/1.0/,Public Access,,FALSE
asset,,yid_om_ata_002,yid_om_ata,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0057.jpg,original filename,rbml_yiddish_0057.tif,,Page 2,,,,,,,,,,,,,,,,,,,11459,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/beginnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Copyright,rightsstatements,http://rightsstatements.org/vocab/NKC/1.0/,Public Access,,FALSE
item,,yid_om_igm,,,,,,,Igeret mishpaḥtit,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,X Manuscripts,http://id.library.columbia.edu/term/17de684a-44c0-435c-9ace-d4be17b4e1d2,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,X893 Z8 v.2 no.4,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1797,,1797,,TRUE,Germany,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,7844651,1 leaf :  26 x 30 cm,"Kunrat, Hirsh",personal,,,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,Hebrew letters,fast,http://id.worldcat.org/fast/954362,,,,,,,,,,,,,ownership,"Purchased from David Fraenkel, 1933-34",,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_igm_000,yid_om_igm,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0058.jpg,original filename,rbml_yiddish_0058.tif,,Igeret mishpaḥtit,,,,,,,,,,,,,,,,,,,11458,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/igeret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_lky,,,,,,,La-Ḳever Yuval,לקבר יובל ... פון דער טהרה אויז ביז נאך זיינר קבורה,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,X Manuscripts,http://id.library.columbia.edu/term/17de684a-44c0-435c-9ace-d4be17b4e1d2,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,X893 J559,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1813,,1813,,TRUE,France,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,7204151,,"Weil, Yitsḥaḳ Aizeḳ ben Tsadoḳ",personal,,,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,Jewish funeral rites and ceremonies,fast,http://id.worldcat.org/fast/1730498,,,,,,,,,,,,,,Contained in: Ḥuḳe ḥayim. In Judeo-Alsatian.,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_lky_002,yid_om_lky,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0059.jpg,original filename,rbml_yiddish_0059.tif,,Second title page,,,,,,,,,,,,,,,,,,,11457,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/hukehayim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_ats,,,,,,,[ʻAsʹiyat tsevaʻim],,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,X Manuscripts,http://id.library.columbia.edu/term/17de684a-44c0-435c-9ace-d4be17b4e1d2,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,MS X893 Se36,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,17th century,approximate,1601,1700,TRUE,Germany?,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,7330148,,,,,,,,,,,,,,,,,,,,,,,,Color in clothing,fast,http://id.worldcat.org/fast/868568,Color guides,fast,http://id.worldcat.org/fast/868557,,,,,,,,,,,,,"The text is Hebrew -Yiddish instructions for making colors, colored clothing, etc.",text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_ats_058a,yid_om_ats,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0060.jpg,original filename,rbml_yiddish_0060.tif,,58a,,,,,,,,,,,,,,,,,,,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_ats_085a,yid_om_ats,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0061.jpg,original filename,rbml_yiddish_0061.tif,,85a,,,,,,,,,,,,,,,,,,,11455,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/---asiyat-tseva---im,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_bbt,,,,,,,Bergen-Belsen Theatre Troupe,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Yiddish Theatre Collection,http://id.library.columbia.edu/term/bdc8970b-96c3-4599-bf31-eeb878ce4572,,,,,,,,,MS #1686,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,albums,aat,http://vocab.getty.edu/aat/300026690,1962,,1962,,TRUE,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP-Camp Bergen-Belsen,corporate,naf,http://id.loc.gov/authorities/names/no2012131298,"Theater, Yiddish",fast,http://id.worldcat.org/fast/1149368,Holocaust survivors,fast,http://id.worldcat.org/fast/958838,,,,,,,,,,ownership,Acquired August 2016,,"The photo album seems to have been assembled around 1962 by co-founder Sami Feder, although the pictures are from the performances directly after the war.",still image,reformatted digital,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,,,FALSE
asset,,yid_om_bbt_000,yid_om_bbt,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0062.jpg,original filename,rbml_yiddish_0062.tif,,Bergen-Belsen Theatre Troupe,,,,,,,,,,,,,,,,,,,11454,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,On-site Access,,FALSE
item,,yid_om_beb,,,,,,,Bergen-Belsen Theatre Troupe,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Yiddish Theatre Collection,http://id.library.columbia.edu/term/bdc8970b-96c3-4599-bf31-eeb878ce4572,,,,,,,,,MS #1686,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,albums,aat,http://vocab.getty.edu/aat/300026690,1962,,1962,,TRUE,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP-Camp Bergen-Belsen,corporate,naf,http://id.loc.gov/authorities/names/no2012131298,"Theater, Yiddish",fast,http://id.worldcat.org/fast/1149368,Holocaust survivors,fast,http://id.worldcat.org/fast/958838,,,,,,,,,,ownership,Acquired August 2016,,"The photo album seems to have been assembled around 1962 by co-founder Sami Feder, although the pictures are from the performances directly after the war.",still image,reformatted digital,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,,,FALSE
asset,,yid_om_beb_000,yid_om_beb,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0063.jpg,original filename,rbml_yiddish_0063.tif,,Bergen-Belsen Theatre Troupe,,,,,,,,,,,,,,,,,,,11453,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,On-site Access,,FALSE
item,,yid_om_bbe,,,,,,,Bergen-Belsen Theatre Troupe,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Yiddish Theatre Collection,http://id.library.columbia.edu/term/bdc8970b-96c3-4599-bf31-eeb878ce4572,,,,,,,,,MS #1686,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,albums,aat,http://vocab.getty.edu/aat/300026690,1962,,1962,,TRUE,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP-Camp Bergen-Belsen,corporate,naf,http://id.loc.gov/authorities/names/no2012131298,"Theater, Yiddish",fast,http://id.worldcat.org/fast/1149368,Holocaust survivors,fast,http://id.worldcat.org/fast/958838,,,,,,,,,,ownership,Acquired August 2016,,"The photo album seems to have been assembled around 1962 by co-founder Sami Feder, although the pictures are from the performances directly after the war.",still image,reformatted digital,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,,,FALSE
asset,,yid_om_bbe_000,yid_om_bbe,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0064.jpg,original filename,rbml_yiddish_0064.tif,,Bergen-Belsen Theatre Troupe,,,,,,,,,,,,,,,,,,,11452,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,rightsstatements,http://rightsstatements.org/vocab/UND/1.0/,On-site Access,,FALSE
