_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,internal_note-1:internal_note_value,restriction_on_access-1:restriction_on_access_value,restriction_on_access-2:restriction_on_access_value,restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value,edition-1:edition_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,location-1:location_term.value,location-1:location_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,name-1:name_term.name_identifier,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-2:name_term.value,name-2:name_term.authority,name-2:name_term.uri,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,object_in_context_url-1:object_in_context_url_value,omeka_identifier-1:omeka_identifier_value,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,related_item-1:related_item_title,series-1:series_title,series-1:series_number,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-4:subject_name_term.name_type,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-5:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,type_of_resource-1:type_of_resource_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,digital_origin-1:digital_origin_value
core_100_exhibit,asset,insistent_change_0087_003,insistent_change_0087,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0113,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0113.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1970s/coed,12235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 3,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0088,,,,Columbia Spectator Volumes,http://id.library.columbia.edu/term/be4b8976-6c1c-4b25-84d6-58b51371706f,series,1,"Columbia Spectator Volumes, 1877-2012",,,,,,,,131,,"August 29, 1983",1983-08-29,,,TRUE,,,,,,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,Newspapers,fast,http://id.worldcat.org/fast/1423814,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Columbia Daily Spectator (Organization),naf,http://id.loc.gov/authorities/names/no2014069868,,corporate,TRUE,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,corporate,,,,,,,,,,,,,,,,,Coeducation,fast,http://id.worldcat.org/fast/866247,College students,fast,http://id.worldcat.org/fast/867976,,,,,,,,"Columbia Daily Spectator, vol.CVIII, no.1",Co-Ed at Last,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0088_001,insistent_change_0088,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0114,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0114.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1970s/coed,12236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,front page,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0089,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series I: Contemporary Civilization, 1937-2007",subseries,2,"Subseries I.4: Reports and Revisions, 1948-1994",,,,,28,3,Summer 1970,1970,,,TRUE,,,,,,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,magazines (periodicals),aat,http://vocab.getty.edu/aat/300215389,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,corporate,,,,,,,,,,,,,,,,,Universities and colleges,fast,http://id.worldcat.org/fast/1161597,,,,,,,,,,,"Columbia College Today, Summer 1970",CC under siege,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0089_001,insistent_change_0089,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0115,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0115.jpg,,12237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cover,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0090,,,,,,,,,,,,,,,CT C728,,,January/February 1979,1979-01,1979-02,,TRUE,,,,,,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,magazines (periodicals),aat,http://vocab.getty.edu/aat/300215389,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,"Smit, J. W. (Jacobus Wilhelmus), 1930-2006",naf,http://id.loc.gov/authorities/names/no2022074230,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,corporate,,,,,,,,,,,,,,,,,Universities and colleges,fast,http://id.worldcat.org/fast/1161597,Education--Curricula,fast,http://id.worldcat.org/fast/902556,,,,,,,,"Columbia College Today, ""The Core of the Core: After sixty years""",,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0090_001,insistent_change_0090,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0116,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0116.jpg,,12238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 7,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0091,,,,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,series,1,"Series I: Academics and Research, 1750s-2000s",,,,,,,,19,2,1988,1988,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,Reports,fast,http://id.worldcat.org/fast/1424056,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,"De Bary, Wm. Theodore, 1919-2017",naf,http://id.loc.gov/authorities/names/n50045122,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,rights holder,Columbia University copyright,,,,,New York (N.Y.),Columbia College (Columbia University),,,,,,,,,,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,corporate,,,,,,,,,,,,,,,,,Education,fast,http://id.worldcat.org/fast/902499,Education--Curricula,fast,http://id.worldcat.org/fast/902556,,,,,,,,Report of the Commission on the Core Curriculum,De Bary report,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0091_001,insistent_change_0091,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0117,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0117.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/debary,12239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cover,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0092,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series IV: Art Humanities, Extended Core and Frontiers of Science, 1987-2005",,,,,,,,30,12,September 1989,1989-09,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,administrative records,aat,http://vocab.getty.edu/aat/300027425,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,,corporate,TRUE,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,corporate,,,,,,,,,,,,,,,,,Education--Curricula,fast,http://id.worldcat.org/fast/902556,,,,,,,,,,,Extended Core Requirement: Major Cultures Requirement Approved Course List,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0092_001,insistent_change_0092,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0118,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0118.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 1,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0092_002,insistent_change_0092,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0119,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0119.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 2,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0092_003,insistent_change_0092,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0120,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0120.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 3,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0092_004,insistent_change_0092,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0121,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0121.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 4,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0092_005,insistent_change_0092,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0122,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0122.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 5,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0093,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series IV: Art Humanities, Extended Core and Frontiers of Science, 1987-2005",,,,,,,,30,12,September 1989,1989-09,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,administrative records,aat,http://vocab.getty.edu/aat/300027425,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,,corporate,TRUE,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,corporate,,,,,,,,,,,,,,,,,Education,fast,http://id.worldcat.org/fast/902499,Education--Curricula,fast,http://id.worldcat.org/fast/902556,,,,,,,,Columbia College Extended Core Requirement,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0093_001,insistent_change_0093,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0123,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0123.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0094,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series IV: Art Humanities, Extended Core and Frontiers of Science, 1987-2005",,,,,,,,30,12,1995-1996,1995,1996,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,Outlines and syllabi,fast,http://id.worldcat.org/fast/1423836,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education--Curricula,fast,http://id.worldcat.org/fast/902556,,,,,,,,,,,Cultures and Issues Approved Course List 1995-1996,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0094_001,insistent_change_0094,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0124,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0124.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 1,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0094_002,insistent_change_0094,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0125,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0125.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 2,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0094_003,insistent_change_0094,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0126,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0126.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 3,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0094_004,insistent_change_0094,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0127,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0127.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 4,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0094_005,insistent_change_0094,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0128,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0128.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 5,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0095,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series IV: Art Humanities, Extended Core and Frontiers of Science, 1987-2005",,,,,,,,30,13,1997,1997,,,TRUE,,,,,,printouts,aat,http://vocab.getty.edu/aat/300028467,,,,Outlines and syllabi,fast,http://id.worldcat.org/fast/1423836,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,Africa,lcsh,http://id.loc.gov/authorities/subjects/sh85001531,,,,,,,,,,,,,,,,,,,,,,,,History,fast,http://id.worldcat.org/fast/1411628,,,,,,,,,,,C1020y African civilization,African Civilizations syllabus,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0095_001,insistent_change_0095,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0129,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0129.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 1,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0095_002,insistent_change_0095,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0130,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0130.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 2,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0095_003,insistent_change_0095,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0131,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0131.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 3,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0095_004,insistent_change_0095,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0132,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0132.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 4,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0095_005,insistent_change_0095,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0133,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0133.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/extended,12255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 5,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0096,,,,Core Curriculum Records,http://id.library.columbia.edu/term/5a3d504e-d307-471d-b33c-f0ebf4fa2db0,series,1,"Series I: Contemporary Civilization, 1937-2007",subseries,2,"Subseries I.1: Syllabi, 1937-2007",,,,,7,13,Fall 1995,1995,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,Outlines and syllabi,fast,http://id.worldcat.org/fast/1423836,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Columbia College (Columbia University),naf,http://id.loc.gov/authorities/names/n83182850,,corporate,TRUE,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Civilization, Modern",fast,http://id.worldcat.org/fast/863073,"Civilization, Modern--Study and teaching",fast,http://id.worldcat.org/fast/863108,,,,,,,,Contemporary Civilization -- Fall 1995,"CC Reading Assignments for Required Texts, including the Qur'an",text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0096_001,insistent_change_0096,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0134,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0134.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1980s/islamic,12256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 1,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
