relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,"Warner, C.L.",,,,,"Bufford, J.H.",,,,,1837 ,,Questionable,1837?,,,,,,,,0,1,,3638,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000186.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 118 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000186.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",From the Holden Collection,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1837,,,,,,,,"Merchants' Exchange, New York",,,,,,,,,,
,"Hill, J.W.",,,,,"Hill, J.W. (probably)","Bennett, W.J.","Clover, L.P.",,,1837 ,,Exact,1837,,,,,,,,0,1,,3637,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000184.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 117 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000184.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Robert Goelet, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Ships--New York (State)--New York--History--19th century,,,,,,,,,1837,,,,,,,,"New York, from Brooklyn Heights",The Hill-Bennett-Clover View,,,,,,,,,
,"Chapman, J.G.",,,,,"Bennett, (William James)","Megarey, Henry I.(J.), New York",,,,1836 ,,Exact,1836,,,,,,,,0,1,,3636,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000181.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 116 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000181.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",From the Lander-Daly-Borden Collection,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1834 1835,,,,,,,,New-York. Taken from the Bay near Bedlows Island,The Chapman-Bennett View,,,,,,,,,
,"Holly, (Alfred)",,,,,"Bowen, J. T. (John T.), ca. 1801-1856?","Robinson, H.R.",,,,1836 ,,Exact,1836,,,,,,,,0,1,,3635,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000179.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 115 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000179.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",Fire departments--New York (State)--New York--History.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1835,,,,,,,,"The Great Fire of the City of New-York, 16 December 1835",,,,,,,,,,
,"Calyo, Nicolino, 1799-1884",,,,,"Bennett, W.I. (J.) Bennett","Clover, L.P.",,,,1836 ,,Exact,1836,,,"Top plate: 114-a
Bottom plate: 114-b
Page labeled as 'Plate 114'",,,,,0,1,,3633,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000177.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 114-a and Plate 114-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000177.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",Fire departments--New York (State)--New York--History.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1835,,,,,,,,"View of the Great Fire in New-York, December 16th and 17th, 1835 
[As seen from the Top of the Bank of America, corner of Wall and William St.]
(Plate 114-a)
","View of the Ruins after the Great Fire in New-York December 16th and 17th, 1835
 [As seen from Exchange Place] 
(Plate 114-b)",,,,,,,,,
,,,,,,,,,,,1836 ,,Exact,1836,,,,,,,,0,1,,3632,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000175.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 113 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000175.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1834,,,,,,,,"Broadway, New-York (etc.)",The Hornor View of Broadway,,,,,,,,,
,"Hill, J.W.",,,,,"Endicott, George, 1802-1848",,,,,1834 ,,Exact,1834,,,,,,,,0,1,,3631,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000173.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 112 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000173.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Robert Fridenberg,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1834,,,,,,,,Manhattanville,,,,,,,,,,
,,,,,,,,,,,1834 ,,Exact,1834,,,,,,,,0,1,,3630,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000171.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 111 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000171.jpg,Reformatted digital,,,Original Format: Lithograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",George D. Smith,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1834,,,,,,,,Wall Street and the Heights of Brooklyn,The Maverick View of Wall Street,,,,,,,,,
,"Garneray, Louis, 1783-1857",,,,,"Himely, (Sigmund)","Basset, Paris",,,,1834 ,,Questionable,Probably 1834,,,,,,,,0,1,,3629,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000168.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 110 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000168.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Eno Collection),,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,Parks--New York (State)--New York,,,,,,,,,1834,,,,,,,,New-yorck,The Garneray View,,,,,,,,,
,,,,,,,,,,,1830 1835,,Exact,1830-1835,c. 1835,,"Top plate: 109-a
Bottom plate: 109-b",,,,,0,1,,3628,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000166.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 109-a and Plate 109-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000166.jpg,Reformatted digital,,,Original Format: Lithograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1830 1835,,,,,,,,"The Residence of Wm. B. Crosby Esq. Rutgers Place New York (North Front) 
(Plate 109-a)","The Residence of Wm. B. Crosby Esq. Rutgers Place New York (South Front) 
(Plate 109-b)",,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3625,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000162.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 107 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000162.jpg,Reformatted digital,,,Original Format: Watercolor drawing on paper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1830,,,,,,,,Kips Bay bei Newyork,,,,,,,,,,
,"Reinagle, H.",,,,,"Pendleton, (J.)",,,,,1832 ,,Exact,1832,,,,,,,,0,1,,3626,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000164.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 108 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000164.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward W.C. Arnold, Esq",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1831,,,,,,,,"View of St. Pauls Church and the Broadway Stages, N.Y.",,,,,,,,,,
,"Davis, Alexander Jackson, 1803-1892",,,,,"Smith, W.D.",Imbert and Co.,,,,0000 ,,Questionable,Unknown,,,"Top plate: 106-a
Bottom plate: 106-b
Page labeled as 'Plate 106'",,,,,0,1,,3623,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000160.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 106-a and Plate 106-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000160.jpg,Reformatted digital,,,Original Format: Line engraving on steel,"Original Format: Lithograph, colored",New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,New York Historical Society,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Parks--New York (State)--New York,,,,,,,,,1825 1829,,,,,,,,"View of St. John's Chapel, from the Park (Plate 106-a)","Castle Garden, N. York (Plate 106-b)",,,,,,,,,
,,,,,,,,,,,1834 ,,Questionable,Probably 1834,,,,,,,,0,1,,3622,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000158.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 105 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000158.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1829,,,,,,,,Wall Street,,,,,,,,,,
,"Bennett, Wm. I. (J.) ",,,,,"Megarey, Henry I. (J.)",,,,,1834 ,,Questionable,1834?,,,"Top plate: 104-a
Bottom plate: 104-b
Page labeled as 'Plate 104'",,,,,0,1,,3620,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000156.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 104-a and Plate 104-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000156.jpg,Reformatted digital,,,Original Format: Aquatint,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Down Town Association,,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",Ships--New York (State)--New York--History--19th century,,,,,,,,,,1828 1834,,,,,,,,"South St. from Maiden Lane
 [The Bennett View of Maiden Lane] 
(Plate 104-a)","Fulton St. and Market 
[The Bennett View of Maiden Lane] 
(Plate 104-b)",,,,,,,,,
,"Davis, Alexander Jackson, 1803-1892",,,,,"Dick, (Alexander L.) ","Peabody and Co., O. Rich","Dakin, (J.H.)",,,1831 1834,,Exact,1831,1834,,"Top plate: 103-a
Bottom plate: 103-b
Page labeled as 'Plate 103'",,,,,0,1,,3618,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000154.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 103-a and Plate 103-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000154.jpg,Reformatted digital,,,Original Format: Line engraving on steel,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1830 1831,,,,,,,,Leroy Place (Plate 103-a),La Grange Terrace - La Fayette Place (etc.) (Plate 103-b),,,,,,,,,
,Lundie,,,,,"Dick, (Alexander L.) ","Peabody and Co., O. Rich","Davis, Alexander Jackson, 1803-1892","Imbert, (Anthony) ",,1826 1831,,Exact,1831,1826-1828,,"Top plate: 102-a
Bottom plate: 102-b
Page labeled as 'Plate 102'",,,,,0,1,,3616,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000152.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 102-a and Plate 102-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000152.jpg,Reformatted digital,,,Original Format: Line engraving on steel,Original Format: Lithograph,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1826 1831,,,,,,,,Shot Tower (Plate 102-a),New York Theatre (Plate 102-b),,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Top plate: 101-a
Bottom plate: 101-b
Page labeled as 'Plate 101'",,,,,0,1,,3614,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000150.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 101-a and Plate 101-b  [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000150.jpg,Reformatted digital,,,Original Format: Sepia drawing on paper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1830,,,,,,,,"Grace and Trinity Churches, Broadway (Plate 101-a)
","Council Chamber, City Hall, New York (Plate 101-b)",,,,,,,,,
,,,,,,,,,,,1829 ,,Exact,1829,,,,,,,,0,1,,3613,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000148.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 100A [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000148.jpg,Reformatted digital,,,"Original Format: Lithograph, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William Loring Andrews, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1828,,,,,,,,The Battery and Harbour,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3612,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000146.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 100 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000146.jpg,Reformatted digital,,,Original Format: Watercolor drawing on paper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William Loring Andrews, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Parks--New York (State)--New York,,,,,,,,,,1827,,,,,,,,"Park, N.Y. 1827",,,,,,,,,,
,"Anderson, H.",,,,,"Goodrich, A.T. (Andrew Thompson), 1789-1845",,,,,1827 ,,Exact,1827,,,,,,,,0,1,,3611,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000144.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 99 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000144.jpg,Reformatted digital,,,Original Format: Line engraving on copper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,1836,,,,,,,,A Map of the City of New York,The Goodrich Plan,,,,,,,,,
,"Bennett, Wm. I. (J.) ",,,,,"Megarey, Henry I. (J.), New York",,,,,1834 ,,Exact,1834,,,,,,,,0,1,,3610,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000141.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 98 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000141.jpg,Reformatted digital,,,Original Format: Aquatint,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Down Town Association,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1826,,,,,,,,Broad Way from the Bowling Green,The Bennett View of Bowling Green,,,,,,,,,
,"Wall, W.G.",,,,,"Hill, I (J.)",Behr and Kahl,,,,1826 ,,Exact,1826,,,,,,,,0,1,,3609,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000139.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 97 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000139.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Eno Collection),,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1826,,,,,,,,City Hall,The Wall View of City Hall,,,,,,,,,
,"Hill, J.W.",,,,,"Hill, John",,,,,,,Questionable,Unknown,,,,,,,,0,1,,3608,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000137.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 96 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000137.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","R.T.H. Halsey, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",Fire departments--New York (State)--New York--History.,,,,,,,,,,,1830,,,,,,,,New York Fire Engine No. 34,,,,,,,,,,
,"Robertson, Arch.",,,,,"Imbert, (Anthony) ","Davis, W.A., for the City of New York",,,,1825 1826,,Exact,1825,1826,,"Top plate: 95-a
Bottom plate: 95-b
Page labeled as 'Plate 95'",,,,,0,1,,3607,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000135.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 95-a and Plate 95-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000135.jpg,Reformatted digital,,,Original Format: Lithograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,New York Historical Society,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,1825,,,,,,,,"Grand Canal Celebration (Plate 95-a)
",New York City Hall Park (etc.) (Plate 95-b),,,,,,,,,
