relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,,,,,,,,,,,,,,c.1735,,,,,,,,0,1,,1236,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000340.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000340.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 30 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000349.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1732 1735,,,,,,,,Plan of the City of New York in the year 1735,,,,,,,,,,
,,,,,,,,,,,,,,1735,,,,,,,,0,1,,1235,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000338.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000338.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 29 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000347.jpg,,,,Original Format: Engravings,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Henry E. Huntington, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1734,,,,,,,,A new map of the harbour of New-York by a late survey,,,,,,,,,,
,,,,,,,,,,,,,,c.1731,c.1732,,"Caption: ""To the Honourable Rip van Dam Esq President of His Majesty's Council for the Province of new York this view of the New Dutch Church is most humbly dedicated by your Honours most obedient servant William Burgis""",,,,,0,1,,1234,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000336.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000336.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 28 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000345.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William Loring Andrews, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Churches,,,,,,,,,1731,,,,,,,,"New Dutch Church, known as the Middle Dutch Church after the construction of the North Dutch Church in 1767-1769",The Rip Van Dam Church,,,,,,,,,
,,,,,,,,,,,,,,c.1735,,,,,,,,0,1,,1233,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000334.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000334.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 27-A [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000343.jpg,,,,Original Format: Engravings,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Bibliotheque Nationale, Paris, Print Department",,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1730,,,,,,,,A plan of the City of New York and a plan of the harbour of New York,,,,,,,,,,
,"Johnson, Thomas, attributed to",,,,,"Lyne, James",,,,,,,,c.1731,,,,,,,,0,1,,1232,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000332.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000332.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 27 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000340.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William Loring Andrews, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1730,,,,,,,,A plan of the City of New York from an actual survey made by Iames Lyne,The Bradford map or the Lyne survey,,,,,,,,,
,"Bradford, William, attributed to",,,,,"Lyne, James",,,,,,,,1730,1800,,,,,,,0,1,,1231,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000329.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000329.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 26 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000336.jpg,,,,Original Format: Wash drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1730,,,,,,,,A plan of the City of New York,,,,,,,,,,
,"Burgis, William",,,,,"Harris, I., attributed to",,,,,,,,1719,1721,,,,,,,0,1,,1230,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000326.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000326.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 25 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000332.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward W.C. Arnold, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1716 1718,,,,,,,,A south prospect of ye flourishing City of New York in the province of New York in America,The Burgis view,,,,,,,,,
,,,,,,,,,,,,,,c.1696,,,Printed plate number is PL.24,,,,,0,1,,1229,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000323.html?toggle=image&amp;menu=maximize&amp;top=-&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000323.html?toggle=image&amp;menu=maximize&amp;top=-&amp;left=",Plate 24-a [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000329.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","The Reformed Protestant Dutch Church, New York City",,,,"Manhattan (New York, N.Y.)--History--17th century",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1696,,,,,,,,"A map or chart of a certain tract of land commonly call'd the Shoemakers Land, etc.",,,,,,,,,,
,,,,,,,,,,,1696 ,,ap,c.1696,,,Two images on the page.,,,,,0,1,,1227,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000321.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000321.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 23-a [no page number; following chapter 2],Plate 23-b [no page number; following chapter 2],,none,,,ldpd_5800727_001_00000327.jpg,rd,,,Original Format: Plans,,New York,,,Manhattan,Battery Park,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",British Museum,,,eng,"Manhattan (New York, N.Y.)--History--17th century",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",Forts & fortifications--New York (State)--New York,,,,,,,,,1695,,,,,,,,New Yorke,The Miller plan,The fort in New Yorke,,,,,,,,
,,,,,,,,,,,1692 1693,,qu,1692?,1693?,,Two images on the page,,,,,0,1,,1225,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.",br /><http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000319.html?toggle=image&menu=maximize&top=&left=,Plate 22-a [no page number; following chapter 2],Plate 22-b [no page number; following chapter 2],,none,,,ldpd_5800727_001_00000325.jpg,rd,,,Original Format: Plans,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Dept des Cartes de la Marine, Paris",,,eng,"Manhattan (New York, N.Y.)--History--17th century",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1692,1693,,,,,,,Plan de la Nouuelle York,Plan de Manathes ou Nouvelle Yorc,The Franquelin plan,,,,,,,,
,,,,,,,,,,,,,,1686?,1689?,,,,,,,0,1,,1224,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000317.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000317.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 21 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000323.jpg,,,,Original Format: Ink drawings,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward E. Ayer, Esq., deposited in the Newberry Library, Chicago",,,,"Manhattan (New York, N.Y.)--History--17th century",Cartography--United States--History,New York (N.Y.)--Maps--Early works to 1800,,,,,,,,,,1686 1689,,,,,,,,A sand draught of New-York Harbour by Phillip Wells,,,,,,,,,,
,,,,,,,,,,,1867 ,,ex,1867,,,Two images on the page.,,,,,0,1,,1222,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000315.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000315.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 20-a [no page number; following chapter 2],Plate 20-b [no page number; following chapter 2],,none,,,ldpd_5800727_001_00000321.jpg,rd,,,Original Format: Lithographs,,New York,,,Manhattan,Corner of Pearl St. and Coentijs Slip,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",,,,eng,"Manhattan (New York, N.Y.)--History--17th century",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",City & town halls,,,,,,,,,1679 1680,,,,,,,,View of New York from the north,Brevoort redraft,The Stadthuys of New York in 1679 corner of Pearl St. and Coentijs Slip,Brevoort redraft,,,,,,,
,,,,,,,,,,,,,,c.1679,1680?,,,,,,,0,1,,1221,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000313.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000313.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 19 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000319.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Long Island Historical Society,,,,"Manhattan (New York, N.Y.)--History--17th century",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1679 1680,,,,,,,,N York van achteren of van de noort kant,,,,,,,,,,
,,,,,,,,,,,,,,c.1679,1680?,,,,,,,0,1,,1220,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000311.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000311.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 18 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000317.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Long Island Historical Society,,,,"Manhattan (New York, N.Y.)--History--17th century",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1679 1680,,,,,,,,York van ter Syden dat is van de oost kant,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,1,,1219,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000309.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000309.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 17 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000314.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Long Island Historical Society,,,,"Manhattan (New York, N.Y.)--History--17th century",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1679 1680,,,,,,,,Labadist general view,,,,,,,,,,
,"Harrewyn, Jacobus, attributed to",,,,,"Allard, J.",,,,,,,,c.1700,,,,,,,,0,1,,1218,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000306.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000306.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 16-A [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000311.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","James Barnes, Esq.",,,,"Manhattan (New York, N.Y.)--History--17th century",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1673,,,,,,,,Nieuw Iorck,,,,,,,,,,
,,,,,,,,,,,,,,c.1740,,,No printed plate number,,,,,0,1,,1217,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000304.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000304.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 16-b [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000309.jpg,,,,Original Format: Engravings,,,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,America--Maps--Early works to 1800.,Cartography--United States--History,,,,,,,,,,,1673,,,,,,,,"Recens edita totius Novi Belgii, in America septentrionali, etc.",The Seutter map,,,,,,,,,
,,,,,,,,,,,,,,1674?,,,Printed plate number is PL.16,,,,,0,1,,1216,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000303.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000303.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 16-a [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000308.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--17th century",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1673,,,,,,,,Totius Neobelgii Nova et accuratissima tabula,The Restitutio-Allardt map,,,,,,,,,
