relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1433,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P10.25,  Box:  18",,,,rbml_realia_p10.25,reformatted digital," 15""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Boat with wheel and two sails shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1870,1899,,1870-1899,Wearing a rose shirt-waist with white apron and lace cap. Movable jaw.,,0,,1432,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P05.02,  Box:  50",,,,rbml_realia_p05.02,reformatted digital," 29""",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews from De Vere in Paris, 1925",,eng,,,,,,,France,,,,,,,,,,1,,Housemaid marionette,,,,,
,,,,,,,,,,,,,,,Lacks costume.,,0,,1431,Still Image,,,,marcorg,"DM number: P05.01,  Box:  50",,,,rbml_realia_p05.01,reformatted digital,,,,,,,,,,Dramatic Museum Realia,,,,eng,,,,,,,,,,,,,,,,,1,,Red-haired male marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1430,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P09.26,  Box:  15",,,,rbml_realia_p09.26,reformatted digital," 5.5""",,,," wood, hair ",Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Head of male hand puppet with wig, rosy face, painted moustache",,,,,
Dramatic Museum Realia,,,,,,,,,,,1870,1899,,1870-1899,"Has black and white ""fur""; movable mouth with harp metal hook on lower jaw; said to have had a tongue once.",,0,,1429,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P05.06,  Box:  4",,,,rbml_realia_p05.06,reformatted digital," 20"" (nose to tail)",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews from De Vere in Paris, 1925",,eng,,,,,,,France,,,,,,,,,,1,,Dog marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,1870,1899,,1870-1899,"Has white hair and faded green velvet clothes. Movable jaw; face clown-white, red, black",,0,,1428,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P05.03,  Box:  4",,,,rbml_realia_p05.03,reformatted digital," 31""",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews from De Vere in Paris, 1925",,eng,,,,,,,France,,,,,,,,,,1,,Jester marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,From Provence.,,0,,1427,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P06.02,  Box:  7",,,,rbml_realia_p06.02,reformatted digital," 13""",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,Purchased by Brander Matthews in Paris,,eng,,,,,,,France,,,,,,,,,,1,,Marionette of one of the Magi,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1426,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P09.08,  Box:  11",,,,rbml_realia_p09.08,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Male hand puppet with bicorne hat,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1425,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P09.04,  Box:  11",,,,rbml_realia_p09.04,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,"Elderly male hand puppet with long nose, green cap, eyeglasses",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1424,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P09.02,  Box:  11",,,,rbml_realia_p09.02,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Green and orange devil hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1423,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,NNC-RB,marcorg,"DM number: P09.01,  Box:  11",,,,rbml_realia_p09.01,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Male hand puppet with green cap,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1422,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.09,  Box:  24",,,,rbml_realia_p32.09,reformatted digital," 16""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Merry Andrew pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1421,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.08,  Box:  24",,,,rbml_realia_p32.08,reformatted digital," 17""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Jester pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1420,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.07,  Box:  24",,,,rbml_realia_p32.07,reformatted digital," 16.5""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,The Magic Nigger pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1419,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.06,  Box:  24",,,,rbml_realia_p32.06,reformatted digital," 16""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Robin Hood pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1418,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.05,  Box:  24",,,,rbml_realia_p32.05,reformatted digital," 7.5""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Lord Dundreary pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1417,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.04,  Box:  24",,,,rbml_realia_p32.04,reformatted digital," 7""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Maid Marian pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1416,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.03,  Box:  24",,,,rbml_realia_p32.03,reformatted digital," 7""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Female Volunteer pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1415,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.02,  Box:  24",,,,rbml_realia_p32.02,reformatted digital," 6.5""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Nigger pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Name from printed label on back.,,0,,1414,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P32.01,  Box:  24",,,,rbml_realia_p32.01,reformatted digital," 7.5""",,,, paper  ,Pantins ,,,,Dramatic Museum Realia,,,,eng,,,,,,,England,,,,,,,,,,1,,Robin Hood pantin,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1413,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P04.02,  Box:  2",,,,rbml_realia_p04.02,reformatted digital," 19""",,,, wood ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in London, 1925",,eng,,,,,,,England,,,,,,,,,,1,,Male marionette in exotic yellow costume,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1412,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,NNC-RB,marcorg,"DM number: P04.01,  Box:  1",,,,rbml_realia_p04.01,reformatted digital," 18""",,,, wood ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in London, 1925",,eng,,,,,,,England,,,,,,,,,,1,,Milkmaid marionette with yoke and two pails,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1411,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P60.01,  Box:  28",,,,rbml_realia_p60.01,reformatted digital," 5"" with stand",,,," ceramic, silk, with wood stand ",Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Figurine in Imperial dress,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese character Zhan painted on figurine's back, the first word of the title Zhan Huang Pao.",,0,,1410,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.19,  Box:  39",,,,rbml_realia_p26.19,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with long beard in yellow and orange,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Yu Zhuo Ji, the title of the opera, painted on figurine's back.",,0,,1409,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.18,  Box:  39",,,,rbml_realia_p26.18,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with blue headdress and green robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese characters Qing Shi Shan painted on figurine's back.,,0,,1408,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.17,  Box:  39",,,,rbml_realia_p26.17,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine with red, white, black face and gold headdress",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese character Jue or Jiao painted on figurine's back the first word of the title Jue Ying Hui.,,0,,1407,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.16,  Box:  39",,,,rbml_realia_p26.16,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with with red face and green robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Yan Yang Lou, the title of the opera, painted on figurine's back.",,0,,1406,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.15,  Box:  39",,,,rbml_realia_p26.15,reformatted digital," 5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with weapon on back,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese characters Dao Diao painted on figurine's back.,,0,,1405,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.14,  Box:  39",,,,rbml_realia_p26.14,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine in green robe, blue, orange and white face",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese character Jin painted on figurine's back.,,0,,1404,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.13,  Box:  39",,,,rbml_realia_p26.13,reformatted digital," 5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine with orange and white face, gold hat",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"No writing on figurine's back, unlike others in this set.",,0,,1403,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.12,  Box:  39",,,,rbml_realia_p26.12,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine with painted face, two feathers on headdress",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"A Chinese character, possibly Jia, painted on figurine's back.",,0,,1402,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.11,  Box:  39",,,,rbml_realia_p26.11,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with painted face and very elaborate headress,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Duan Mi Jian, the title of the opera, painted on figurine's back.",,0,,1401,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.10,  Box:  39",,,,rbml_realia_p26.10,reformatted digital," 5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with long beard and dark blue robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Zhan Huang Pao, the title of the opera, painted on figurine's back.",,0,,1400,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery6,NNC-RB,marcorg,"DM number: P26.09,  Box:  39",,,,rbml_realia_p26.09,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine with long heard, arm raised, fighting",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese character Dao painted on figurine's back.,,0,,1399,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.08,  Box:  39",,,,rbml_realia_p26.08,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine in black with silver staff,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese character Yan painted on figurine's back, the first word of the title Yan Yang Lou.",,0,,1398,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.07,  Box:  39",,,,rbml_realia_p26.07,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine in blue and white headress, fighting",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese character Duan painted on figurine's back, the first word of the title Duan Mi Jian.",,0,,1397,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.06,  Box:  39",,,,rbml_realia_p26.06,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with staff and yellow and green hat,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Jue Ying Hui, the title of the opera, painted on figurine's back.",,0,,1396,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.05,  Box:  39",,,,rbml_realia_p26.05,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine with long ponytail,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese characters Yu Zhuo Ji, the title of the opera, painted on figurine's back.",,0,,1395,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.04,  Box:  39",,,,rbml_realia_p26.04,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Female Peking Opera figurine in pink and blue with elaborate headdress,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese character Zhan painted on figurine's back, the first word of the title Zhan Huang Pao.",,0,,1394,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.03,  Box:  39",,,,rbml_realia_p26.03,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Male Peking Opera figurine in green robes and gold headdress,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Chinese character Bai painted on figurine's back.,,0,,1393,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.02,  Box:  39",,,,rbml_realia_p26.02,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Male Peking Opera figurine with white, painted face and blue, striped pants",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Chinese character Yu painted on figurine's back, the first word of the title Yu Zhuo Ji.",,0,,1392,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P26.01,  Box:  39",,,,rbml_realia_p26.01,reformatted digital," 4""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Female Peking Opera figurine in black,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1391,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P57.07,  Box:  8",,,,rbml_realia_p57.07,reformatted digital," 8.5""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,"Tsao Kuo-Shin figurine, duplicate of P57.2",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1390,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P57.06,  Box:  8",,,,rbml_realia_p57.06,reformatted digital," 9""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Lan Tsai-Ho figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1389,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P57.05,  Box:  8",,,,rbml_realia_p57.05,reformatted digital," 9""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Li The-Kwai figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1388,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery5,NNC-RB,marcorg,"DM number: P57.04,  Box:  8",,,,rbml_realia_p57.04,reformatted digital," 8""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Lu Tung-Pin figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1387,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P57.03,  Box:  8",,,,rbml_realia_p57.03,reformatted digital," 8.5""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Chang Kuo-Lao figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1386,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P57.02,  Box:  8",,,,rbml_realia_p57.02,reformatted digital," 8.5""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Tsao Kuo-Shin figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Part of set ""Actors in the Traditional Chinese Drama."" In box 3x3.5x10.25."" Marked made in Taiwan, Republic of China",,0,,1385,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P57.01,  Box:  8",,,,rbml_realia_p57.01,reformatted digital," 9""",,,," wood, cloth, paper ",Figurines ,,,,Dramatic Museum Realia,,"Purchased by Dr. Wells from the Brooklyn Museum Gift Shop, May 1963",,eng,,,,,,,China,,,,,,,,,,1,,Han Chung-Li figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1384,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.06,  Box:  28",,,,rbml_realia_p70.06,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1383,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.05,  Box:  28",,,,rbml_realia_p70.05,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1382,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.04,  Box:  28",,,,rbml_realia_p70.04,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1381,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.03,  Box:  28",,,,rbml_realia_p70.03,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1380,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.02,  Box:  28",,,,rbml_realia_p70.02,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
