relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1514,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.25,  Box:  15",,,,rbml_realia_p09.25,reformatted digital," 4.5""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Head of male hand puppet with dark eyes and a small painted beard,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1513,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.24,  Box:  15",,,,rbml_realia_p09.24,reformatted digital," 4""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Head of male hand puppet with dark eyes and a painted moustache,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1512,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.23,  Box:  15",,,,rbml_realia_p09.23,reformatted digital," 5""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Head of male hand puppet with mutton chops and bicorne hat worn side-to-side,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1511,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.22,  Box:  15",,,,rbml_realia_p09.22,reformatted digital," 5""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Head of male hand puppet with mustache and bicorne hat worn front-to-back,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1510,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.21,  Box:  15",,,,rbml_realia_p09.21,reformatted digital," 4.5""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Head of a hand puppet, with blue cap and long nose",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1509,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.20,  Box:  15",,,,rbml_realia_p09.20,reformatted digital," 4""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Head of a clown hand puppet, with face painted white, red and black",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1508,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.19,  Box:  15",,,,rbml_realia_p09.19,reformatted digital," 4""",,,," plaster, glass ",Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Head of bald male hand puppet, with brown glass eyes",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Black and gray paper ""ombre chinoise"" female dancer.",Possibly German rather than French,0,,1507,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P43.02,  Box:  24",,,,rbml_realia_p43.02,reformatted digital," 7.5""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,"Ombre chinoise, female dancer",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Black and gray paper ""ombre chinoise"" female dancer.",Possibly German rather than French,0,,1506,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P43.01,  Box:  24",,,,rbml_realia_p43.01,reformatted digital," 9""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,"Ombre chinoise, female dancer",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1505,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,NNC-RB,marcorg,"DM number: P09.34,  Box:  15",,,,rbml_realia_p09.34,reformatted digital," 4""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Face for a hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1504,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.33,  Box:  15",,,,rbml_realia_p09.33,reformatted digital," 4""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Face for a hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1503,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.32,  Box:  15",,,,rbml_realia_p09.32,reformatted digital," 4""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Face for a hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1502,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.31,  Box:  15",,,,rbml_realia_p09.31,reformatted digital," 4""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Face for a hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1501,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.07,  Box:  12",,,,rbml_realia_p09.07,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,"Female hand puppet with white, red dress and blue, white apron",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1500,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.05,  Box:  12",,,,rbml_realia_p09.05,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Female hand puppet with black and white dress and white apron,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1499,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.03,  Box:  12",,,,rbml_realia_p09.03,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Male hand puppet in white vest with black bird print,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1498,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.30,  Box:  14",,,,rbml_realia_p09.30,reformatted digital," 33""",,,, wood ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Crocodile hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1497,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.17,  Box:  14",,,,rbml_realia_p09.17,reformatted digital," 13""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Male hand puppet with black hair and blue robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1496,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.16,  Box:  14",,,,rbml_realia_p09.16,reformatted digital," 11.5""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Bald hand puppet in blue flower print robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1495,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,NNC-RB,marcorg,"DM number: P09.15,  Box:  13",,,,rbml_realia_p09.15,reformatted digital," 13""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Green and orange devil hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1494,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.14,  Box:  14",,,,rbml_realia_p09.14,reformatted digital," 12.5""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Female hand puppet with blue ribbon around neck,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1493,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.13,  Box:  12",,,,rbml_realia_p09.13,reformatted digital," 13""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Elderly male hand puppet with long nose, green cap, eyeglasses",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1492,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.12,  Box:  13",,,,rbml_realia_p09.12,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,"Male hand puppet with white and gold vest, blue coat",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1490,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.11,  Box:  12",,,,rbml_realia_p09.11,reformatted digital," 13""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Male hand puppet with red and blue hat,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Carved wood with arms jointed with string. Head, trunk and legs of one piece, not articulated.  From the Gold Coast.",,0,,1491,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_ghana/gallery,NNC-RB,marcorg,"DM number: P50.02,  Box:  46",,,,rbml_realia_p50.02,reformatted digital," 26.5""",,,," wood, string ",Rod puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Ghana,,,,,,,,,,1,,African rod puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Head only,,0,,1489,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.10,  Box:  13",,,,rbml_realia_p09.10,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Male head of hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1488,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.09,  Box:  13",,,,rbml_realia_p09.09,reformatted digital," 14""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,Brander Matthews,,eng,,,,,,,France,,,,,,,,,,1,,Clown hand puppet dressed in white and red,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1487,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.06,  Box:  13",,,,rbml_realia_p09.06,reformatted digital," 12""",,,, papier mache ,Hand puppets ,,,,Dramatic Museum Realia,,"Purchased by Brander Matthews in Paris, 1867",,eng,,,,,,,France,,,,,,,,,,1,,Chef hand puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1486,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.06,  Box:  34",,,,rbml_realia_p44.06,reformatted digital," 6""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Chinese female doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1485,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.05,  Box:  34",,,,rbml_realia_p44.05,reformatted digital," 6""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Chinese male doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1484,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.04,  Box:  34",,,,rbml_realia_p44.04,reformatted digital," 8""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Greek or Russian male doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1483,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.03,  Box:  34",,,,rbml_realia_p44.03,reformatted digital," 10""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Latin female doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1482,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.02,  Box:  34",,,,rbml_realia_p44.02,reformatted digital," 8.5""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Tah-Dhor Prix de Beaute d'Asie doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1481,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P44.01,  Box:  34",,,,rbml_realia_p44.01,reformatted digital," 9""",,,, cloth ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,France,,,,,,,,,,1,,Toutatoua Prix de Beaute d'Afrique doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1480,Still Image,,,NNC-RB,marcorg,"DM number: P10.24,  Box:  17",,,,rbml_realia_p10.24,reformatted digital," 14""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Donkey pulling cart shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1479,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.23,  Box:  17",,,,rbml_realia_p10.23,reformatted digital," 11.5""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Fence shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1478,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.22,  Box:  17",,,,rbml_realia_p10.22,reformatted digital," 10""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Cat shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1477,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.21,  Box:  17",,,,rbml_realia_p10.21,reformatted digital," 16""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Bull shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1476,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.20,  Box:  17",,,,rbml_realia_p10.20,reformatted digital," 3""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Small bird shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1475,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.19,  Box:  17",,,,rbml_realia_p10.19,reformatted digital," 19.5""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Man with fork shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1474,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.18,  Box:  17",,,,rbml_realia_p10.18,reformatted digital," 14""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Man with hat and whip shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1473,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.17,  Box:  17",,,,rbml_realia_p10.17,reformatted digital," 20.5""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Large head with hinged jaw shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1472,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.16,  Box:  17",,,,rbml_realia_p10.16,reformatted digital," 21""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Fisherman and fish shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1471,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.15,  Box:  17",,,,rbml_realia_p10.15,reformatted digital," 19.5""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Butterfly shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1470,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.14,  Box:  17",,,,rbml_realia_p10.14,reformatted digital," 22""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Large bird shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1469,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.13,  Box:  17",,,,rbml_realia_p10.13,reformatted digital," 15""",,,," wood, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,,,,,,,France,,,,,,,,,,1,,Donkey shadow puppet,,,,,
