_pid,_digital_object_type.string_key,_project.string_key,_parent_digital_objects-1.identifier,_identifiers-1,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place2_authority_identifier,note-1:note_value,note-1:note_type,extent-1:extent_value,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_sublocation,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,abstract-1:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,publisher-1:publisher_value,note-3:note_value,note-3:note_type,note-2:note_value,note-2:note_type,relatedItem_Project,project URL,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type
,item,,,diaghilev_ioz,,,,Letter from Joan Miró to Prince Aleksandr Shervashidze,,,correspondence,,,,,,,,,1933-03-21,,,21 Mars 1933,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Barcelona (Spain),,,,,,holograph letter,,,,"Miró, Joan, 1893-1983",,,,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,,,,,,,,French,,,,,,One page.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ioz,diaghilev_ioz_000,omeka_1784,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,,Letter from Joan Miró to Prince Aleksandr Shervashidze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-10-01.jpg,filename,,,,,,
,item,,,diaghilev_ixg,,,,Anna Pavlova Posing as the Swan,,,photographs,,,,,,,,,1896,1931,inferred,between 1896 and 1931,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ixg,diaghilev_ixg_000,omeka_1806,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,,Anna Pavlova Posing as the Swan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-02-01.jpg,filename,,,,,,
,item,,,diaghilev_jcu,,,,Letter from Serge Lifar to Prince Chervachidzé,,,correspondence,,,,,,,,,1932-06-17,,,17 Juin 1932,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Lifar, Serge, 1905-1986",,,,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,,,,,,,,French,,,,,,"Typed letter from Serge Lifar to Prince Alexander ""Chervachidzé"" (Shervashidze), signed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jcu,diaghilev_jcu_000,omeka_1820,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/lifar,,Letter from Serge Lifar to Prince Chervachidzé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-02-01.jpg,filename,,,,,,
,item,,,diaghilev_jcy,,,,Anna Udal'tsova at Kitchen Table,,,photographs,,,,,,,,,1979,,,1979,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Udal'tsova, Anna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jcy,diaghilev_jcy_000,omeka_1838,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case6/udaltsova,,Anna Udal'tsova at Kitchen Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_06-02-01.jpg,filename,,,,,,
,item,,,diaghilev_jlz,,,,Alexandre Benois Business Card,,,printed ephemera,,,,,,,,,1923-11-26,,,26/XI 1923,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Benois, Alexandre, 1870-1960",,,,,,,,,,,,,,,,,,,,,French,,,,,,"Back (recto) of this business or calling card has writing in French that mentions ""M' le Prince Chervachidze"" and the date.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jlz,diaghilev_jlz_001,omeka_1759,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-05-01.jpg,filename,,,,,,
,item,,,diaghilev_jmu,,,,Et voici de nouveau les Ballets Russes,,,periodicals,,,,,,,,,1909,1929,inferred,between 1909 and 1929,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,France,,,,Dates inferred from existence dates of Ballets russes de Sergei Diaghilev.,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,,,,"Clipping from unknown French newspaper, page number unknown",Ballets russes,,,,"Lifar, Serge, 1905-1986",,,,"Spessivtzeva, Olga, 1895-1991",,,,,,,,,,,,,,,,,,,,Unknown,original,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jmu,diaghilev_jmu_000,omeka_1819,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/lifar,,Et voici de nouveau les Ballets Russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-01-01.jpg,filename,,,,,,
,item,,,diaghilev_jnm,,,,Letter from Colonel W. de Basil to Prince Alexander Shervashidze,,,correspondence,,,,,,,,,1933-01-10,,,"10-go Janvara 1933 g ; January 10th, 1933",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,Paris (France),,,,,,,,"Basil, W. de",,,,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,,,,,,,,Russian,,,French,,,"Colonel W. de Basil, typed and signed, letter to Prince Alexander Shervashidze in Neuilly in Russian and on Ballets Russes de Monte-Carlo letterhead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jnm,diaghilev_jnm_000,omeka_1836,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/basil,,Letter from Colonel W. de Basil to Prince Alexander Shervashidze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-25-01.jpg,filename,,,,,,
,item,,,diaghilev_jnu,,,,Letter from Mikhail Larionov to Prince Aleksandr Shervashidze,,,correspondence,,,,,,,,,1929-08-21,,,"August 21, 1929",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,holograph letter,,,,"Larionov, Mikhail Fedorovich, 1881-1964",,,,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,,,,,,,,Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jnu,diaghilev_jnu_002,omeka_1774,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/larionov,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-12-02.jpg,filename,,,,,,
,item,,,diaghilev_jta,,,,Sketch of Ballerinas,,,paintings,,,,,,,,,1885,1957,inferred,Between 1885 and 1957,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from artist's life dates.,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jta,diaghilev_jta_000,omeka_1791,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/drawings,,Sketch of Ballerinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-05-01.jpg,filename,,,,,,
,asset,,diaghilev_jxs,diaghilev_jxs_001,omeka_1824,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-06-01.jpg,filename,,,,,,
,item,,,diaghilev_kfi,,,,"Faun in ""L'Après-Midi d'un Faune""",,,prints,,,,,,,,,1916,,inferred,1916,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,"Date inferred from date of original work of art, held by the Wadsworth Atheneum Museum of Art in Hartford, Connecticut",,,,,,"Bakst, Léon, 1866-1924",,,,,,,,,,,,,,,,,,,,,French,,,,,,"Costume design for Vaslav Nijinsky as the Faun from ""The Afternoon of a Faun""","Nijinsky, Waslaw, 1890-1950",,,,,,,,,,,,,,,,,,,,,,,,Afternoon of a faun (Choreographic work : Nijinsky),,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_kfi,diaghilev_kfi_000,omeka_1831,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text-image-right,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/nijinsky,"Faun in ""L'Après-Midi d'un Faune""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-16-01.jpg,filename,,,,,,
,item,,,diaghilev_klf,,,,Typed Speech Script for Diaghilev Exhibition with Holograph Corrections,,,manuscripts,,,,,,,,,1954,,,1954,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_klf,diaghilev_klf_000,omeka_1796,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Typed Speech Script for Diaghilev Exhibition with Holograph Corrections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-09-01.jpg,filename,,,,,,
,item,,,diaghilev_krq,,,,Headshot of Igor Stravinsky,,,photographs,,,,,,,,,1912,1971,inferred,Between 1912 and 1971,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,Dates inferred from subject's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,Portrait of Igor Stravinsky. Possible photographer signature in bottom left corner is illegible.,"Stravinsky, Igor, 1882-1971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_krq,diaghilev_krq_000,omeka_1780,,,Headshot of Igor Stravinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-06-01.jpg,filename,,,,,,
,item,,,diaghilev_kyj,,,,Nikolai Rimskii-Korsakov Portrait Inscribed to Fiodor Chaliapin,,,photographs,,,manuscripts,,,,,,1907,,inferred,1907,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Moscow (Russia),,,,,,,,,,"Rimsky-Korsakov, Nikolay, 1844-1908",,,,,,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,,,,,,,Russian,,,,,,"Photograph from Nikolai Rimskii-Korsakov inscribed to Fiodor Chaliapin: ""As a keepsake to Fiodor Chaliapin, a Varangian visitor and a great Ivan the Terrible in the Maid of Pskov.""","Rimsky-Korsakov, Nikolay, 1844-1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_kyj,diaghilev_kyj_000,omeka_1776,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/rimskiikorsakov,,Nikolai Rimskii-Korsakov Portrait Inscribed to Fiodor Chaliapin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-02-01.jpg,filename,,,,,,
,item,,,diaghilev_loe,,,,"Anna Pavlova, Artiste des Théâtres Impériaux",,,printed ephemera,,,,,,,,,1896,1931,inferred,between 1896 and 1931,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Saint Petersburg (Russia),,,,Date inferred from Anna Pavlova's life dates.,,,,,,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,French,,,,,,Anna Pavlova's business card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_loe,diaghilev_loe_000,omeka_1814,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,,"Anna Pavlova, Artiste des Théâtres Impériaux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-14-01.jpg,filename,,,,,,
,item,,,diaghilev_lwc,,,,Rudolf Nureyev in Romeo and Juliet,,,photographs,,,,,,,,,1958,1993,inferred,Between 1958 and 1993,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from subject's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,Production photograph of Rudolf Nureyev with others in Romeo and Juliet,"Nureyev, Rudolf, 1938-1993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_lwc,diaghilev_lwc_000,omeka_1842,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case6/nureyev,,Rudolf Nureyev in Romeo and Juliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_06-06-01.jpg,filename,,,,,,
,item,,,diaghilev_mah,,,,Nureyev and the Joffrey Ballet in Homage to Diaghilev,,,printed ephemera,,,photographs,,,,,,1979,,,1979,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Foundation for the Joffrey Ballet, Inc.",,,,,,,"Nederlander, James",,,,,,,"Gorlinsky, S. A.",,,,,,,English,,,,,,Souvenir Program of Rudolf Nureyev and the Joffrey Ballet in Homage to Diaghilev. Includes production photograph on front cover.,"Nureyev, Rudolf, 1938-1993",,,,Joffrey Ballet,,,,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_mah,diaghilev_mah_001,omeka_1837,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case6/nureyev,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_06-01-01.jpg,filename,,,,,,
,item,,,diaghilev_mfo,,,,Typed letter from Richard Buckle to M. Dobujinsky,,,correspondence,,,,,,,,,1954-05-24,,,"24th May, 1954",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Buckle, Richard",,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,English,,,,,,"Richard Buckle, typed letter to Mstislav Dobujinksy, signed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_mfo,diaghilev_mfo_000,omeka_1798,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Typed letter from Richard Buckle to M. Dobujinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-11-01.jpg,filename,,,,,,
,item,,,diaghilev_mga,,,,Sketch of a Ballroom for Eugene Onegin,,,paintings,,,,,,,,,1931,,,1931,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_mga,diaghilev_mga_000,omeka_1792,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/drawings,,Sketch of a Ballroom for Eugene Onegin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-06-01.jpg,filename,,,,,,
,asset,,diaghilev_qmu,diaghilev_qmu_002,omeka_1766,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-09-02.jpg,filename,,,,,,
,item,,,diaghilev_mna,,,,Preliminary sketch for set of La Muette de Portici Act IV,,,paintings,,,,,,,,,1915,,,1915,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Urban, Josef, 1872-1933",,,,,,,,,,,,,,,,,,,,,English,,,,,,watercolor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_mna,diaghilev_mna_000,omeka_1857,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/urban,,Preliminary sketch for set of La Muette de Portici Act IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_08-06-01.jpg,filename,,,,,,
,item,,,diaghilev_mtw,,,,Print of drawing by Aleksandr Benois sent to Simon Lissim,,,prints,,,manuscripts,,,,,,1926,,,1926,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,Simon Lissim Papers,,Bakhmeteff Archive of Russian and East European History and Culture,"Benois, Alexandre, 1870-1960",,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,Russian,,,,,,"Print of a stage drawing, created in 1914 by Aleksandr Benois, sent from the artist to Simon Lissim with an inscription at the bottom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,"Gift of Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,still image,original_format
,asset,,diaghilev_mtw,diaghilev_mtw_000,omeka_1852,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Print of drawing by Aleksandr Benois sent to Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-10-01.jpg,filename,,,,,,
,item,,,diaghilev_ncb,,,,By Permission of H. I. M. the Czar of Russia and Special Arrangement with the Leading Opera Houses: World Tour of Anna Pavlowa,,,printed ephemera,,,,,,,,,1910,,,1910,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,Saint Petersburg (Russia),,,,,,,,"Metropolitan Opera (New York, N.Y.)",,,,,,,Russia. Sovereign (1894-1917 : Nicholas II),,,,,,,,,,,,,,English,,,,,,Permission to go on a world tour for Anna Pavlova.,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ncb,diaghilev_ncb_000,omeka_1815,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,,By Permission of H. I. M. the Czar of Russia and Special Arrangement with the Leading Opera Houses: World Tour of Anna Pavlowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-15-01.jpg,filename,,,,,,
,item,,,diaghilev_nco,,,,Basil's Ballets Russes program,,,printed ephemera,,,prints,,,,,,1937,1938,,1937 to 1938,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,,,,,,,,,Briand?,,,,,,,,,,,,,,,,,,,,,English,,,,,,Program of Colonel W. de Basil's Ballets Russes. Front cover includes print of art by Briand? - artist's signature is unclear.,Ballets russes du Col. W. de Basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_nco,diaghilev_nco_001,omeka_1832,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/basil,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-18-01.jpg,filename,,,,,,
,item,,,diaghilev_nqt,,,,Anna Pavlova: Cynge Immortel,,,drawings,,,,,,,,,1935,,,1935,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,French,,,,,,Tribute to Anna Pavlova,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
