_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,note-6:note_value,note-6:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_name-7:subject_name_term.value,subject_name-7:subject_name_term.name_type,subject_name-7:subject_name_term.authority,subject_name-7:subject_name_term.uri,subject_name-8:subject_name_term.value,subject_name-8:subject_name_term.name_type,subject_name-8:subject_name_term.authority,subject_name-8:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,musicatcolumbia_lip,music_at_columbia,,,omeka_6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/electronic-and-computer-music/more-recent-work,,Mario Davidovsky at EMC.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Davidovsky at the Electronic Music Center,musicatcolumbia_lip_000
asset,musicatcolumbia_gzl,music_at_columbia,,,omeka_6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/music-committee,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/department-of-music,110118001.tif,filename,110118001.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_gzl_099
item,,music_at_columbia,Historical Biographical Files,http://id.library.columbia.edu/term/17769d71-54a1-4af3-a946-b0609e07c09a,,,"Mitchell, Joseph, 1908-1996",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n91115721,,,,,,,,,,,,,,,1938-11-05,,,"November 5, 1938","Newspaper clipping, ""Primitive Music of Aborigines Is Preserved for Posterity,"" World-Telegram, written by Joseph Mitchell. Photographer unknown.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Biographical Files,,Box 136,"Folder 4, Herzog",,,,,,,"World-Telegram, November 5, 1938",relatedItem,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,clippings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm002169,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Herzog, George, 1901-1983",personal,naf,http://id.loc.gov/authorities/names/no93016358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professor George Herzog,musicatcolumbia_lqt
asset,musicatcolumbia_lqt,music_at_columbia,,,omeka_7242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ethnomusicology/center-for-ethnomusicology,,Herzog newspaper clipping.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professor George Herzog,musicatcolumbia_lqt_000
asset,musicatcolumbia_fbw,music_at_columbia,,,omeka_7031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/bela-bartok-memorial,,Bartok Memorial page 3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_fbw_002
item,,music_at_columbia,Edward MacDowell Papers,http://id.library.columbia.edu/term/fe7fb4ec-c8fd-4a4d-8cba-52424454d24a,,,Boston Symphony Orchestra,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n50056384,,,,,,,,,,,,,,,1896-01-23,,,"January 23, 1896",,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,concert programs,original_format,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"MacDowell, Edward, 1860-1908",personal,naf,http://id.loc.gov/authorities/names/n50053369,"Paur, Emil, 1855-1932",personal,naf,http://id.loc.gov/authorities/names/no97068345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program, Concert at the Metropolitan Opera House",musicatcolumbia_lwe
asset,musicatcolumbia_lwe,music_at_columbia,,,omeka_6355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/music-committee,,110118040.tif,filename,110118040.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,musicatcolumbia_lwe_001
asset,musicatcolumbia_fbw,music_at_columbia,,,omeka_7034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/bela-bartok-memorial,,Bartok Memorial page 8.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,musicatcolumbia_fbw_007
item,,music_at_columbia,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,,,Pach Brothers (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/n93124968,,,,,,,,,,,,,,,1904,,,Spring 1904,"Cast photograph, Columbia University Varsity Show, Spring 1904",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Varsity Show Records,,Box 19,Folder 7,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Buhler, Joseph",personal,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buhler in the Cast of The Isle of Illusia,musicatcolumbia_lyk
asset,musicatcolumbia_lyk,music_at_columbia,,,omeka_6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,110118061.tif,filename,110118061.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buhler in the Cast of The Isle of Illusia,musicatcolumbia_lyk_000
item,,music_at_columbia,Fritz Reiner Papers,http://id.library.columbia.edu/term/7a904f9e-1303-4cc9-8e5f-07d3b2f626f1,,,,,,,,,,,,,,,,,,,,,,,,1915,,approximate,circa 1915,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ger,German,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,etchings (prints),original_format,,,,still image,text,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,,,,,,,"Strauss, Richard, 1864-1949",personal,naf,http://id.loc.gov/authorities/names/n79041680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etching of Richard Strauss,musicatcolumbia_mac
asset,musicatcolumbia_mac,music_at_columbia,,,omeka_6368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118053.tif,filename,110118053.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etching of Richard Strauss,musicatcolumbia_mac_000
item,,music_at_columbia,,,,,"Barroso, Eileen",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/no2012009804,,,,,,,,,,,,,,,1997,,,1997,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,,,,,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Organ (Musical instrument),fast,http://id.worldcat.org/fast/1047572,,,,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner Console, Aeolian-Skinner Organ, St. Paul's Chapel",musicatcolumbia_man
asset,musicatcolumbia_man,music_at_columbia,,,omeka_6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/chapel-music,,ColUChapelTurnerCon1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner Console, Aeolian-Skinner Organ, St. Paul's Chapel",musicatcolumbia_man_000
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118149.tif,filename,110118149.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,musicatcolumbia_brh_008
asset,musicatcolumbia_bii,music_at_columbia,,,omeka_6444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,,110118129.tif,filename,110118129.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,musicatcolumbia_bii_007
asset,musicatcolumbia_bii,music_at_columbia,,,omeka_6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,,110118124.tif,filename,110118124.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_bii_002
asset,musicatcolumbia_brq,music_at_columbia,,,omeka_6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118043.tif,filename,110118043.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_brq_002
asset,musicatcolumbia_hgc,music_at_columbia,,,omeka_6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,,110118140.tif,filename,110118140.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_hgc_002
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,Geo. P. Hall & Son,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/n2002132016,,,,,,,,,,,,,,,1898,,,1898,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series VII: Buildings and Grounds","General Views, MS 180",,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,Low Memorial Library,corporate,naf,http://id.loc.gov/authorities/names/no97070280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General View of Columbia University,musicatcolumbia_mkw
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,,110118156.tif,filename,110118156.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,musicatcolumbia_brh_015
asset,musicatcolumbia_mkw,music_at_columbia,,,omeka_6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/finding-a-home/morningside-campus,,110118008.tif,filename,110118008.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General View of Columbia University,musicatcolumbia_mkw_000
item,,music_at_columbia,,,,,American Composers Alliance,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n87912593,Malouf,personal,marcrelator,http://id.loc.gov/vocabulary/relators/art,Artist,,,,,,,,,,1952-02,,,February 1952,"American Composers Alliance Bulletin February, 1952, Vol. II, No. 1, Cover Portrait of Wallingford Riegger",NyNyCMA,marcorg,http://id.loc.gov/authorities/names/no2008184522,"Gabe M. Weiner Music & Arts Library, Columbia University",,D780.5 Am32 2,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,,,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Composition (Music),fast,http://id.worldcat.org/fast/871761,,,,"Riegger, Wallingford, 1885-1961",personal,naf,http://id.loc.gov/authorities/names/n81133625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulletin of the American Composers Alliance, Vol II, No. 1",musicatcolumbia_mnb
asset,musicatcolumbia_mnb,music_at_columbia,,,omeka_6370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,,110118055.tif,filename,110118055.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_mnb_001
asset,musicatcolumbia_czz,music_at_columbia,,,omeka_6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/lectures,,110118051.tif,filename,110118051.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,musicatcolumbia_czz_001
asset,musicatcolumbia_bii,music_at_columbia,,,omeka_6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,,110118128.tif,filename,110118128.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,musicatcolumbia_bii_006
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,,,,,,,,,,1923,,approximate,circa 1923,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Photograph Collection,,"Box 101, Rodgers, Richard",,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,,,,,,,"Rodgers, Richard, 1902-1979",personal,naf,http://id.loc.gov/authorities/names/n50048058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Rogers (CC 1923),musicatcolumbia_mpu
asset,musicatcolumbia_mpu,music_at_columbia,,,omeka_6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,,Richard Rogers younger1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Rogers (CC 1923),musicatcolumbia_mpu_000
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,,,,,,,,,,1918,,approximate,circa 1918,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series X: Portraits","Hart, Lorenz",,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Hart, Lorenz, 1895-1943",personal,naf,http://id.loc.gov/authorities/names/n81097890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorenz Hart,musicatcolumbia_mtu
asset,musicatcolumbia_mtu,music_at_columbia,,,omeka_6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,,110118065.tif,filename,110118065.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorenz Hart,musicatcolumbia_mtu_000
asset,musicatcolumbia_fit,music_at_columbia,,,omeka_6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/compositions,,110118048.tif,filename,110118048.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia's Sons, Page 4",musicatcolumbia_fit_004
asset,musicatcolumbia_npn,music_at_columbia,,,omeka_6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/commemorative-exhibit,,110118006.tif,filename,110118006.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back,musicatcolumbia_npn_002
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,"Barber, D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/dsr,Designer,,,Columbia College Musical Society,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,,,,,,,,1894-04,,,April 1894,"Program for first Varsity Show, ""Joan of Arc"" (1894)",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,Box 244,Folder 1,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,theater programs,original_format,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Freytag Press,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Joan, of Arc, Saint, 1412-1431",personal,naf,http://id.loc.gov/authorities/names/n79033041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program for ""Joan Of Arc, Or, The Monarch, The Maid, The Minister and The Magician""",musicatcolumbia_nfl
asset,musicatcolumbia_nfl,music_at_columbia,,,omeka_6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118013.tif,filename,110118013.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_nfl_099
asset,musicatcolumbia_hgc,music_at_columbia,,,omeka_6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,,110118141.tif,filename,110118141.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,musicatcolumbia_hgc_003
asset,musicatcolumbia_atv,music_at_columbia,,,omeka_7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/ludlow-gift,,Ludlow Gift page 3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,musicatcolumbia_atv_003
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,,,,,,,,,,,,,,,,,,,,,,1910,1953,inferred,between 1910 and 1953,"Unsigned, undated photograph. Dates inferred from date of professorship at Columbia (1910) and date of death (1953).",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series I: Photographs",,Box 31,"Folder 2, Music Department",,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,Connecticut,http://id.loc.gov/authorities/names/n79074102,,,,,,,,"Mason, Daniel Gregory, 1873-1953",personal,naf,http://id.loc.gov/authorities/names/n50043667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connecticut,naf,http://id.loc.gov/authorities/names/n79074102,,Daniel Gregory Mason,musicatcolumbia_nnx
