identifier_omeka,identifier_title,title,partName,abstract,location_url_ObjectInContext,note_filename,keyDate_start,keyDate_end,dateCreated,dateQualifier,physicalLocation,physicalLocation_code,physicalLocation_authority,physicalLocation_authority_identifier,typeOfResource,form,form_authority,form_authority_identifier,digitalOrigin,languageOfCataloging,shelfLocator,sublocation_1,sublocation_2,subject_topic 1,subject_topic_1_authority,subject_topic_1_authority_identifier,subject_topic 2,subject_topic_2_authority,subject_topic_2_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,language,language_authority,language_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,relatedItem_Project,extent,note_ownership,accessCondition
omeka_9568,1968ColumbiaCrisis_ksz_000,Story of WKCR: 1968,,"16 minute audio tape, created by WKCR personnel and narrated by Robert Siegel, '69C, was presented at an event in the fall of 1968 called ""KCA Night"". This event was an opportunity for campus groups to present a short skit or presentation to the incoming freshmen in order to convince the new students to join their activities.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/wkcr,TheStoryofWKCR.mp3,1968,,Fall 1968,,,,,,sound recording,sound recordings,aat,http://vocab.getty.edu/aat/300028633,,eng,,,,College radio stations ,fast,http://id.worldcat.org/fast/867912,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,,,,"WKCR (Radio station : New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n87845396,1968: Columbia in Crisis ,,"Bob Papper '69C, '70J",This audio may not be reproduced without the permission of Bob Papper. Please contact the University Archives for further information.
omeka_9567,1968ColumbiaCrisis_fjv_000,"Sound recording of 214th Columbia University Commencement Address, June 4th 1968",,Sound recording of 4 June 1968 Commencement speech given by Professor Richard Hofstadter at a ceremony held in The Cathedral of St. John The Divine.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,hofstadter commencement speech.mp3,1968-06-04,,"June 4, 1968",,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,sound recording,sound recordings,aat,http://vocab.getty.edu/aat/300028633,,eng,,,,Baccalaureate addresses,fast,http://id.worldcat.org/fast/825018,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Hofstadter, Richard, 1916-1970",naf,http://id.loc.gov/authorities/names/n79006384,1968: Columbia in Crisis ,Duration: 22:28 minutes,,
omeka_9566,1968ColumbiaCrisis_ahh_000,"Transcript of 214th Columbia University Commencement Address, June 4th 1968",,"Transcript of 4 June 1968 Commencement speech given by Professor Richard Hofstadter at a ceremony held in The Cathedral of St. John The Divine.
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,214th Columbia University Commencement Address.pdf,1968-06-04,,"June 4, 1968",,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,transcripts,aat,http://vocab.getty.edu/aat/300027388,,eng,,,,Baccalaureate addresses,fast,http://id.worldcat.org/fast/825018,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Hofstadter, Richard, 1916-1970",naf,http://id.loc.gov/authorities/names/n79006384,1968: Columbia in Crisis ,,,
omeka_6091,1968ColumbiaCrisis_nhb_000,"Crowds leaving Martin Luther King, Jr. memorial service",,"Crowds leaving Martin Luther King, Jr. memorial service held in St. Paul's Chapel on April 9, 1968.
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,1922_mlkmemorialservice4.jpg,1968-04-09,,9 April 1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,"Box 59, Frame 9a",Office of Public Affairs Negatives,Collection number: UA#0519,Memorial service,fast,http://id.worldcat.org/fast/1015902,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,"King, Martin Luther, Jr., 1929-1968",fast,http://id.worldcat.org/fast/40023,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,Original Format: 35 mm negative,,
omeka_5676,1968ColumbiaCrisis_anu_000,"Police at 1968 commencement
",,"color snapshot showing police presence around campus on Commencement Day, June 4, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,commencement_1968.jpg,1968-06-04,,4 June 1968,,Private Collection,PVT-COLL,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,1968: Columbia in Crisis ,,"Steven Epstein, '68L","These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5675,1968ColumbiaCrisis_vqb_000,"1968 counter commencement with people on steps
",,"color snapshot showing counter commencement crowds on steps in front of Low Library on Commecnement day, June 4, 1968 
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,countercommencement_3.jpg,1968-06-04,,4 June 1968,,Private Collection,PVT-COLL,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,1968: Columbia in Crisis ,,"Steven Epstein, '68L","These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5674,1968ColumbiaCrisis_aav_000,"1968 counter commencement with woman in yellow dress
",,"color snapshot showing counter commencement crowds on Low Library plaza on Commencement day, June 4, 1968 
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,1968_countercommencement_2.jpg,1968-06-04,,4 June 1968,,Private Collection,PVT-COLL,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,1968: Columbia in Crisis ,,,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5673,1968ColumbiaCrisis_wjr_000,"1968 counter commencement with orange banner
",,"color snapshot showing an orange banner on display amidst counter commencement crowds on Commencement Day, June 4, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,countercommencement_1968.jpg,1968-06-04,,4 June 1968,,Private Collection,PVT-COLL,,,still image,photograph,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,1968: Columbia in Crisis ,,,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.

"
omeka_5672,1968ColumbiaCrisis_zjq_000,"1968 commencement snapshots
",,"""(4) color snapshots arranged on a board, showing counter commencement crowds and police presence around campus
on Commencement Day, June 4, 1968
""
",,1968_commencement_1.jpg,1968-06-04,,"4 June 1968
",,Private Collection,PVT-COLL,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,1968: Columbia in Crisis ,,"Steven Epstein, '68L","These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.

"
omeka_5666,1968ColumbiaCrisis_mpr_001,"""1968: Crisis at Columbia"" exhibition posters",Front page,,,1968-frontpage.jpg,2010-01-01,2010-05-18,2008,,"Rare Book and Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,still image,,,,reformatted digital,eng,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Baer, Greg",,,1968: Columbia in Crisis ,,"Columbia University Archives, Rare Book and Manuscript Library.",
omeka_5666,1968ColumbiaCrisis_mpr_002,"""1968: Crisis at Columbia"" exhibition posters",Front,,,1968-front-298.jpg,2010-01-01,2010-05-18,2008,,"Rare Book and Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,still image,,,,reformatted digital,eng,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Baer, Greg",,,1968: Columbia in Crisis ,,"Columbia University Archives, Rare Book and Manuscript Library.",
omeka_5666,1968ColumbiaCrisis_mpr_003,"""1968: Crisis at Columbia"" exhibition posters",Front page medium,,,1968-frontpage-med.jpg,2010-01-01,2010-05-18,2008,,"Rare Book and Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,still image,,,,reformatted digital,eng,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Baer, Greg",,,1968: Columbia in Crisis ,,"Columbia University Archives, Rare Book and Manuscript Library.",
omeka_5665,1968ColumbiaCrisis_lfa_000,"""Strike If We Must"" button",,"""Strike If We Must""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_strikeifwemustbutton,1968,,1968,,Private Collection,,,,three dimensional object,objects,aat,http://vocab.getty.edu/aat/300311889,reformatted digital ,eng,,Private Collection,,Buttons,fast,http://id.worldcat.org/fast/843155,,,,,,,,,,,,,1968: Columbia in Crisis ,,"Frank da Cruz (GS 1971, SEAS 1976)",This image may not be reproduced without the permission of Frank da Cruz. Please contact the University Archives for further information.
omeka_5664,1968ColumbiaCrisis_owe_000,"""Strike"" button",,,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_strikebutton,1968,,1968,,Private Collection,,,,three dimensional object,objects,aat,http://vocab.getty.edu/aat/300311889,reformatted digital ,eng,,Private Collection,,Buttons,fast,http://id.worldcat.org/fast/843155,,,,,,,,,,,,,1968: Columbia in Crisis ,,"Frank da Cruz (GS 1971, SEAS 1976)",This image may not be reproduced without the permission of Frank da Cruz. Please contact the University Archives for further information.
omeka_5663,1968ColumbiaCrisis_jtf_000,SDS button,,"""A Free University in A Free Society: Columbia SDS""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/sds,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_sdsbutton,1968,,1968,,Private Collection,,,,three dimensional object,objects,aat,http://vocab.getty.edu/aat/300311889,reformatted digital ,eng,,Private Collection,,Buttons,fast,http://id.worldcat.org/fast/843155,,,,,,,,,,,,,1968: Columbia in Crisis ,,"Frank da Cruz (GS 1971, SEAS 1976)",This image may not be reproduced without the permission of Frank da Cruz. Please contact the University Archives for further information.
omeka_5662,1968ColumbiaCrisis_oss_000,Community protests,,"View of community members protesting at 115th Street and Amsterdam Avenue (looking south). Small boy holds up a sign ""Columbia stay the hell out""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_pearcy_3,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Pearcy, Lee T.",naf,http://id.loc.gov/authorities/names/n84073128,1968: Columbia in Crisis ,,"Lee T. Pearcy, '69 CC",Permission to reproduce this image must be obtained from Lee T. Pearcy. Please contact the University Archives for contact information.
omeka_5661,1968ColumbiaCrisis_ilt_000,H. Rap Brown,,H. Rap Brown speaking outside of Hamilton Hall,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_pearcy_2,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Pearcy, Lee T.",naf,http://id.loc.gov/authorities/names/n84073128,1968: Columbia in Crisis ,,"Lee T. Pearcy, '69 CC",Permission to reproduce this image must be obtained from Lee T. Pearcy. Please contact the University Archives for contact information.
omeka_5660,1968ColumbiaCrisis_noe_000,"""Our Demands"" circular",,Circular listing the demands of the occupying students.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ourdemands,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 11, Folder 41","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x11""",,
omeka_5659,1968ColumbiaCrisis_maz_000,Notes on Office of President memo paper,,"Notes, written by occupying students about President Kirk's activities in 1966 - two sets of notes mounted on a red background. ",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/office,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_noteskirksoffice,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 10, Folder 1","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 4.5"" x 6""",,
omeka_5658,1968ColumbiaCrisis_lyl_000,MLK button,,"""I Have a Dream"" button",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_mlkbutton,1968,,1968,approximate,Private Collection,,,,three dimensional object,objects,aat,http://vocab.getty.edu/aat/300311889,reformatted digital ,eng,,Private Collection,,Buttons,fast,http://id.worldcat.org/fast/843155,,,,,,,,,,,,,1968: Columbia in Crisis ,,"Frank da Cruz (GS 1971, SEAS 1976)",This image may not be reproduced without the permission of Frank da Cruz. Please contact the University Archives for further information.
omeka_5657,1968ColumbiaCrisis_skj_000,"""Join Us!"" circular",,Circular asking students to join those occupying Hamilton Hall on the first day of occupation.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_joinuscircular,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 13, Folder 8","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5656,1968ColumbiaCrisis_xfe_000,Police bust student occupation,,Image of the police bust on 30 April 1968,https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ebay_2,1968-04-30,,30-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,Paul Cronin,Permission to reproduce this image must be obtained from Paul Cronin. Please contact the University Archives for contact information.
omeka_5655,1968ColumbiaCrisis_umy_000,Police bust student occupation,,Image of the police bust on 30 April 1968,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ebay_1,1968-04-30,,30-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,Paul Cronin,Permission to reproduce this image must be obtained from Paul Cronin. Please contact the University Archives for contact information.
omeka_5654,1968ColumbiaCrisis_xly_000,Gymnasium,,View of gymnasium construction site in Morningside Park,https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/gym,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ditlea_37,1968-04-23,,23-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Ditlea, Steve",naf,http://id.loc.gov/authorities/names/n84048160,1968: Columbia in Crisis ,,"Steve Ditlea, '69 CC",Permission to reproduce this image must be obtained from Steve Ditlea. Please contact the University Archives for contact information.
omeka_5653,1968ColumbiaCrisis_mgp_000,Students inside occupied Hamilton Hall,,Students inside Hamilton Hall during the occupation,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/sas,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_columbia_07,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Bourne, St. Clair, 1943-2007",nar,http://id.loc.gov/authorities/names/n92105155,1968: Columbia in Crisis ,,,This image may not be reproduced. Please contact the University Archives with any questions.
omeka_5652,1968ColumbiaCrisis_ily_000,Hamilton Hall food pantry,,Food pantry inside Hamilton Hall during the occupation,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/sas,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_columbia_05,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Bourne, St. Clair, 1943-2007",nar,http://id.loc.gov/authorities/names/n92105155,1968: Columbia in Crisis ,,,This image may not be reproduced. Please contact the University Archives with any questions.
omeka_5651,1968ColumbiaCrisis_kjo_000,Hamilton Hall lobby,,Interior of Hamilton Hall during the occupation,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/sas,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_columbia_01,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Bourne, St. Clair, 1943-2007",nar,http://id.loc.gov/authorities/names/n92105155,1968: Columbia in Crisis ,,,This image may not be reproduced. Please contact the University Archives with any questions.
omeka_5650,1968ColumbiaCrisis_ayb_000,Crowds outside Low Library,,"Color image of crowds outside of occupied Low Library originally printed on the back cover of ""Six Weeks That Shook Morningside"" published by Columbia College Today (Volume 15, Number 3,1968 Spring)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_backcover,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Box 17, Folder 24","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5649,1968ColumbiaCrisis_fou_000,View from Low Library,,View from Low Memorial Library during the occupation.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_9,1968-05,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Mulvehill, Larry",naf,http://id.loc.gov/authorities/names/no97023798,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5648,1968ColumbiaCrisis_ncv_000,Commencement,,1968 Columbia University Commencement ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_8,1968-06-04,,4-Jun-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,Hugh Rogers Photography,naf,http://id.loc.gov/authorities/names/no2015164843,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5647,1968ColumbiaCrisis_shq_000,"""Liberation Classes"" sign",,"Please Strike, Support Liberation Classes",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_6,1968-05,,May-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5646,1968ColumbiaCrisis_zcx_000,"""Kirk Is A Jerk"" sign",,"Person holding a sign ""Kirk is a Jerk""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/office,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_4,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Buildings--Designs and plans,fast,http://id.worldcat.org/fast/841000,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Freer, Bonnie",naf,http://id.loc.gov/authorities/names/n97840925,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5645,1968ColumbiaCrisis_wbm_000,President Kirk's office during the occupation,,View of President Kirk's office during the occupation,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_11,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Mulvehill, Larry",naf,http://id.loc.gov/authorities/names/no97023798,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5644,1968ColumbiaCrisis_yen_000,Dwight McDonald at Counter-Commencement,,Dwight McDonald at the counter-commencement ceremony held on Low Plaza.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_10,1968-06-04,,4-Jun-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,,,,Hugh Rogers Photography,naf,http://id.loc.gov/authorities/names/no2015164843,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5643,1968ColumbiaCrisis_acr_000,Police and crowds,,View of police and crowds around Low Memorial Library,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_1,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Epstein, Alan R.",naf,http://id.loc.gov/authorities/names/n80163168,1968: Columbia in Crisis ,,Columbia College Today,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5642,1968ColumbiaCrisis_awy_000,Wall in Mathematics,,Wall of clippings created by students occupying Mathematics.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_836,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 29",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5641,1968ColumbiaCrisis_lwh_000,Books and food on shelf,,Food pantry in one of the occupied buildings,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_765,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 26",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
