identifier_omeka,identifier_title,title,partName,abstract,location_url_ObjectInContext,note_filename,keyDate_start,keyDate_end,dateCreated,dateQualifier,physicalLocation,physicalLocation_code,physicalLocation_authority,physicalLocation_authority_identifier,typeOfResource,form,form_authority,form_authority_identifier,digitalOrigin,languageOfCataloging,shelfLocator,sublocation_1,sublocation_2,subject_topic 1,subject_topic_1_authority,subject_topic_1_authority_identifier,subject_topic 2,subject_topic_2_authority,subject_topic_2_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,language,language_authority,language_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,relatedItem_Project,extent,note_ownership,accessCondition
omeka_5607,1968ColumbiaCrisis_qfg_000,"Columbia Daily Spectator, 2/28/69",Page 2,"The Columbia Daily Spectator. 28 February 1969, p. 2",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044092,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_001,"Columbia Daily Spectator, 2/28/69",Page 1,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044091,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_002,"Columbia Daily Spectator, 2/28/69",Page 2,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p2.jpg,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_003,"Columbia Daily Spectator, 2/28/69",Page 3,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p3.jpg,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_004,"Columbia Daily Spectator, 2/28/69",Page 4,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p4.jpg,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_005,"Columbia Daily Spectator, 2/28/69",Page 5,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p5.jpg,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5606,1968ColumbiaCrisis_vav_006,"Columbia Daily Spectator, 2/28/69",Page 6,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 29 1969 p6.jpg,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5605,1968ColumbiaCrisis_kio_001,"""Cordier Will Ask Trustees to Abandon Gym Site; SDS Stages Anti-NROTC Sit-Ins in Hamilton, Dodge; SAS Present Plan for Autonomous Black Institute""",Page 1,"The Columbia Daily Spectator. 28 February 1969, front page headline.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044090,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5604,1968ColumbiaCrisis_ytl_002,100 Arrested in Hamilton Hall Occupation,Page 2,"The Columbia Daily Spectator. 22 May 1968, back page.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044089,1968-05-22,,22-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x23""",,
omeka_5603,1968ColumbiaCrisis_ybo_001,"""100 Arrested and Suspended After Reoccupation of Hamilton Hall in New Wave of Demonstrations; Police Forcefully Clear Campus, Guard Buildings""",Page 1,The Columbia Daily Spectator. 22 May 1968 (2 pages),https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sru,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044088,1968-05-22,,22-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x23""",,
omeka_5603,1968ColumbiaCrisis_ybo_002,"""100 Arrested and Suspended After Reoccupation of Hamilton Hall in New Wave of Demonstrations; Police Forcefully Clear Campus, Guard Buildings""",Page 2,The Columbia Daily Spectator. 22 May 1968 (2 pages),https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sru,SpecHamilton2.jpg,1968-05-22,,22-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x23""",,
omeka_5602,1968ColumbiaCrisis_jwz_000,"""Tenant Group Seizes 114th St. Apartment House In Protest Against Columbia's Expansion Policy""",,"The Columbia Daily Spectator. 18 May 1968, front page.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sru,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044087,1968-05-18,,18-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5601,1968ColumbiaCrisis_fof_000,"""Strikers Settle Into Music, Classes""",,"The Columbia Daily Spectator. 6 May 1968, page 4. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044086,1968-05-06,,6-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5600,1968ColumbiaCrisis_ojr_001,"""Strike Activities Attract Crowds""",Page 1,"The Columbia Daily Spectator. 6 May 1968, front page article and continuation on page 4.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044085,1968-05-06,,6-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5600,1968ColumbiaCrisis_ojr_004,"""Strike Activities Attract Crowds""",Page 4,"The Columbia Daily Spectator. 6 May 1968, front page article and continuation on page 4.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,Strike Article2.jpg,1968-05-06,,6-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5599,1968ColumbiaCrisis_kib_001,"Columbia Daily Spectator, 4/30/1968",Page 1,"The Columbai Daily Spectator. 30 April 1968, front page.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044084,1968-04-30,,30-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5598,1968ColumbiaCrisis_qqx_000,Columbia Daily Spectator 4/10/68,Page 3,"The Columbia Daily Spectator. 10 April 1968, page 3. continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044083,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5597,1968ColumbiaCrisis_csn_001,"Columbia Daily Spectator, 4/10/68",Page 1,"The Columbia Daily Spectator. 10 April 1968, front page and page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044082,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5597,1968ColumbiaCrisis_csn_003,"Columbia Daily Spectator, 4/10/68",Page 3,"The Columbia Daily Spectator. 10 April 1968, front page and page 3.",,Spec Apr10 1968 Page 3.jpg,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5596,1968ColumbiaCrisis_gzm_003,"""40 Walk Out of Memorial Service""",Page 3,"The Columbia Daily Spectator. 10 April 1968, page 3. continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044081,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5595,1968ColumbiaCrisis_byh_001,"""Walkout Disrupts Memorial to King""",Page 1,"The Columbia Daily Spectator. 10 April 1968, front page article, including photo of Mark Rudd, and continuation of article on page three.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044080,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5595,1968ColumbiaCrisis_byh_003,"""Walkout Disrupts Memorial to King""",Page 3,"The Columbia Daily Spectator. 10 April 1968, front page article, including photo of Mark Rudd, and continuation of article on page three.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,Walk Out2.jpg,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5594,1968ColumbiaCrisis_rgv_000,Columbia Daily Spectator 3/28/68,Page 3,"The Columbia Daily Spectator. 28 March 1968, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044079,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5593,1968ColumbiaCrisis_qxp_001,"Columbia Daily Spectator, 3/28/68",Page 1,"The Columbia Daily Spectator. 28 March 1968, front page and page three.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044078,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5593,1968ColumbiaCrisis_qxp_003,"Columbia Daily Spectator, 3/28/68",Page 3,"The Columbia Daily Spectator. 28 March 1968, front page and page three.",,Spec Mar68 Page 3.jpg,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5592,1968ColumbiaCrisis_zux_000,"""University May Discipline SDS""",,"The Columbia Daily Spectator. 28 March 1968, page 3. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044077,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5591,1968ColumbiaCrisis_yqk_001,"""Action Against SDS May Follow Protest""",Page 1,"The Columbia Daily Spectator. 28 March 1968, front page article and continuation on page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044076,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5591,1968ColumbiaCrisis_yqk_003,"""Action Against SDS May Follow Protest""",Page 3,"The Columbia Daily Spectator. 28 March 1968, front page article and continuation on page 3.",,SDSArticle2.jpg,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5590,1968ColumbiaCrisis_azq_000,Columbia Daily Spectator 9/25/67,Page 2,"The Columbia Daily Spectator. 25 September 1967, page 2.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044075,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x 11.25""",,
omeka_5589,1968ColumbiaCrisis_hzz_001,"Columbia Daily Spectator, 9/25/67",Page 1,"The Columbia Daily Spectator. 25 September 1967, front page and page two.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044074,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5589,1968ColumbiaCrisis_hzz_002,"Columbia Daily Spectator, 9/25/67",Page 2,"The Columbia Daily Spectator. 25 September 1967, front page and page two.",,Spectator Sept67 Page 2.jpg,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5588,1968ColumbiaCrisis_zhz_000,"""Kirk Forbids Demonstrating Inside Columbia Buildings"" p.2",,"The Columbia Daily Spectator. 25 September 1967, page 2. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044073,1967-09-25,,25 Sept 1967,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5587,1968ColumbiaCrisis_ztv_001,"""Kirk Bans Pickets in CU Buildings""",Page 1,"The Columbia Daily Spectator. 25 September 1967, front page article (2 pages).",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044072,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5587,1968ColumbiaCrisis_ztv_002,"""Kirk Bans Pickets in CU Buildings""",Page 2,"The Columbia Daily Spectator. 25 September 1967, front page article (2 pages).",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,DemonstrationBan2.jpg,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1967-1968,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5586,1968ColumbiaCrisis_bon_000,"Letter from STRIKE! Committee, dated May, 2 1968",,Letter from STRIKE! Committee calling for structural change at Columbia as well as a list of four other demands.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044071,1968-05-02,,2-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 11, Folder 40","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5585,1968ColumbiaCrisis_nsz_000,"""Teach-in Thursday-May 2, 1968"" circular",,"Circular advertising ""Student Power and the Community"" with a list of speakers including Margaret Mead and many others. Held at the Teacher's College at 8:00 p.m.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044070,1968-05-02,,2-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 10, Folder 24","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5584,1968ColumbiaCrisis_fhr_000,"Letter from Rudd and Freudenberg to President Kirk, dated 27 March 1968",,Letter to Kirk listing the demands of the students and supporters of the protesters. Dated 27/3/1968,https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/ida,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044069,1968-03-27,,27-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 15, Folder 37","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
