note-1:note_value,note-1:note_type,_restrictions.restricted_size_image,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,_pid,note-2:note_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-3:note_value,note-3:note_type,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,digital_origin-1:digital_origin_value,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish,_project.string_key
http://ldpd.cul.columbia.edu/russiancorp/1f001.jpg,filename,TRUE,asset,russimp_qss_001,russimp_qss_000,Title page,,,ldpd:548,Original filename: 1f001.tif,7858,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1f002.jpg,filename,TRUE,asset,russimp_qss_002,russimp_qss_000,Unnumbered page,,,ldpd:543,Original filename: 1f002.tif,8245,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_rbx_000,,Nicholas II Emperor of All Russia,Nikolaĭ II. imperatorʺ vserossīskīĭ,black and white photograph,ldpd:113970,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Portrait of Emperor Nicholas II of Russia,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1900,1900,TRUE,,,"Pazetti, A.",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/5j001.jpg,filename,,asset,russimp_rbx_001,russimp_rbx_000,Nicholas II Emperor of All Russia,,,ldpd:53,Original filename: 5j001.tif,7933,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/imaages_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_oiu_000,,"Dinner, May 19, 1896","Obi︠e︡dʺ, May 19, 1896",lithograph,ldpd:113927,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,Menus,fast,http://id.worldcat.org/fast/1424061,Nicholas II Coronation's Dinner Menu,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 19, 1896",1896-05-19,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3e001.jpg,filename,,asset,russimp_oiu_001,russimp_oiu_000,"Dinner, May 19, 1896",,,ldpd:343,Original filename: 3e001.tif,7892,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_xga_000,,"Dinner, May 8, 1896","Obi︠e︡dʺ, May 8, 1896",,ldpd:113957,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,Menus,fast,http://id.worldcat.org/fast/1424061,Coronation Dinner Menu,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 8, 1896",1896-05-08,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3c001.jpg,filename,,asset,russimp_xga_001,russimp_xga_000,"Dinner, May 8, 1896",,,ldpd:353,Original filename: 3c001.tif,7890,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_qxs_000,,Special Order to the Military Guard,"Osoboe prikazanīe po voĭskamʺ gvardīi i Peterburgskago voennago okruga, two unnumbered pages",,ldpd:113915,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Special memorandum regarding the centennial celebrations of the Imperial Corps of Pages,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"December 2, 1902",1902-12-02,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,Military orders,http://id.worldcat.org/fast/1759325,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4a001.jpg,filename,,asset,russimp_qxs_001,russimp_qxs_000,Two unnumbered pages,,,ldpd:238,Original filename: 4a001.tif,7906,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_zgp_000,,Page Count Rebinder in Nicholas I Era Uniform,,,ldpd:113893,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,,,reformatted digital,,,,"Photograph, Page Count Rebender in Nicholas I era uniform",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,circa 1844,1844,TRUE,,approximate,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,"Rebinder, Count",personal,,,,,Military uniforms,http://id.worldcat.org/fast/1021566,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4c001.jpg,filename,,asset,russimp_zgp_001,russimp_zgp_000,Page Count Rebinder in Nicholas I Era Uniform,,,ldpd:228,Original filename: 4c001.tif,7908,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_fvb_000,,Page Il'jin in Pavel 1 Era Uniform,,,ldpd:113954,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Page Il'jin in Pavel 1 era uniform",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,circa 1799,1799,TRUE,,approximate,,,,,,,,,,,,,,,,,,,Military uniforms,http://id.worldcat.org/fast/1021566,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4d001.jpg,filename,,asset,russimp_fvb_001,russimp_fvb_000,Page Il'jin in Pavel 1 Era Uniform,,,ldpd:223,Original filename: 4d001.tif,7909,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_zxk_000,,Page of Chamber Kotzebue in Aleksander 1 Era Uniform,,,ldpd:113864,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,,,reformatted digital,,,,"Photograph, Page Kotzebue in Aleksander I era uniform",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,circa 1802,1802,TRUE,,approximate,,,,,,,,,"Kotzebue, Pavel",,,personal,,,,,,,Military uniforms,http://id.worldcat.org/fast/1021566,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4e001.jpg,filename,,asset,russimp_zxk_001,russimp_zxk_000,Page of Chamber Kotzebue in Aleksander 1 Era Uniform,,,ldpd:218,Original filename: 4e001.tif,7910,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/introduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_xoy_000,,Pages in Classroom,,black and white photograph,ldpd:113948,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,Military education,http://id.worldcat.org/fast/1021108,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2o001.jpg,filename,,asset,russimp_xoy_001,russimp_xoy_000,Pages in Classroom,,,ldpd:438,Original filename: 2o001.tif,7877,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/introduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_hxf_000,,Page and Page of Chamber of the Imperial Corp 1802 to 1807,"Pazhʺ i kamerʺ-pazhʺ Pazheskago korpusa, 1802-1807",,ldpd:113899,,,,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,,,,still image,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Gift of the Honorable Sergeant-Major P. Gudim-Levkovich on the occasion of the 150th anniversary of the Imperial Corps of Pages,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,circa 1802 to 1807,1802,TRUE,1807,approximate,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1c001.jpg,filename,,asset,russimp_hxf_001,russimp_hxf_000,Page and Page of Chamber of the Imperial Corp 1802 to 1807,,,ldpd:563,Original filename: 1c001.tif,7856,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_lja_000,,"List of Imperial Corps of Pages Graduates, 1810-1914",Pazhi : vypuski Pazheskago E.I.V. Korpusa (1810-1914 gg.),"2 pages, 33 x 21.5 cm",ldpd:113963,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,New York,Polushkin,reformatted digital,,,,"List of Imperial Corps of Pages Graduates, 1810-1914. Page 2 is the 1811 list of graduates.",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1923,1923,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1h001.jpg,filename,,asset,russimp_lja_001,russimp_lja_000,Title page,,,ldpd:533,Original filename: 1h001.tif,7860,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1h002.jpg,filename,,asset,russimp_lja_002,russimp_lja_000,Page 2,,,ldpd:528,Original filename: 1h002.tif,8246,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_rap_000,,Pistolkors' Bill,,,ldpd:113881,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Cadet Aleksandr von Pistolkors' final bill,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1905,1905,TRUE,,,"Pistohlkors, Alexander Erikovich",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2s001.jpg,filename,,asset,russimp_rap_001,russimp_rap_000,Pistolkors' Bill,,,ldpd:418,Original filename: 2s001.tif,7881,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_wcy_000,,Pistolkors' Transcript,,,ldpd:113946,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,transcripts,aat,http://vocab.getty.edu/aat/300027388,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Excerpts from Aleksandr von Pistolkors' transcript for the 1904 school year,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1904,1904,TRUE,,,,,,,,,,,"Pistohlkors, Alexander Erikovich",,,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2r001.jpg,filename,,asset,russimp_wcy_001,russimp_wcy_000,Pistolkors' Transcript,,,ldpd:423,Original filename: 2r001.tif,7880,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_jau_000,,Pochto-gramma Aleksi︠e︡i︠u︡ Fedorovichu Girsʺ,Postal-Gram to Alekseĭ Fedorovich Girs,,ldpd:113919,,,,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Madrid,,reformatted digital,,,,Thank you Telegram from Grand Duke Vladimir Kirillovich to Alekseĭ Fedorovich Girs on the occasion of the 150th anniversary of the Imperial Corps of Pages.,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,"January 7, 1953 (""7"" i︠a︡nvari︠a︡ 1953 goda)",1953-01-07,TRUE,,questionable,"Vladimir Kirillovich, Grand Duke of Russia, 1917-1992",http://id.loc.gov/authorities/names/n92068395,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,Anniversaries,http://id.worldcat.org/fast/809757,fast,"Girs, A. F. (Alekseĭ Fedorovich), 1871-",http://id.loc.gov/authorities/names/nr91013054,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,
http://ldpd.cul.columbia.edu/russiancorp/5p001.jpg,filename,TRUE,asset,russimp_jau_001,russimp_jau_000,Pochto-gramma Aleksi︠e︡i︠u︡ Fedorovichu Girsʺ,,,ldpd:13,Original filename: 5p001.tif,7939,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/imaages_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_tmo_000,,Centennial Agenda,Pori︠a︡dokʺ prazdnovanīi︠a︡ Pazheskimʺ ego Imperatorskago Velichestva korpusomʺ 100-li︠e︡tni︠a︡go i︠u︡bilei︠a︡ vʺ dekabri︠e︡ 1902 goda,,ldpd:113968,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Agenda of the Imperial Corps of Pages during the centennial celebrations,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"December 12 to 15, 1902 (12-15 dekabri︠a︡ 1902)",1902-12-12,TRUE,1902-12-15,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,TRUE,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4j001.jpg,filename,,asset,russimp_tmo_001,russimp_tmo_000,Unnumbered page 1,,,ldpd:183,Original filename: 4j001.tif,7915,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4j002.jpg,filename,,asset,russimp_tmo_002,russimp_tmo_000,Unnumbered page 2,,,ldpd:178,Original filename: 4j002.tif,8259,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4j003.jpg,filename,,asset,russimp_tmo_003,russimp_tmo_000,Unnumbered page 3,,,ldpd:173,Original filename: 4j003.tif,8260,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4j004.jpg,filename,,asset,russimp_tmo_004,russimp_tmo_000,Unnumbered page 4,,,ldpd:168,Original filename: 4j004.tif,8261,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_umz_000,,Aleksandr von Baumgarten,,,ldpd:113818,,,,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Paris,,reformatted digital,,,,Aleksandr Aleksandrovich von Baumgarten. Class of 1909.,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1938,1938,TRUE,,,"Ismailovitch, D.",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Baumgarten, Aleksandr Aleksandrovich von",,,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2c001.jpg,filename,,asset,russimp_umz_001,russimp_umz_000,Aleksandr von Baumgarten,,,ldpd:498,Original filename: 2c001.tif,7866,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
