identifier_omeka,identifier_clio,location_url_physicalObject,item - public,item - featured,language,shelfLocator,digitalOrigin,form,form_authority,form 2,form_authority 2,form 3,form_authority 3,form_originalFormat,extent,physicalNote,note 1,note 2,note_ownership,relatedItem_collection,sublocation,physicalLocation,physicalLocation_authority,keyDate-start,keyDate-end,dateQualifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_name 3,subject_name_authority 3,subject_name_authority_identifier 3,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_geographic 1,subject_geographic_authority 1,subject_geographic_authority_identifier 1,subject_geographic 2,subject_geographic_authority 2,subject_geographic_authority_identifier 2,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,title_nonSort,title,title2,title2_type,identifier_title,partName,name_primary,name_primary_type,name_primary_authority,name_primary_authority_identifier,name_primary_role_code,name_primary_role_text,name,name_type,name_authority,name_authority_uri,role_code,role_text,dateCreated,publisher,place,place_authority,place_authority_identifier,abstract 1,abstract 2,note_filename 1,note_filename 2,typeOfResource,accessCondition,languageOfCataloging,location_url_ObjectInContext,relatedItem_Project,projectURL
8620,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,46-48-50-52-54 North Moore,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1898,,exact,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 117 & 119 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Bill or receipt,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,1898,,,,,,,ave_yardley_00202r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/northmoorestreet,John H. Yardley Collection of Architectural Letterheads,
8619,,,1,0,,,reformatted digital,printed ephemera,,postcard,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1911,,exact,W. D. Hanford,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 105 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,W. D. Hanford. Postcard,,,,Recto,W. D. Hanford,corporate,,,,,Yardley (collector),personal,,,,,1911,,,,,,,ave_yardley_00201r.tif,ave_yardley_00201v.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hudsonstreet3,John H. Yardley Collection of Architectural Letterheads,
8618,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,161 & 163 Franklin,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,exact,"Bennett, Sloan & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 100 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Bennett, Sloan & Co., bill or receipt",,,,Recto,"Bennett, Sloan & Co.",corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00200r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hudsonstreet2,John H. Yardley Collection of Architectural Letterheads,
8617,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,161 & 163 Franklin,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,"Bennett, Sloan & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 100 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Bennett, Sloan & Co., bill or receipt",,,,Recto,"Bennett, Sloan & Co.",corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00199r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hudsonstreet2,John H. Yardley Collection of Architectural Letterheads,
8616,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1890,1899,approximate,Cushman Bros. Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 78 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,Cushman Bros. Company. Envelope,,,,Recto,Cushman Bros. Company,corporate,,,,,Yardley (collector),personal,,,,,189?,,,,,,,ave_yardley_00198r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hudsonstreet2,John H. Yardley Collection of Architectural Letterheads,
8615,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,,"West Broadway, Reade & Duane",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,exact,American Grocery Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"American Grocery Company, letter",,,,Recto,American Grocery Company,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00196r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8614,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,,"West Broadway, Reade & Duane",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,exact,American Grocery Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"American Grocery Company, letter",,,,Recto,American Grocery Company,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00195r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8613,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,160 & 162 Duane,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1902,,exact,James S. Barron & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 24-26-28 & 30 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,James S. Barron & Co.. Bill or receipt,,,,Recto,James S. Barron & Co.,corporate,,,,,Yardley (collector),personal,,,,,1902,,,,,,,ave_yardley_00194r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/duanestreet1,John H. Yardley Collection of Architectural Letterheads,
8612,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,Jay and Staple,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1897,,exact,"Austin, Nichols & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Austin, Nichols & Co., bill or receipt",,,,Recto,"Austin, Nichols & Co.",corporate,,,,,Yardley (collector),personal,,,,,1897,,,,,,,ave_yardley_00193r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/jaystreet,John H. Yardley Collection of Architectural Letterheads,
8611,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,Duane & Thomas,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,,,,"Wood & Selick, Inc.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Wood & Selick, Inc., envelope",,,,Recto,"Wood & Selick, Inc.",corporate,,,,,Yardley (collector),personal,,,,,,,,,,,,ave_yardley_00192r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/duanestreet1,John H. Yardley Collection of Architectural Letterheads,
8610,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,"Austin, Nichols & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Austin, Nichols & Co., envelope",,,,Recto,"Austin, Nichols & Co.",corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00191r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/jaystreet,John H. Yardley Collection of Architectural Letterheads,
8609,,,1,0,,,reformatted digital,printed ephemera,,postcard,,,,,,,,Jay and Staple,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1892,,exact,"Austin, Nichols & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Austin, Nichols & Co., postcard",,,,Recto,"Austin, Nichols & Co.",corporate,,,,,Yardley (collector),personal,,,,,1892,,,,,,,ave_yardley_00190r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/jaystreet,John H. Yardley Collection of Architectural Letterheads,
8608,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1889,,exact,"Thurber, Whyland & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Thurber, Whyland & Co., letter",,,,Recto,"Thurber, Whyland & Co.",corporate,,,,,Yardley (collector),personal,,,,,1889,,,,,,,ave_yardley_00189r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8607,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,West Broadway and Reade ,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1885,,exact,"Thurber, Whyland & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,"Thurber, Whyland & Co., bill or receipt",,,,Recto,"Thurber, Whyland & Co.",corporate,,,,,Yardley (collector),personal,,,,,1885,,,,,,,ave_yardley_00188r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8606,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,West Broadway and Reade,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,C. H. & E. S. Goldberg,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,C. H. & E. S. Goldberg. Bill or receipt,,,,Recto,C. H. & E. S. Goldberg,corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00187r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8605,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,,46-48-50-52-54 North Moore,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,exact,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 117 & 119 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Letter,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00186r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/northmoorestreet,John H. Yardley Collection of Architectural Letterheads,
8604,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,North Moore,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1891,,exact,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Envelope,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,1891,,,,,,,ave_yardley_00185r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/northmoorestreet,John H. Yardley Collection of Architectural Letterheads,
8603,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,Harrison,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1888,,exact,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Hudson Street,Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Envelope,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,1888,,,,,,,ave_yardley_00184r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8602,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,"2, 4, 6 and 12 Harrison",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,,,,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 87, 89 & 91 Hudson Street",Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Bill or receipt,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,,,,,,,,ave_yardley_00183r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8601,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,exact,E. C. Hazard & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 117 & 119 Hudson Street,Borough: Manhattan,New York,New York,,United States,,,E. C. Hazard & Co.. Bill or receipt,,,,Recto,E. C. Hazard & Co.,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00182r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hudsonstreet3,John H. Yardley Collection of Architectural Letterheads,
8600,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,108 & 108 1/2 Mott,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,exact,P. Nathan and Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 156-158-160 Hester Street,Borough: Manhattan,New York,New York,,United States,,,P. Nathan and Co.. Bill or receipt,,,,Recto,P. Nathan and Co.,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00181r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hesterstreet,John H. Yardley Collection of Architectural Letterheads,
8599,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,Near Greenwich,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1892,,approximate,De Wolff & Christiansen,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 28 Harrison Street,Borough: Manhattan,New York,New York,,United States,,,"De Wolff & Christiansen, envelope",,,,Recto,De Wolff & Christiansen,corporate,,,,,Yardley (collector),personal,,,,,1892,,,,,,,ave_yardley_00180r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8598,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1908,,exact,Edward D. Depew & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 14 & 16 Harrison Street,Borough: Manhattan,New York,New York,,United States,,,Edward D. Depew & Co.. Bill or receipt,,,,Recto,Edward D. Depew & Co.,corporate,,,,,Yardley (collector),personal,,,,,1908,,,,,,,ave_yardley_00179r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8597,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,,Near Hudson,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,exact,De Wolff & Christiansen,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 12 Harrison Street,Borough: Manhattan,New York,New York,,United States,,,"De Wolff & Christiansen, letter",,,,Recto,De Wolff & Christiansen,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00178r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8596,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,De Wolff & Christiansen,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 12 Harrison Street,Borough: Manhattan,New York,New York,,United States,,,"De Wolff & Christiansen, bill or receipt",,,,Recto,De Wolff & Christiansen,corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00177r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/harrisonstreet,John H. Yardley Collection of Architectural Letterheads,
8538,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1915,,exact,"Anger-Brohel Co., Inc.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 636-642 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"Anger-Brohel Co., Inc., letter",,,,Recto,"Anger-Brohel Co., Inc.",corporate,,,,,Yardley (collector),personal,,,,,1915,,,,,,,ave_yardley_00176r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8537,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner Vandam,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,International Coffee Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"International Coffee Company, bill or receipt",,,,Recto,International Coffee Company,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00175r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/vandamstreet,John H. Yardley Collection of Architectural Letterheads,
8536,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,479 & 481,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,Edward D. Depew & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 515, 517, 519  &  521 Greenwich Street",Borough: Manhattan,New York,New York,,United States,,,Edward D. Depew & Co.. Letter,,,,Recto,Edward D. Depew & Co.,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00174r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8535,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1903,,exact,Max Ams,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 372-374 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"Max Ams, letter",,,,Recto,Max Ams,corporate,,,,,Yardley (collector),personal,,,,,1903,,,,,,,ave_yardley_00173r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8534,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,187 Duane,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1881,,exact,B. Fischer & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 325  &  327 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,B. Fischer & Co.. Bill or receipt,,,,Recto,B. Fischer & Co.,corporate,,,,,Yardley (collector),personal,,,,,1881,,,,,,,ave_yardley_00172r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8533,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,187 Duane,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1887,,exact,B. Fischer & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 325  &  327 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,B. Fischer & Co.. Bill or receipt,,,,Recto,B. Fischer & Co.,corporate,,,,,Yardley (collector),personal,,,,,1887,,,,,,,ave_yardley_00171r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8532,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1860,,exact,Fenner & Hardenbergh,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 313  &  315 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"Fenner & Hardenbergh, letter",,,,Recto,Fenner & Hardenbergh,corporate,,,,,Yardley (collector),personal,,,,,1860,,,,,,,ave_yardley_00170r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8531,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1856,,exact,"Howe, Brown & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 219 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"Howe, Brown & Co., letter",,,,Recto,"Howe, Brown & Co.",corporate,,,,,Yardley (collector),personal,,,,,1856,,,,,,,ave_yardley_00169r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8530,,,1,0,,,reformatted digital,correspondence,,envelope,,,,,,,Hubert,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1913,,exact,Geo. F. Wiemann Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,Geo. F. Wiemann Co.. Envelope,,,,Recto,Geo. F. Wiemann Co.,corporate,,,,,Yardley (collector),personal,,,,,1913,,,,,,,ave_yardley_00168r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/hubertstreet,John H. Yardley Collection of Architectural Letterheads,
8529,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,171 Chambers,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,exact,Allen-Ditchett Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 303, 305  &  307 Greenwich Street",Borough: Manhattan,New York,New York,,United States,,,"Allen-Ditchett Company, letter",,,,Recto,Allen-Ditchett Company,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00167r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8528,,,1,0,,,reformatted digital,correspondence,,envelope,,,,,,,171 Chambers,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1904,,exact,Allen-Ditchett Company,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 303  &  305 Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"Allen-Ditchett Company, envelope",,,,Recto,Allen-Ditchett Company,corporate,,,,,Yardley (collector),personal,,,,,1904,,,,,,,ave_yardley_00166r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8527,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Chambers & Reade,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1860,,exact,R. L. & A. Stuart,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,R. L. & A. Stuart. Bill or receipt,,,,Recto,R. L. & A. Stuart,corporate,,,,,Yardley (collector),personal,,,,,1860,,,,,,,ave_yardley_00165r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/readestreet,John H. Yardley Collection of Architectural Letterheads,
8526,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner Franklin,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1915,,exact,"B. Fischer & Co., Inc.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"B. Fischer & Co., Inc.. Bill or receipt",,,,Recto,"B. Fischer & Co., Inc.",corporate,,,,,Yardley (collector),personal,,,,,1915,,,,,,,ave_yardley_00164r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8525,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Corner Franklin,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1922,,exact,"B. Fischer & Co., Inc.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: Greenwich Street,Borough: Manhattan,New York,New York,,United States,,,"B. Fischer & Co., Inc.. Letter",,,,Recto,"B. Fischer & Co., Inc.",corporate,,,,,Yardley (collector),personal,,,,,1922,,,,,,,ave_yardley_00163r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
