partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,_project.string_key,relatedItem_project,form-2:form_term.uri,form-2:form_term.value,title-1:title_sort_portion,location-1:location_term.uri,location-1:location_term.code,_digital_object_type.string_key,location-1:location_term.value,title-1:title_non_sort_portion,date_created-1:date_created_type,location-1:location_term.authority,_parent_digital_objects-1.identifier,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,omeka_identifier-1:omeka_identifier_value,date_created_textual-1:date_created_textual_value,collection-1:collection_term.uri,date_created-1:date_created_start_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,note-1:note_type,note-1:note_value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,abstract-1:abstract_value,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_title-1:subject_title_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.value,subject_topic-1:subject_topic_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,place_of_origin-2:place_of_origin_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,note-4:note_type,note-4:note_value,collection-2:collection_term.uri,collection-2:collection_term.value,clio_identifier-1:clio_identifier_value,note-7:note_type,note-7:note_value
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480043.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, unnumbered page 6", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7358,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480043, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler---program,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. 

Page 6: history of Opera/South company", , , , , ,Opera/South (Firm), , , , , , , , , , ,"Jackson, Mississippi",,1972-11-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480042.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, unnumbered pages 4 to 5", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7357,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480042, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler---program,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. 

Pages 4-5  include cast lists, portraits of Wilma Shakesnider, Marvin Wallace, Clyde Walker, and William Brown.", , , , , ,"Kay, Ulysses, 1917-1995 |Still, William Grant, 1895-1978|Harris, Margaret, 1943-2000|Shakesnider, Wilma |Wallace, Marvin|Walker, Clyde, 1901-1968|Brown, William, 1938-2004", , , , , , , , , , ,"Jackson, Mississippi",,1972-11-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480041.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, unnumbered pages 2 to 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7356,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480041, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler---program,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. 

Pages 2 and 3 include biographies and portraits of Wilma Shakesnider, Marvin Wallace, Clyde Walker, William Brown, Margaret Harris, and Donald Dorr. Includes biographies of Ulysses Kay and William Grant Still. Include synopses of The Juggler of Our Lady and Highway 1, U.S.A.", , , , , ,"Kay, Ulysses, 1917-1995 |Still, William Grant, 1895-1978|Harris, Margaret, 1943-2000|Shakesnider, Wilma |Wallace, Marvin|Walker, Clyde, 1901-1968|Brown, William, 1938-2004|Dorr, Donald", , , , , , , , , , ,"Jackson, Mississippi",,1972-11-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480040.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7355,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480040, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler---program,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. Cover includes portraits of Wilma Shakesnider, Marvin Wallace, Clyde Walker, and William Brown", , , , , ,"Kay, Ulysses, 1917-1995 |Still, William Grant, 1895-1978|Harris, Margaret, 1943-2000|Shakesnider, Wilma |Wallace, Marvin|Walker, Clyde, 1901-1968|Brown, William, 1938-2004", , , , , , , , , , ,"Jackson, Mississippi",,1972-11-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480039.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"McKim Fund program, unnumbered pages 2 to 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7354,"February 22, 1974", ,1974-02-22, ,eng,iso639-2, ,original filename: 1202480039, ,Library of Congress. McKim Fund, , , , , ,holdings, ,"Programs, 1974", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,"Five Portraits for violin and piano, Ulysses Kay; performed by Ruggiero Ricci, Violin, and Leon Pommers, Piano. ", , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Washington, D.C.",,,Government Printing Office,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480038.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"McKim Fund program, cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7353,"February 22, 1974", ,1974-02-22, ,eng,iso639-2, ,original filename: 1202480038, ,Library of Congress. McKim Fund , , , , , ,holdings, ,"Programs, 1974", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,"Five Portraits for violin and piano, Ulysses Kay; performed by Ruggiero Ricci, Violin, and Leon Pommers, Piano. 

Front cover of program is also unnumbered page 1.", , , , , ,"Ricci, Ruggiero, 1918-2012|Pommers, Leon ", , , , , , , , , , ,"Washington, D.C.",,,Government Printing Office,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480037.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Dedicatory Organ Recital program, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7352,"November 12, 1978", ,1978-11-12, ,eng,iso639-2, ,original filename: 1202480037, ,"Abyssinian Baptist Church (New York, N.Y.)", , , , , ,holdings, ,Programs 1978, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/organ-suite,"First Organ Suite, Ulysses Kay", , , , , ,"Taylor, Herman", , , , , , , , , , ,New York,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480036.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Dedicatory Organ Recital program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7351,"November 12, 1978", ,1978-11-12, ,eng,iso639-2, ,original filename: 1202480036, ,"Abyssinian Baptist Church (New York, N.Y.)", , , , , ,holdings, ,Programs 1978, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/organ-suite,"First Organ Suite, Ulysses Kay", , , , , ,"Taylor, Herman", , , , , , , , , , ,New York,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480035.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Ulysses Kay BMI, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7350,1976, ,1976, ,eng,iso639-2, ,original filename: 1202480035, ,"Broadcast Music, inc.", , , , , ,holdings, ,Old Misc. Box, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/broadcast-music--inc-/bmi-brochure,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,"New York, New York",,,"BMI, Broadcast Music, inc.",,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480034.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay playing piano and writing on manuscript, , , ,"Rare Book and Manuscript Library, Columbia University", ,approximate,local, ,reformatted digital,Still Image,7349,1950, ,1950, ,eng,iso639-2, ,original filename: 1202480034,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480033.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay leaning on piano with manuscript, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7348,1957 December, ,1957-12, ,eng,iso639-2, ,original filename: 1202480033,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,BMI,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480032.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Jersey Hours manuscript beside a photograph of Barbara Kay, , , ,"Rare Book and Manuscript Library, Columbia University", ,inferred,local, ,reformatted digital,Still Image,7347,1979, ,1979, ,eng,iso639-2, ,original filename: 1202480032,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,, , , , , ,"Kay, Barbara, 1925-1997|Jersey Hours", , , , , , , , , , ,,,,,,ownership,"Mary Gail Walker, Brevard Music Center, Brevard, North Carolina",,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480031.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with Manuscripts on Clipboard, , , ,"Rare Book and Manuscript Library, Columbia University", ,in,local, ,reformatted digital,Still Image,7346,between 1967 and 1995, ,1967, ,eng,iso639-2, ,original filename: 1202480031|Dates inferred from Ulysses Kay life dates.,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/later-life,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,1995,,,ownership,"Mary Gail Walker, Brevard Music Center, Brevard, North Carolina",,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480030.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with manuscripts looking down, , , ,"Rare Book and Manuscript Library, Columbia University", ,inferred,local, ,reformatted digital,Still Image,7345,1979, ,1979, ,eng,iso639-2, ,original filename: 1202480030,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,"Mary Gail Walker, Brevard Music Center, Brevard, North Carolina",,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480029.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with other composers during trip to the U.S.S.R., , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7344,1958, ,1958, ,eng,iso639-2, ,original filename: 1202480029,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/state-department-mission-to-u-/music-ambassadors,, , , , , ,"Kay, Ulysses, 1917-1995|Mennin, Peter|Harris, Roy, 1898-1979|Sessions, Roger, 1896-1985", , , , , , , , , , ,,,,HiFi Review,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480028.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Photograph of Ulysses Kay with manuscripts, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7343,1969 March, ,1969-03,,,, ,original filename: 1202480028,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,Newark Star Ledger,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480027.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,"Photograph of Ulysses Kay, headshot", , , ,"Rare Book and Manuscript Library, Columbia University", ,approximate,local, ,reformatted digital,Still Image,7342,1950, ,,,,, ,original filename: 1202480027,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,"James J. Kreigsmann, New York",,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480026.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Headshot of Ulysses Kay, , , ,"Rare Book and Manuscript Library, Columbia University", ,approximate,local, ,reformatted digital,Still Image,7341,1975, ,1975, ,eng,iso639-2, ,original filename: 1202480026,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/professor-of-music,Portrait photograph of Ulysses Kay, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,,ownership,Ulysses Kay Estate,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480025.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,"Barbara and Ulysses Kay, with William Schuman", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7340,May 1975, ,1975-05, ,eng,iso639-2, ,original filename: 1202480025, ,Cosmo Photography, , , , , ,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/oral-history,"Barbara and Ulysses Kay with composer William Schuman, President Emeritus of the Juilliard School and of Lincoln Center, May 1975", , , , , ,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997|Schuman, William, 1910-1992", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480024.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay receiving award from the University of Rochester, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7339,1972, ,1972, ,eng,iso639-2, ,original filename: 1202480024,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/eastman-honors,"Ulysses Kay is shown here being given the Alumni Achievement Award in 1972 from the University of Rochester, where he had received his M.A. in music composition from the Eastman School of Music in 1940.", , , , , ,"Kay, Ulysses, 1917-1995|University of Rochester ", , , , , , , , , , ,"Rochester, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480023.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with arms folded, , , ,"Rare Book and Manuscript Library, Columbia University", ,in,local, ,reformatted digital,Still Image,7338,between 1955 and 1995, ,1955, ,eng,iso639-2, ,original filename: 1202480023|Date inferred from Ulysses Kay's life dates.,,,,,,,,holdings, ,Old Box 45, , ,,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,M. J. Dain,1995,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480022.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with other members of the American Academy of Arts and Letters, , , ,"Rare Book and Manuscript Library, Columbia University", ,in,local, ,reformatted digital,Still Image,7337,between 1990 and 1995, ,1990, ,eng,iso639-2, ,original filename: 1202480022|Date inferred from Ulysses Kay life dates., ,"Greenfield-Sanders, Timothy", , , , , ,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/american-academy,"Ulysses Kay was elected as a member of the American Academy of Arts and Letters in 1979. He is shown here in this photograph taken in the early 1990s, sitting to the right of his former teacher at Columbia, Otto Luening, and with Jack Beeson standing just above him, to the right.", , , , , ,"Kay, Ulysses, 1917-1995|Luening, Otto, 1900-1996|Beeson, Jack, 1921-2010|American Academy of Arts and Letters ", , , , , , , , , , ,,,1995,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480021.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Barbara Kay and Eugene McCarthy, , , ,"Rare Book and Manuscript Library, Columbia University", ,in,local, ,reformatted digital,Still Image,7336,between 1960 and 1980, ,1960, ,eng,iso639-2, ,original filename: 1202480021|Date inferred from Barbara Kay and Eugene McCarthy life dates., ,"Goodwin, John", , , , , ,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/englewood-movement,, , , , , ,"McCarthy, Eugene J., 1916-2005|Kay, Barbara, 1925-1997", , , , , , , , , , ,,,1980,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480020.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Barbara and Ulysses Kay with Their Three Children, , , ,"Rare Book and Manuscript Library, Columbia University", ,in,local, ,reformatted digital,Still Image,7335,between 1961 and 1971, ,1961, ,eng,iso639-2, ,original filename: 1202480020|Date inferred from Virginia Kay's birth date.,,,,,,,,holdings, ,Old Box 45, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/family,"Portrait of the Kay family: Ulysses, Barbara, and their three daughters, Virginia, Melinda, and Hillary.", , , , , ,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997|Kay, Virginia|Kay, Melinda|Kay, Hillary", , , , , , , , , , ,,,1971,,,ownership,Ulysses Kay Estate,,,,,
