partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,_project.string_key,relatedItem_project,form-2:form_term.uri,form-2:form_term.value,title-1:title_sort_portion,location-1:location_term.uri,location-1:location_term.code,_digital_object_type.string_key,location-1:location_term.value,title-1:title_non_sort_portion,date_created-1:date_created_type,location-1:location_term.authority,_parent_digital_objects-1.identifier,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,omeka_identifier-1:omeka_identifier_value,date_created_textual-1:date_created_textual_value,collection-1:collection_term.uri,date_created-1:date_created_start_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,note-1:note_type,note-1:note_value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,abstract-1:abstract_value,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_title-1:subject_title_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.value,subject_topic-1:subject_topic_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,place_of_origin-2:place_of_origin_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,note-4:note_type,note-4:note_value,collection-2:collection_term.uri,collection-2:collection_term.value,clio_identifier-1:clio_identifier_value,note-7:note_type,note-7:note_value
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480077.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,Letter from William Warfield on celebration for the retirement of Ulysses Kay, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7392,"May 20, 1989", ,1989-05-20, ,eng,iso639-2, ,original filename: 1202480077, ,"Warfield, William|Herbert H. Lehman College", , , , , ,holdings, ,Old Box 19, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Urbana, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480076.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Symposium of Student Works for Orchestra, unnumbered page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7391,"April 23, 1941", ,1941-04-23, ,eng,iso639-2, ,original filename: 1202480076, ,Eastman School of Music, , , , , ,holdings, ,"Programs, 1941", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,"This is page four of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.", , , , , ,Rochester Civic Orchestra|Eastman School of Music, , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480075.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Symposium of Student Works for Orchestra, unnumbered page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7390,"April 23, 1941", ,1941-04-23, ,eng,iso639-2, ,original filename: 1202480075, ,Eastman School of Music, , , , , ,holdings, ,"Programs, 1941", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,"This is page three of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.", , , , , ,Eastman School of Music|Rochester Civic Orchestra, , , , , , , , , , ,"Rochester, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480074.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Symposium of Student Works for Orchestra, unnumbered page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7389,April 23 1941, ,1941-04-23, ,eng,iso639-2, ,original filename: 1202480074, ,Eastman School of Music, , , , , ,holdings, ,"Programs, 1941", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,"This is page two of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.", , , , , ,Eastman School of Music|Rochester Civic Orchestra, , , , , , , , , , ,"Rochester, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480073.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Symposium of Student Works for Orchestra, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7388,"April 23, 1941", ,1941-04-23, ,eng,iso639-2, ,original filename: 1202480073, ,Eastman School of Music, , , , , ,holdings, ,"Programs, 1941", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,"This is the front cover of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.", , , , , ,Eastman School of Music|Rochester Civic Orchestra, , , , , , , , , , ,"Rochester, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480072.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Program of Works by Young American Composers, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7387,1942 February 15, ,1942-02-15, ,eng,iso639-2, ,original filename: 1202480072, ,League of Composers (U.S.), , , , , ,holdings, ,"Programs, 1942", , ,,"The League of Composers 19th Season

Includes performance of Piano Sonata by Ulysses Kay",,,,,,,,,,,,,,,,,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480071.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Audition Winners Program, page 25", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7386,"January 12, 1947", ,1947-01-12, ,eng,iso639-2, ,original filename: 1202480071, ,Dance Center, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay. Final page of program lists upcoming events at the Dance Center", , , , , ,Dance Center, , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480070.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Audition Winners Program, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7385,"January 12, 1947", ,1947-01-12, ,eng,iso639-2, ,original filename: 1202480070, ,Dance Center, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay", , , , , ,"Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480069.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Audition Winners Program, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7384,"January 12, 1947", ,1947-01-12, ,eng,iso639-2, ,original filename: 1202480069, ,Dance Center, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay", , , , , ,"Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480068.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Audition Winners Program, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7383,"January 12, 1947", ,1947-01-12, ,eng,iso639-2, ,original filename: 1202480068, ,Dance Center, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay", , , , , ,"Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480067.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Two Concerts of Music of the Twentieth Century, page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7382,"March 10, 1947", ,1947-03-10, ,eng,iso639-2, ,original filename: 1202480067, ,Juilliard School of Music, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,"Program for two concerts of twentieth century music by Julliard School of Music at Carnegie Hall. Performed by the Julliard Orchestra and Chorus, conducted by Thor Johnson and Robert Shaw.", , , , , ,"Johnson, Thor |Shaw, Robert, 1916-1999|Juilliard Orchestra |Juilliard Chorus ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480066.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Two Concerts of Music of the Twentieth Century, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7381,"March 10, 1947", ,1947-03-10, ,eng,iso639-2, ,original filename: 1202580066, ,Juilliard School of Music, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,"Program for two concerts of twentieth century music by Julliard School of Music at Carnegie Hall. Performed by the Julliard Orchestra and Chorus, conducted by Thor Johnson and Robert Shaw.", , , , , ,"Johnson, Thor |Shaw, Robert, 1916-1999|Juilliard Orchestra |Juilliard Chorus ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480065.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Two Concerts of Music of the Twentieth Century, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7380,"March 10, 1947", ,1947-03-10, ,eng,iso639-2, ,original filename: 1202580065, ,Juilliard School of Music, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,"Program for two concerts of twentieth century music by Julliard School of Music at Carnegie Hall. Performed by the Julliard Orchestra and Chorus, conducted by Thor Johnson and Robert Shaw.", , , , , ,"Johnson, Thor |Shaw, Robert, 1916-1999|Juilliard Orchestra |Juilliard Chorus ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480064.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Two Concerts of Music of the Twentieth Century, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7379,"March 10, 1947", ,1947-03-10, ,eng,iso639-2, ,original filename: 1202580064, ,Juilliard School of Music, , , , , ,holdings, ,"Programs, 1947", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,"Program for two concerts of twentieth century music by Julliard School of Music at Carnegie Hall. Performed by the Julliard Orchestra and Chorus, conducted by Thor Johnson and Robert Shaw.", , , , , ,"Johnson, Thor |Shaw, Robert, 1916-1999|Juilliard Orchestra |Juilliard Chorus ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480063.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Ulysses Kay's ""Song of Ahab"" program, insert", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7378,"May 17, 1951", ,1951-05-17, ,eng,iso639-2, ,original filename: 1202580063, ,Quincy Chamber Music Ensemble, , , , , ,holdings, ,"Programs, 1951", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab, Ulysses Kay",,,,,,,,,,,,,,,,,"Quincy, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480062.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Ulysses Kay's ""Song of Ahab"" program, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7377,"May 17, 1951", ,1951-05-17, ,eng,iso639-2, ,original filename: 1202480062, ,Quincy Chamber Music Ensemble, , , , , ,holdings, ,"Programs, 1951", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab, Ulysses Kay",,,,,,,,,,,,,,,,,"Quincy, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480061.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Ulysses Kay's ""Song of Ahab"" program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7376,"May 17, 1951", ,1951-05-17, ,eng,iso639-2, ,original filename: 1202480061, ,Quincy Chamber Music Ensemble, , , , , ,holdings, ,"Programs, 1951", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,Song of Ahab by Ulysses Kay and presented by the Quincy Chamber Music Ensemble,,,,,,,,,,,,,,,,,"Quincy, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480060.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Villa Aurelia Concert Program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7375,"April 15, 1952", ,1952-04-15, ,eng,iso639-2, ,original filename: 1202480060, ,American Academy in Rome, , , , , ,holdings, ,"Programs, 1952", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/prix-de-rome,"Program for a concert at the Villa Aurelia, American Academy in Rome. Pieces performed included:
Fantasy in F minor for piano, Leo Smit
Partita for violin and piano, Ulysses Kay
Serenade for flute, viola and guitar, Frank Wigglesworth
Trio for oboe, clarinet and viola, Randall Thompson", , , , , ,"Kay, Ulysses, 1917-1995|Smit, Leo, 1921-1999|Wigglesworth, Frank, 1918-1996|Thompson, Randall, 1899-1984", , , , , , , , , , ,"Rome, Italy",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480059.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Meadow Brook Music Festival, unnumbered page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7374,"August 16 to 20, 1966", ,1966-08-16, ,eng,iso639-2, ,original filename: 1202480059, ,Meadow Brook Music Festival, , , , , ,holdings, ,"Programs, 1966", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/markings,Program for the Meadowbrook Music Festival, , , , , ,Meadow Brook Music Festival |Detroit Symphony Orchestra, , , , , , , , , , ,"Rochester, Michigan",,1966-08-20,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480058.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Meadow Brook Music Festival, unnumbered page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7373,"August 16 to 20, 1966", ,1966-08-16, ,eng,iso639-2, ,original filename: 1202580058, ,Meadow Brook Music Festival, , , , , ,holdings, ,"Programs, 1966", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/markings,Program for the Meadowbrook Music Festival, , , , , ,Meadow Brook Music Festival |Detroit Symphony Orchestra, , , , , , , , , , ,"Rochester, Michigan",,1966-08-20,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480057.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Meadow Brook Music Festival, unnumbered page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7372,"August 16 to 20, 1966", ,1966-08-16, ,eng,iso639-2, ,original filename: 1202480057, ,Meadow Brook Music Festival, , , , , ,holdings, ,"Programs, 1966", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/markings,Program for the Meadowbrook Music Festival, , , , , ,Meadow Brook Music Festival |Detroit Symphony Orchestra, , , , , , , , , , ,"Rochester, Michigan",,1966-08-20,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480056.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Meadow Brook Music Festival, unnumbered page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7371,"August 16 to 20, 1966", ,1966-08-16, ,eng,iso639-2, ,original filename: 1202480056, ,Meadow Brook Music Festival, , , , , ,holdings, ,"Programs, 1966", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/markings,Program for the Meadowbrook Music Festival, , , , , ,Meadow Brook Music Festival |Detroit Symphony Orchestra, , , , , , , , , , ,"Rochester, Michigan",,0166-08-20,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480055.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Chicago Symphony Orchestra program, unnumbered pages 6 to 7", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7370,"March 28, 1968", ,1968-03-28, ,eng,iso639-2, ,original filename: 1202480055, ,Lecture and Entertainment Committee|Illinois Arts Council|Illinois. Sesquicentennial Commission, , , , , ,holdings, ,"Programs, 1968", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,, , , , , ,"Chicago Symphony Orchestra|Martinon, Jean, 1910-1976", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480054.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Chicago Symphony Orchestra program, unnumbered pages 4 to 5", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7369,"March 28, 1968", ,1968-03-28, ,eng,iso639-2, ,original filename: 1202580054, ,Lecture and Entertainment Committee|Illinois Arts Council|Illinois. Sesquicentennial Commission, , , , , ,holdings, ,"Programs, 1968", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,, , , , , ,"Chicago Symphony Orchestra|Martinon, Jean, 1910-1976", , , , , , , , , , ,"Macomb, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480053.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Chicago Symphony Orchestra program, unnumbered pages 2 to 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7368,"March 28, 1968", ,1968-03-28, ,eng,iso639-2, ,original filename: 1202480053, ,Lecture and Entertainment Committee|Illinois Arts Council|Illinois. Sesquicentennial Commission, , , , , ,holdings, ,"Programs, 1968", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,, , , , , ,"Chicago Symphony Orchestra|Martinon, Jean, 1910-1976", , , , , , , , , , ,"Macomb, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480052.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Chicago Symphony Orchestra program, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7367,"March 28, 1968", ,1968-03-28, ,eng,iso639-2, ,original filename: 1202480052, ,Lecture and Entertainment Committee|Illinois Arts Council|Illinois. Sesquicentennial Commission, , , , , ,holdings, ,"Programs, 1968", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,, , , , , ,"Chicago Symphony Orchestra|Martinon, Jean, 1910-1976", , , , , , , , , , ,"Macomb, Illinois",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480051.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Capitoline Venus and the Trials of Psyche program, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7366,"March 12-13, 1971", ,1971-03-12, ,eng,iso639-2, ,original filename: 1202480051, ,University of Illinois Opera Group, , , , , ,holdings, ,"Programs, 1971", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,"Trials of Psyche, Neely Bruce", , , , , ,"Kay, Ulysses, 1917-1995|Bruce, Neely", , , , , , , , , , ,,,1971-03-13,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480050.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Capitoline Venus and the Trials of Psyche program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7365,"March 12-13, 1971", ,1971-03-12, ,eng,iso639-2, ,original filename: 1202480050, ,University of Illinois Opera Group, , , , , ,holdings, ,"Programs, 1971", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-capitoline-venus,"Trials of Psyche, Neely Bruce", , , , , ,"Kay, Ulysses, 1917-1995|Bruce, Neely", , , , , , , , , , ,"Urbana, Illinois",,1971-03-13,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480049.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Young People's Concert, page B", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7364,1971 January 23, ,1971-01-23, ,eng,iso639-2, ,original filename: 1202480049, ,New York Philharmonic, , , , , ,holdings, ,"Programs, 1971", , ,,"Program for performance of musical pieces, including Serenade for Orchestra, ""Presto,"" by Ulysses Kay.

Dean Dixon, conductor; this page of program includes the ""Meet the Conductor"" section.", , , , , ,"Dixon, Dean, 1915-1976", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480048.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Young People's Concert, page A", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7363,1971 January 23, ,1971-01-23, ,eng,iso639-2, ,original filename: 1202480048, ,"New York Philharmonic|Dixon, Dean, 1915-1976", , , , , ,holdings, ,"Programs, 1971", , ,,"Program for performance of musical pieces, including Serenade for Orchestra, ""Presto,"" by Ulysses Kay.",,,,,,,,,,,,,,,,,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480047.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Tribute to Leopold Stokowski celebrating his 90th birthday, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7362,1972 April 18, ,1972-04-18, ,eng,iso639-2, ,original filename: 1202480047,,,,,,,,holdings, ,"Programs, 1972", , ,,"Performances include Fanfare by Ulysses Kay
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480046.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Tribute to Leopold Stokowski celebrating his 90th birthday, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7361,1972 April 18, ,1972-04-18, ,eng,iso639-2, ,original filename: 1202480046,,,,,,,,holdings, ,"Programs, 1972", , ,,"Performances include Fanfare by Ulysses Kay.

Program recto missing photograph of Leopold Stokowski",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480045.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, unnumbered page 8", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7360,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480045, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. Cover includes portraits of Wilma Shakesnider, Marvin Wallace, Clyde Walker, and William Brown",,,,,,,,,,,,,,,,,"Jackson, Mississippi",,1972-11-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480044.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Opera/South third season program, unnumbered page 7", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7359,"November 17-19, 1972", ,1972-11-17, ,eng,iso639-2, ,original filename: 1202480044, ,Opera/South (Firm), , , , , ,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler---program,"Jackson State College, Utica Junior College, Tougaloo College; Opera/South in its third season for Mississippi Inter-Collegiate Opera Guild. Performances of Highway 1, U.S.A. by Williams Grant Still; The Juggler of Our Lady by Ulysses Kay; conductor, Margaret Harris. 

Pages 7 includes cast mini-biographies and portraits of Wilma Shakesnider, Marvin Wallace, Clyde Walker, and William Brown.", , , , , ,"Shakesnider, Wilma |Wallace, Marvin|Walker, Clyde, 1901-1968|Brown, William, 1938-2004", , , , , , , , , , ,,,1972-11-19,,,,,,,,,
