_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_term.authority,name-5:name_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_term.authority,name-6:name_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,name-7:name_term.authority,name-7:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri\,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place_authority_identifier2,place_of_origin-3:place_of_origin_value,place_authority_identifier3,place_of_origin-4:place_of_origin_value,place_authority_identifier4,relatedItem_Project,projectURL,note-4:note_value,note-4:note_type,publisher-1:publisher_value,publisher-2:publisher_value,publisher-3:publisher_value,note-5:note_value,note-5:note_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
item,,judging_book_cover,,,"Leavitt, Trow & Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n85316865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,5537000,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B810.81 Af26 1848,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,"Leavitt, Trow & Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Birds,fast,http://id.worldcat.org/fast/832970,,,,,,,,,,,,,,,,"Affection's Gift; Containing the Sacred Melodies of Thomas Moore, the Hebrew Melodies of Lord Byron, and the Sacred Poems of Mrs. Hemans",judgingbookcover_agc
asset,judgingbookcover_agc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4847,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,,,,,,,,,GBF059.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_agc_001
item,,judging_book_cover,,,Frederick Warne and Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no2005026988,"Scribner, Welford, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr2001044584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1889,approximate,circa 1880s,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,ownership,Frederick Warne and Co.,"Scribner, Welford and Co.",,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,"Aunt Louisa's Birthday Gift: Comprising Country Pets ; Pussy's London Life ; Frisky, the Squirrel ; Hector, the Dog ; With Twenty-Four Pages of Illustrations, Printed in Colours by Kronheim",judgingbookcover_alb
asset,judgingbookcover_alb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4876,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_36_37,,,,,,,,,,GBF088.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_alb_001
item,,judging_book_cover,,,"Camp, Walter, 1859-1925",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n80015475,Harper & Brothers,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n50041511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,,1891,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,Harper Library,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Harper & Brothers,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,American Football,judgingbookcover_amf
asset,judgingbookcover_amf,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4882,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,,,,,,,,,GBF094.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_amf_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Lang, Andrew, 1844-1912",personal,Editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,,,,naf,http://id.loc.gov/authorities/names/n79054315,"Longmans, Green, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no91016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898,,,1898,,6165175,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL Unclassified,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Bombay (India),http://id.loc.gov/authorities/names/n79065461,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,"Longmans, Green, and Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Minarets,fast,http://id.worldcat.org/fast/1021986,,,,,,,,,,,,,,,,,,The,Arabian Nights Entertainments,judgingbookcover_ane
asset,judgingbookcover_ane,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5006,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,,,,,,,,,GBF221.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ane_001
item,,judging_book_cover,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,"MacKellar, Thomas, 1812-1899",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n82097731,"Mackellar, Smiths & Jordan",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n88144084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,,,1883,,6173306,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART Z244.A2 M19 1883,,American Type Founders Company Library,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Philadelphia (Pa.),http://id.loc.gov/authorities/names/n78095520,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,"MacKellar, Smiths & Jordan",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Composing stick,fast,http://id.worldcat.org/fast/871653,,,,,,,,,,,,,,,The,"American Printer: A Manual of Typography, Containing Practical Directions for Managing All Departments of a Printing Office, As Well As Complete Instructions for Apprentices",judgingbookcover_apm
asset,judgingbookcover_apm,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4912,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_25_32,,,,,,,,,,GBF126.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_apm_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Phelps, Elizabeth Stuart, 1844-1911",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n80009688,"Trusta, H., 1815-1852",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,naf,http://id.loc.gov/authorities/names/n80117122,"John P. Jewett and Company (Boston, Mass.)",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no00052136,"Draper, Warren Fales, 1818-1905",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n85145455,,,,,,,,,,,,,,,,,,,,,,1852,,,1852,"H. Trusta is the pen-name of Elizabeth Stuart Phelps, 1815-1852.",6158263,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL Unclassified,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Andover (Mass.),http://id.loc.gov/authorities/names/n79029234,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Warren F. Draper,J. P. Jewett & Co.,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Angels,fast,http://id.worldcat.org/fast/808746,,,,,,,,,,,,,,,The,"Angel over the Right Shoulder, or the Beginning of a New Year",judgingbookcover_ars
asset,judgingbookcover_ars,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4886,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_1_8,,,,,,,,,,GBF098.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ars_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Lang, Andrew, 1844-1912",personal,Editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,,,,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/ill,naf,http://id.loc.gov/authorities/names/n79045427,"Longmans, Green, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no91016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,,,1896,,118467,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL QL791 .L28 1896,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,London (England),http://id.loc.gov/authorities/names/n79005665,Bombay (India),http://id.loc.gov/authorities/names/n79065461,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Major Alfred B. Fears,ownership,"Longmans, Green, and Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Lion,fast,http://id.worldcat.org/fast/1734554,,,,,,,,,,,,,,,,,,The,Animal Story Book,judgingbookcover_asb
asset,judgingbookcover_asb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5005,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,,,,,,,,,GBF220.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_asb_001
item,,judging_book_cover,,,"Beecher, Catharine Esther, 1800-1878",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50008135,"Stowe, Harriet Beecher, 1811-1896",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,naf,http://id.loc.gov/authorities/names/n79093331,J.B. Ford and Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/nr2001020588,Henry A. Brown & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr98031564,,,,,,,,,,,,,,,,,,,,,,1869,,,1869,,534081,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812 St7 O,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,J. B. Ford and Company,H. A. Brown & Co.,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Lettering,fast,http://id.worldcat.org/fast/996769,,,,,,,,,,,,,,,,"American Woman's Home: or, Principles of Domestic Science; Being a Guide to the Formation and Maintenance of Economical, Healthful, Beautiful, and Christian Homes",judgingbookcover_awh
asset,judgingbookcover_awh,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4965,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,,,,,,,,,GBF179.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_awh_001
item,,judging_book_cover,Park Benjamin Papers,,"Arthur, T. S. (Timothy Shay), 1809-1885",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50001885,"Barton, N.C.",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,6174543,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812Ar7 O3211,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,N. C. Barton,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,Advice to Young Men on Their Duties and Conduct in Life,judgingbookcover_aym
asset,judgingbookcover_aym,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4821,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,,,,,,,,,GBF033.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_aym_001
item,,judging_book_cover,,,"Rossetti, Dante Gabriel, 1828-1882",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79117985,Ellis and White,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,,1881,Cover design by Dante Gabriel Rossetti (1828-1882),6047870,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825R73 L3 1881,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Ellis and White,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Patterns,fast,http://id.worldcat.org/fast/1424065,,,,,,,,,,,,,,,,Ballads and Sonnets,judgingbookcover_bas
asset,judgingbookcover_bas,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4977,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,,,,,,,,,GBF192.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_bas_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Blake, John Lauris, 1788-1857",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n85387584,"Feely, John",personal,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,naf,http://id.loc.gov/authorities/names/n92800955,"Miller, James, 1821 or 1822-1883",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n80162657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866,,,1866,Stamp cut by John Feely.,6151206,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL Unclassified,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,James Miller,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Indians of North America,fast,http://id.worldcat.org/fast/969633,Battles,fast,http://id.worldcat.org/fast/828915,,,,,,,,,,,,The,"Boys' Book of Indian Battles and Adventures, with Anecdotes About Them",judgingbookcover_bbi
asset,judgingbookcover_bbi,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4933,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,,,,,,,,,GBF147.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_bbi_001
item,,judging_book_cover,,,"Doran, Dr. (John), 1807-1878",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50026733,"Leighton, John, 1822-1912",personal,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,naf,http://id.loc.gov/authorities/names/nr93004137,"Bentley, Richard, 1662-1742",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n50007421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,,,1858,Stamp cut by John Leighton (1822-1912),6056834,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825.114 B446,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mr. and Mrs. Edmund Astley Prentis,ownership,Richard Bentley,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Musicians,fast,http://id.worldcat.org/fast/1030837,,,,,,,,,,,,,,,The,Bentley Ballads,judgingbookcover_bbs
asset,judgingbookcover_bbs,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4919,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,,,,,,,,,GBF133.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_bbs_001
item,,judging_book_cover,Park Benjamin Papers,,"Lanman, Charles, 1819-1895",personal,Editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,,,,naf,http://id.loc.gov/authorities/names/n83046840,"Bohn, Casimir",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n88080389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,6174597,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812L27 O5,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Casimir Bohn,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Monuments,fast,http://id.worldcat.org/fast/1025892,,,,,,,,,,,,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,,Bohn's Hand-Book of Washington,judgingbookcover_bhb
asset,judgingbookcover_bhb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4939,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,,,,,,,,,GBF153.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_bhb_001
