_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_term.authority,name-5:name_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_term.authority,name-6:name_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,name-7:name_term.authority,name-7:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri\,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place_authority_identifier2,place_of_origin-3:place_of_origin_value,place_authority_identifier3,place_of_origin-4:place_of_origin_value,place_authority_identifier4,relatedItem_Project,projectURL,note-4:note_value,note-4:note_type,publisher-1:publisher_value,publisher-2:publisher_value,publisher-3:publisher_value,note-5:note_value,note-5:note_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,judgingbookcover_lol,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4792,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/cloths/embossed,,,,,,,,,,GBF005.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_lol_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Defoe, Daniel, 1661?-1731",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79053974,Durrie & Peck,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no96046207,Smith and Peck,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/nr92031482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843,,,1843,,6140664,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL Unclassified,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Philadelphia (Pa.),http://id.loc.gov/authorities/names/n78095520,New Haven (Conn.),http://id.loc.gov/authorities/names/n79100828,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,ownership,Smith and Peck,Durrie & Peck,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,"Crusoe, Robinson (Fictitious character)",fast,http://id.worldcat.org/fast/884438,,,,,,,,,,,,,,,The,Little Robinson Crusoe,judgingbookcover_lrc
asset,judgingbookcover_lrc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4802,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_1_10,,,,,,,,,,GBF014.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_lrc_001
item,,judging_book_cover,,,"Field, Eugene, 1850-1895",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79059045,"Grahame, Kenneth, 1859-1932",personal,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,naf,http://id.loc.gov/authorities/names/n50000823,"Robinson, Charles, 1870-1937",personal,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/ill,,,,naf,http://id.loc.gov/authorities/names/n79059049,Charles Scribner's Sons,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81050810,"Lane, John, 1854-1925",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81042780,,,,,,,,,,,,,,,1897,,,1897,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Charles Scribner's Sons,John Lane,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,Lullaby-Land: Songs of Childhood,judgingbookcover_lsc
asset,judgingbookcover_lsc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4989,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,,,,,,,,,GBF204.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_lsc_001
item,,judging_book_cover,,,"Stevenson, Robert Louis, 1850-1894",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n78088964,"Boyd, A. S. (Alexander Stuart), 1854-1930",personal,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/ill,naf,http://id.loc.gov/authorities/names/nr99022494,Chatto & Windus,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n85242407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898,,,1898,,6089499,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825St46 S7 1898,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Chatto & Windus,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,A,Lowden Sabbath Morn,judgingbookcover_lsm
asset,judgingbookcover_lsm,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4994,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,,,,,,,,,GBF209.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_lsm_001
item,,judging_book_cover,,,"Taylor, Bayard, 1825-1878",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50008674,G.P. Putnam & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n85316878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,,,1855,,5572786,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812T21 S7 1855,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,ownership,G. P. Putnam & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,Minarets,fast,http://id.worldcat.org/fast/1021986,,,,,,,,,,,,,,,The,"Lands of the Saracen; or, Pictures of Palestine, Asia Minor, Sicily, and Spain",judgingbookcover_lsp
asset,judgingbookcover_lsp,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5014,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,,,,,,,,,,GBF229.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine,judgingbookcover_lsp_001
item,,judging_book_cover,,,"Carman, Bliss, 1861-1929",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50032563,"Hallowell, George Hawley, 1872-1926",personal,Cover designer,marcrelator,http://id.loc.gov/vocabulary/relators/cov,,,Stone & Kimball,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no00010879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,,,1894,Cover design by George Hawley Hallowell (1872-1926),5544287,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812C21 S73 1894,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Cambridge (Mass.),http://id.loc.gov/authorities/names/n79061258,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,ownership,Stone and Kimball,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Daffodils,fast,http://id.worldcat.org/fast/886719,Moon,fast,http://id.worldcat.org/fast/1240375,,,,,,,,,,,,,Low tide on Grand Pré,judgingbookcover_ltg
asset,judgingbookcover_ltg,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4984,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,,,,,,,,,GBF199.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ltg_001
item,,judging_book_cover,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,"Hole, S. Reynolds (Samuel Reynolds), 1819-1904",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/no92031832,Bradbury & Evans,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n85042912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859,,,1859,,6198942,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART 017.1En L51 1859H,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Bradbury & Evans,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Carriages and carts,fast,http://id.worldcat.org/fast/847910,,,,,,,,,,,,,,,A,Little Tour in Ireland,judgingbookcover_lti
asset,judgingbookcover_lti,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4941,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,,,,,,,,,GBF155.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_lti_001
item,,judging_book_cover,,,"Hillyard, W. Heard (William Heard)",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/nr92035557,"Miller, James, 1821 or 1822-1883",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n80162657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,,,1867,,5558473,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812H54 S7 1867,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,ownership,James Miller,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,Trappers,fast,http://id.worldcat.org/fast/1155496,,,,,,,,,,,,,,,The,"Little Trapper, and Other Stories",judgingbookcover_lto
asset,judgingbookcover_lto,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5020,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_9_16,,,,,,,,,,GBF235.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine,judgingbookcover_lto_001
item,,judging_book_cover,,,"Herbert, Henry William, 1807-1858",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50068733,"Bancroft, Monson",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr90026747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835,,,1835,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Monson Bancroft,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Magnolias,fast,http://id.worldcat.org/fast/1005938,,,,,,,,,,,,,,,,Magnolia. 1836,judgingbookcover_mag
asset,judgingbookcover_mag,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4842,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,,,,,,,,,GBF054.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_mag_001
item,,judging_book_cover,,,"Murch, Jerom, Sir, 1807-1895",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/nb99095671,"Longmans, Green, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no91016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877,,,1877,,299184,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR4057.B7 Z78,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. James L. Clifford,ownership,"Longmans, Green, and Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Classical antiquities,fast,http://id.worldcat.org/fast/863445,,,,,,,,,,,,,,,,,,,Mrs. Barbauld and Her Contemporaries; Sketches of Some Eminent Literary and Scientific Englishwomen,judgingbookcover_mbh
asset,judgingbookcover_mbh,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4839,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,,,,,,,,,GBF051.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_mbh_001
item,,judging_book_cover,,,"Woolner, Thomas, 1825-1892",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50048508,Macmillan & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81038616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,,,1864,Second Edition.,219906,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR5843.W5 M9 1864,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,ownership,Macmillan & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Patterns,fast,http://id.worldcat.org/fast/1424065,,,,,,,,,,,,,,,,My Beautiful Lady,judgingbookcover_mbl
asset,judgingbookcover_mbl,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4880,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,,,,,,,,,GBF092.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_mbl_001
item,,judging_book_cover,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50035295,Geo. C. Rand & Avery,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n83130123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,5559909,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812G625 T 1856,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Geo. C. Rand & Avery,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,Mountains,fast,http://id.worldcat.org/fast/1028366,,,,,,,,,,,,,,,The,"Manners, Customs, and Antiquities of the Indians of North and South America",judgingbookcover_mca
asset,judgingbookcover_mca,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5016,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,,,,,,,,,,GBF231.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine,judgingbookcover_mca_001
item,,judging_book_cover,,,"Valentine, D. T. (David Thomas), 1801-1869",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr91011504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863,,,1863,,3386118,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,"Avery Architectural & Fine Arts Library, Columbia University",AA735 N4 N4,Avery Classics,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Elliott M. Sanger,ownership,D. T. Valentine,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,"Manual of the Corporation of the City of New York, 1863",judgingbookcover_mcc
asset,judgingbookcover_mcc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4878,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,,,,,,,,,GBF090.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_mcc_001
item,,judging_book_cover,,,"Victoria, Queen of Great Britain, 1819-1901",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79017983,"Smith, Elder, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n88079762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,,,1884,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,ownership,"Smith, Elder, & Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Evergreens,fast,http://id.worldcat.org/fast/917158,,,,,,,,,,,,,,,,"More Leaves from the Journal of a Life in the Highlands, from 1862 to 1882",judgingbookcover_mlj
asset,judgingbookcover_mlj,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4979,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,,,,,,,,,GBF194.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_mlj_001
