item - public,item - itemId,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - FormGenre,item - MODS - Notes,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PublicationPlace,item - MODS - PlaceofOrigin,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Publisher,item - DublinCore - Description,item - DublinCore - Source,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - OmekaCollection,item - ItemInContext,item - AdditionalItemMetadata - RightsHolder,project URL
1,6429,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Page 5,Kathryn Bache Miller Theatre,Page 5,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988",,,,,,original filename: 110118114.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6428,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Page 4,Kathryn Bache Miller Theatre,Page 4,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988",,,,,,original filename: 110118113.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6427,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Page 3,Kathryn Bache Miller Theatre,Page 3,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988. Essay ""Beginning a new chapter"" by Peter Smith, Dean, Faculty of the Arts.",,,,,,original filename: 110118112.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6426,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Page 2,Kathryn Bache Miller Theatre,Page 2,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988",,,,,,original filename: 110118111.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6425,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Page 1,Kathryn Bache Miller Theatre,Page 1,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988",,,,,,original filename: 110118110.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6424,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1988-09-15,,printed ephemera,,"Box 11, folder 16",Buildings and grounds collection,,,,Kathryn Bache Miller Theatre. Cover,Kathryn Bache Miller Theatre,Cover,,,,,eng,15-Sep-1988,Columbia University,,Columbia University,"Opening Night Program, September 15, 1988",,,,,,original filename: 110118109.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance-current/miller-theater,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6423,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940,1949,photographs,,"SASL- Performing Groups- Opera Workshop, Evangeline MS 197",Historical Photograph collection,,,,"Otto Luening conducting rehearsal of ""Evangeline""","Otto Luening conducting rehearsal of ""Evangeline""",,,,,,eng,circa 1940s,Columbia University,,Columbia University,Opera Workshop,,"Luening, Otto, 1900-1996",,,,original filename: 110118108.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6422,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940,1949,photographs,,"SASL- Performing Groups- Opera Workshop, Misc. MS 197",Historical Photograph collection,,,,Otto Luening conducting rehearsal,Otto Luening conducting rehearsal,,,,,,eng,circa 1940s,Columbia University,,Columbia University,Opera Workshop,,"Luening, Otto, 1900-1996",,,,original filename: 110118107.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6421,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 197,Brander Matthews Hall,Page 197,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118106.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6420,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 196,Brander Matthews Hall,Page 196,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118105.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6419,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 195,Brander Matthews Hall,Page 195,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118104.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6418,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 194,Brander Matthews Hall,Page 194,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118103.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6417,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 193,Brander Matthews Hall,Page 193,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118102.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6416,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 192,Brander Matthews Hall,Page 192,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118101.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6415,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 191,Brander Matthews Hall,Page 191,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118100.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6414,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 190,Brander Matthews Hall,Page 190,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118099.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6413,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 189,Brander Matthews Hall,Page 189,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118098.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6412,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 188,Brander Matthews Hall,Page 188,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118097.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6411,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 187,Brander Matthews Hall,Page 187,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118096.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6410,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 186,Brander Matthews Hall,Page 186,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118095.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6409,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 185,Brander Matthews Hall,Page 185,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118094.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6408,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940-10,,printed ephemera,,"Box 11, folder 11",Buildings and grounds collection,New York (N.Y.),,,Brander Matthews Hall. Page 184,Brander Matthews Hall,Page 184,,,,,eng,"October, 1940","Smith, Milton Myers, 1890-1981",,Columbia University,Offprint.,Columbia University Quarterly: XXXII/3,,,,,original filename: 110118093.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/smith-article,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6407,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1928-03-04,,clippings,,"Matthews Brander, Box 211, folder 9",Historical biographical files,,,,Brander Matthews,Brander Matthews,,,,,,eng,4-Mar-1928,Bachrach,,New York Herald Tribune,Portrait of Brander Matthews,"New York Herald Tribune: March 4, 1928",,,,,original filename: 110118092.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/brander-matthews-hall,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6406,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1940,,photographs,,Morningside- Brander Matthews Hall MS 162,Historical Photograph collection,,,,Brander Matthews Hall,Brander Matthews Hall,,,,,,eng,circa 1940,"Gottscho, Samuel H. (Samuel Herman), 1875-1971",,Columbia University,,,Columbia University,,,,original filename: 110118091.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/brander-matthews-hall,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6405,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1939-05-28,,printed ephemera,,"Box 13, folders 5-6",Buildings and grounds collection,,,,Service of Dedication of the New Organ in St. Paul's Chapel. Page 2,Service of Dedication of the New Organ in St. Paul's Chapel,Page 2,,,,,eng,28-May-1939,Columbia University,,Columbia University,,,,,,,original filename: 110118090.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/middle-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6404,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1939-05-28,,printed ephemera,,"Box 13, folders 5-6",Buildings and grounds collection,,,,Service of Dedication of the New Organ in St. Paul's Chapel. Page 1,Service of Dedication of the New Organ in St. Paul's Chapel,Page 1,,,,,eng,28-May-1939,Columbia University,,Columbia University,,,,,,,original filename: 110118089.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/middle-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6403,inferred,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946,1957,maps,,"Box 5, folder 1",Buildings and grounds collection,New York (N.Y.),,,"Morningside Heights, Plan of Buildings and Grounds","Morningside Heights, Plan of Buildings and Grounds",,,,,,eng,before 1958,Columbia University,,Columbia University,,,,,,,original filename: 110118088.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/middle-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6402,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1993,,periodicals,,,,,,,Columbia Magazine: Winter 1993. Cover,Columbia Magazine: Winter 1993,Cover,,,,,eng,Winter 1993,Columbia University,,Columbia University,,Columbia Magazine,,,,,original filename: 110118087.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6401,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 8,1956 Alexander Hamilton Dinner,Page 8,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118086.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6400,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 7,1956 Alexander Hamilton Dinner,Page 7,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118085.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6399,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 6,1956 Alexander Hamilton Dinner,Page 6,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118084.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6398,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,,,,1956 Alexander Hamilton Dinner. Page 4-5,1956 Alexander Hamilton Dinner,Pages 4-5,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118083.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6397,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 3,1956 Alexander Hamilton Dinner,Page 3,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118082.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6396,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 2,1956 Alexander Hamilton Dinner,Page 2,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,Program booklet,,,,,,original filename: 110118081.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6395,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Page 1,1956 Alexander Hamilton Dinner,Page 1,Hammerstein and Rodgers,Hammerstein and Rodgers,,alternative,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,,,,,,,original filename: 110118080.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6394,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1956,,printed ephemera,,"Box 361, folders 1-2",Historical subject files,New York (N.Y.),,,1956 Alexander Hamilton Dinner. Cover,1956 Alexander Hamilton Dinner,Cover,,,,,eng,1956,"Columbia College (New York, N.Y.). Association of the Alumni",,Columbia University,,,,,,,original filename: 110118079.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6393,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1920,,printed ephemera,,CP2 C722 1920a,,New York (N.Y.),,1920,"Fly With Me, 1920 Columbia Varsity Show. Cover of Program","Fly With Me, 1920 Columbia Varsity Show",Cover of Program,,,,,eng,1920,Columbia University,,Columbia University,,,,,,,original filename: 110118078.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6392,inferred,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1920,1951,photographs,Dates inferred from subject's life dates.,Portraits- Dittler Box 31,Historical Photograph collection,,,,Herbert Dittler,Herbert Dittler,,,,,,,1920-1951,,,,,,"Dittler, Herbert",,,,original filename: 110118077.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6391,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-05-07,,printed ephemera,,"Box 240, folder 3",Historical subject files,,New York,,"Annual Dinner of the University Glee Club, Hotel Astor--Belvedere Room, Thursday May 7th, 1914","Annual Dinner of the University Glee Club, Hotel Astor--Belvedere Room, Thursday May 7th, 1914",,,,,,eng,7-May-1914,Columbia University. University Glee Club,,Columbia University,Announcement,,,,,,original filename: 110118076.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6390,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 8","Columbia Glee and Mandolin Clubs, Concert Program",Page 8,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,,,,,,,original filename: 110118075.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6389,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 7","Columbia Glee and Mandolin Clubs, Concert Program",Page 7,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,Concert program part 2,,,,,,original filename: 110118074.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6388,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 6","Columbia Glee and Mandolin Clubs, Concert Program",Page 6,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,Concert program part 1,,,,,,original filename: 110118073.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6387,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 5","Columbia Glee and Mandolin Clubs, Concert Program",Page 5,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,Roster,,,,,,original filename: 110118072.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6386,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 4","Columbia Glee and Mandolin Clubs, Concert Program",Page 4,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,Group portrait,,,,,,original filename: 110118071.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6385,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 3","Columbia Glee and Mandolin Clubs, Concert Program",Page 3,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,Menu,,,,,,original filename: 110118070.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6384,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 2","Columbia Glee and Mandolin Clubs, Concert Program",Page 2,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,,,,,,,original filename: 110118069.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6383,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Page 1","Columbia Glee and Mandolin Clubs, Concert Program",Page 1,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,,,,,,,original filename: 110118068.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
