item - public,item - itemId,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - FormGenre,item - MODS - Notes,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PublicationPlace,item - MODS - PlaceofOrigin,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Publisher,item - DublinCore - Description,item - DublinCore - Source,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - OmekaCollection,item - ItemInContext,item - AdditionalItemMetadata - RightsHolder,project URL
1,6330,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904-03-03,,printed ephemera,,"MS 244, folder 5",Historical subject files,,,,"Program, Concert Philharmonic Society of Columbia. Cover","Program, Concert Philharmonic Society of Columbia",Cover,,,,,eng,3-Mar-1904,Columbia University. Philharmonic Society,,Columbia University,,,,,,,original filename: 110118015.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6329,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1894-04-02,,printed ephemera,,"Box 244, folder 1",Historical subject files,,,,"Musical Society, Joan of Arc program. Page 1","Musical Society, Joan of Arc program",Page 1,,,,,eng,2 April 1894,Columbia University,,Columbia University,,,,,,,original filename: 110118014.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6328,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1894-04-02,,printed ephemera,,"Box 244, folder 1",Historical subject files,,,,"Musical Society, Joan of Arc program. Cover","Musical Society, Joan of Arc program",Cover,,,,,eng,2 April 1894,Columbia University,,Columbia University,,,,,,,original filename: 110118013.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6327,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1894,1895,printed ephemera,,"Box 238, folder 5",Historical subject files,,,,"Banjo, Mandolin, and Glee Clubs","Banjo, Mandolin, and Glee Clubs",,,,,,eng,1894-95,Columbia University,,Columbia University,,,,,,,original filename: 110118012.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6326,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1924-01,,photographs,,"Dodge Hall, Construction & Groundbreaking MS 164",Historical Photograph collection,,New York,,"View of Breaking ground for the School of Business, now Dodge Hall","View of Breaking ground for the School of Business, now Dodge Hall",,,,,,eng,circa January 1924,Columbia University,,,,,Columbia University,,,,original filename: 110118011.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/finding-a-home/morningside-campus,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6325,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1902,,postcards,,"General Views, postcards MS 180",Historical Photograph collection,,,,"Columbia University, New York","Columbia University, New York",,View of Morningside Heights campus,View of Morningside Heights campus,,alternative,eng,1902,Columbia University,,,,,Columbia University,,,,original filename: 110118010.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/finding-a-home/morningside-campus,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6324,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1901-06,,photographs,,West Hall MS 178,Historical Photograph collection,,,,View of West Hall,View of West Hall,,,,,,eng,June 1901,Columbia University,,,,,,,,,original filename: 110118009.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/finding-a-home/morningside-campus,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6323,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1898,,photographs,,General Views MS 180,Historical Photograph collection,,New York,,General View of Columbia University,General View of Columbia University,,,,,,eng,1898,Geo. P. Hall & Son,Columbia University,,,,Columbia University,,,,original filename: 110118008.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/finding-a-home/morningside-campus,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6322,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1938-04-28,,printed ephemera,,"Box 201, folder 14",Historical biographical files,New York (N.Y.),,,Exhibit Opens in Honor of Edward MacDowell,Exhibit Opens in Honor of Edward MacDowell,,,,,,eng,28-Apr-1938,New York Herald Tribune (Firm),,New York Herald Tribune,,,"MacDowell, Edward, 1860-1908",,,,original filename: 110118007.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/commemorative-exhibit,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6321,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1938-04-27,,printed ephemera,,"Box 201, folder 14",Historical biographical files,,New York,,Invitation to the Edward macDowell Commemorative Exhibition,Invitation to the Edward macDowell Commemorative Exhibition,,,,,,eng,27-Apr-1938,Columbia University,,Columbia University,,,,,,,original filename: 110118006.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/commemorative-exhibit,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6320,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1938-04-27,,printed ephemera,,"Box 201, folder 14",Historical biographical files,,New York,,Invitation to the Edward macDowell Commemorative Exhibition,Invitation to the Edward macDowell Commemorative Exhibition,,,,,,eng,27-Apr-1938,Columbia University,,Columbia University,,,,,,,original filename: 110118005.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/commemorative-exhibit,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6319,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1897,1898,printed ephemera,,CXI M2,,New York (N.Y.),,,"Faculty of Philosophy, Department of Music, Announcement for 1897-98. Pages 6-7","Faculty of Philosophy, Department of Music, Announcement for 1897-98",Pages 6-7,,,,,eng,1897-98,Columbia University,,Columbia University,,,,,,,original filename: 110118004.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-of-music,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6318,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1897,1898,printed ephemera,,CXI M2,,New York (N.Y.),,,"Faculty of Philosophy, Department of Music, Announcement for 1897-98. Pages 4-5","Faculty of Philosophy, Department of Music, Announcement for 1897-98",Pages 4-5,,,,,eng,1897-98,Columbia University,,Columbia University,,,,,,,original filename: 110118003.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-of-music,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6317,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1897,1898,printed ephemera,,CXI M2,,New York (N.Y.),,,"Faculty of Philosophy, Department of Music, Announcement for 1897-98. Pages 2-3","Faculty of Philosophy, Department of Music, Announcement for 1897-98",Pages 2-3,,,,,eng,1897-98,Columbia University,,Columbia University,,,,,,,original filename: 110118002.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-of-music,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6316,inferred,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1897,1898,printed ephemera,,CXI M2,,New York (N.Y.),,,"Faculty of Philosophy, Department of Music, Announcement for 1897-98. Cover","Faculty of Philosophy, Department of Music, Announcement for 1897-98",Cover,,,,,eng,1897-98,Columbia University,,Columbia University,,,,,,,original filename: 110118001.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-of-music,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
