relatedItem_Collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,name 2,name_type 2,nameRelator 2,nameRelator_authority 2,nameRelator_authority_identifier 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeofResource,language,language_authority,language_authority_identifier,location_url_ObjectInContext,source,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,shelfLocator,note,note 1,note_holdings,note_filename,note_filename2,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,accessCondition,title_nonsort,title,identifier_title,partName,title2_nonsort,title2,title2_type
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of interview of Mr. Link (at right) in the Oral History Research Office ,0,1,,omeka_646,still image,,,,,"Historical Photograph Collection;Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1125,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Library employees,fast,http://id.worldcat.org/fast/997728,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Oral History Research Office,butler75_vwz,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of interview of Mr. Link (at right) in the Oral History Research Office ,0,1,,omeka_646,still image,,,,,"Historical Photograph Collection;Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1125,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Library employees,fast,http://id.worldcat.org/fast/997728,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Oral History Research Office,butler75_vwz_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Students playing football or possible rugby on lawn in front of Journalism Building with Butler Library in the background.,0,1,,omeka_596,still image,,,,,"Historical Photograph Collection;Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1075,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Ball Playing in Front of Butler,butler75_vxt,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Students playing football or possible rugby on lawn in front of Journalism Building with Butler Library in the background.,0,1,,omeka_596,still image,,,,,"Historical Photograph Collection;Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1075,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Ball Playing in Front of Butler,butler75_vxt_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-09-07,,,"September 7, 1932","Butler Library construction, 7 September 1932.",0,1,,omeka_560,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1039,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 12,butler75_vys,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-09-07,,,"September 7, 1932","Butler Library construction, 7 September 1932.",0,1,,omeka_560,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1039,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 12,butler75_vys_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1930,1931,inferred,before 1931,View of the construction pit on the site of the future Butler Library.,0,1,,omeka_568,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1047,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"Buildings & Grounds-Morningside-Butler Library, Construction 1932",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction Pit ,butler75_vza,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1930,1931,inferred,before 1931,View of the construction pit on the site of the future Butler Library.,0,1,,omeka_568,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1047,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"Buildings & Grounds-Morningside-Butler Library, Construction 1932",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction Pit ,butler75_vza_000,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,"View of Butler Library through foliage and a fence, looking west.",0,1,,omeka_589,still image,,,,,HPC;MS 162;Folder 13,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,MS 162;Folder 13,"Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1068,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library - Looking West,butler75_wct,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,"View of Butler Library through foliage and a fence, looking west.",0,1,,omeka_589,still image,,,,,HPC;MS 162;Folder 13,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,MS 162;Folder 13,"Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1068,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library - Looking West,butler75_wct_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of staff work spaces in the Conservation work room.,0,1,,omeka_607,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1086,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Conservation Work Room,butler75_wit,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of staff work spaces in the Conservation work room.,0,1,,omeka_607,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1086,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Conservation Work Room,butler75_wit_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1933-10-25,,,"October 25, 1933","Butler Library construction, 25 October 1933.",0,1,,omeka_579,still image,,,,,"Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",,,,original filename: B75_1058,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 28,butler75_wme,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1933-10-25,,,"October 25, 1933","Butler Library construction, 25 October 1933.",0,1,,omeka_579,still image,,,,,"Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",,,,original filename: B75_1058,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 28,butler75_wme_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,1939,approximate,circa 1934-1939,"Typical stack desk control station with nest of book-dispatching trays, ca. 1930s.",0,1,,omeka_609,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",Date range begins with year library first opened (1934).,,,original filename: B75_1088,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Stack Desk Control Station,butler75_wmp,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,1939,approximate,circa 1934-1939,"Typical stack desk control station with nest of book-dispatching trays, ca. 1930s.",0,1,,omeka_609,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",Date range begins with year library first opened (1934).,,,original filename: B75_1088,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Stack Desk Control Station,butler75_wmp_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Wooden cart that appears to have some catalog card function. Image taken in the Butler Library storage room.,0,1,,omeka_619,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1098,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Library Catalog Cart,butler75_wvx,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Wooden cart that appears to have some catalog card function. Image taken in the Butler Library storage room.,0,1,,omeka_619,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1098,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Library Catalog Cart,butler75_wvx_000,,,,
Historical Photograph Collection,"Rothschild, Albert",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,,,,,1934,,,1934,Group photograph of the 1934 Craftsmanship Award winners with President Nicholas Murray Butler in front of South Hall (Butler Library).,0,1,,omeka_674,still image,,,,,"Historical Photograph Collection; Box 185; Folder 27(Events - Awards - Craftsmanship Award, 1934)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 185; Folder 27(Events - Awards - Craftsmanship Award, 1934)",,,,original filename: B75_1153,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Award presentations,fast,http://id.worldcat.org/fast/824441,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Craftsmanship Award Winners,butler75_xbf,,,,
Historical Photograph Collection,"Rothschild, Albert",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,,,,,1934,,,1934,Group photograph of the 1934 Craftsmanship Award winners with President Nicholas Murray Butler in front of South Hall (Butler Library).,0,1,,omeka_674,still image,,,,,"Historical Photograph Collection; Box 185; Folder 27(Events - Awards - Craftsmanship Award, 1934)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 185; Folder 27(Events - Awards - Craftsmanship Award, 1934)",,,,original filename: B75_1153,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Award presentations,fast,http://id.worldcat.org/fast/824441,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Craftsmanship Award Winners,butler75_xbf_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1954,,,1954,Woman looking at bulletin board containing examples of the media coverage for Columbia University's Bicentennial in 1954. ,0,1,,omeka_663,still image,,,,,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",,,,original filename: B75_1142,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Columbia Bicentennial Coverage,butler75_xbh,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1954,,,1954,Woman looking at bulletin board containing examples of the media coverage for Columbia University's Bicentennial in 1954. ,0,1,,omeka_663,still image,,,,,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",,,,original filename: B75_1142,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Columbia Bicentennial Coverage,butler75_xbh_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-12-07,,,"December 7, 1932","Butler Library construction, 7 December 1932.",0,1,,omeka_565,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1044,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 17,butler75_xjm,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-12-07,,,"December 7, 1932","Butler Library construction, 7 December 1932.",0,1,,omeka_565,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1044,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 17,butler75_xjm_000,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of long hallway in Butler Library's stacks.,0,1,,omeka_617,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1096,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Stack Hallway,butler75_xtc,,,,
