_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-2:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-3:language_term.value,language-4:language_term.authority,language-4:language_term.uri,language-4:language_term.value,language-5:language_term.authority,language-5:language_term.uri,language-5:language_term.value,language-6:language_term.authority,language-6:language_term.uri,language-6:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,title-2:title_non_sort_portion,title-2:title_sort_portion,title2_type
item,cclithumanities_iwy,,cc_lit_humanities,,,,"Woolf, Virginia, 1882-1941",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041870,Harcourt Brace & Company,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n87891397,"Bell, Vanessa, 1879-1961",personal,marcrelator,http://id.loc.gov/vocabulary/relators/art,Artist,,,,naf,http://id.loc.gov/authorities/names/n82216518,,,,,,,,,,,,,,,1938,,,1938,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825W883 X3 1938b,6056619,,Woodcut illustration by Vanessa Bell,,,,,,,,woodblock,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,Essays,fast,http://id.worldcat.org/fast/1919922,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Harcourt, Brace & Company",Guards troops,fast,http://id.worldcat.org/fast/948845,,,,,,,,,,,,,,,,Three Guineas,,,
asset,cclithumanities_iwy_030,cclithumanities_iwy,cc_lit_humanities,,,omeka_6287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119096.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 30. Smiling Guard,,,
item,cclithumanities_jas,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488,1501,inferred,between 1488 and 1501,Manuscript copy made from the 1488/89 printed Editio princeps of Homer's works published by Bernardus Nerius Nerlius and Demetrius Damilas in Florence (RBML Goff H-300). This copy retains a number of printing errors from the original.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Plimpton MS 3,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,"Odysseus, King of Ithaca (Mythological character)",personal,naf,http://id.loc.gov/authorities/names/no2014054320,,,,,,Homer. Works.,,,
asset,cclithumanities_jas_001,cclithumanities_jas,cc_lit_humanities,,,omeka_6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/pre1501,,,Plimpton3-Homer.misslines.jpg,filename,Plimpton3-Homer.txtpage.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unsigned Folio, Recto",,,
item,cclithumanities_kmz,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,200,approximate,circa 100 BCE-200 CE,Papyrus fragment containing lines from Homer's Iliad.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,columbia.apis.p234,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,papyri,aat,http://vocab.getty.edu/aat/300055047,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,,,,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,,,,,,,,,,Iliad Papyrus Fragment,,,
asset,cclithumanities_kmz_000,cclithumanities_kmz,cc_lit_humanities,,,omeka_6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/papyrus,,,dlo-3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iliad Papyrus Fragment,,,
item,cclithumanities_ljq,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,"Nerli, Bernardo",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/no2007108955,"Demetrius, of Crete, active 1476-1488",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/nr94023534,"Medici, Piero de', 1416-1469",personal,marcrelator,http://id.loc.gov/vocabulary/relators/dte,Dedicatee,naf,http://id.loc.gov/authorities/names/n82246680,"Calcondila, Demetrio, 1423-1511",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aui,"Author of introduction, etc.",naf,http://id.loc.gov/authorities/names/nr2002003869,1488,1489,,1488-1489,"Editio princeps of Homer's Works, namely the Iliad and the Odyssey, published in Florence between 1488 and 1489, containing a dedication to Piero dei Medici written by Demetrios Chalcondyles. This edition contains several unique printing errors, which were copied exactly in a manuscript produced in Venice (RBML Plimpton MS 3).",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Goff H300,1637793,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Florence (Italy),http://id.loc.gov/authorities/names/n79027120,Bernardus Nerius Nerlius and Demetrius Damilas,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,"Odysseus, King of Ithaca (Mythological character)",personal,naf,http://id.loc.gov/authorities/names/no2014054320,,,,,,Homer. Works.,,,
asset,cclithumanities_ljq_002,cclithumanities_ljq,cc_lit_humanities,,,omeka_6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/pre1501,,,H-300.GII.jpg,filename,H-300withlinesouttaorder.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio G2r,,,
item,cclithumanities_lsu,,cc_lit_humanities,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,,"Jiménez de Cisneros, Francisco, 1436?-1517",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pat,Patron,,,,naf,http://id.loc.gov/authorities/names/n80093618,"López de Zuñiga, Diego",personal,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,1517,,1514-1517,"Complutensian Polyglot Bible, paid for and spearheaded by Cardinal Xímenes de Cisneros (1436-1517), in six volumes printed between 1514 and 1517 in Complutum, Spain, outside of Madrid (now called Alcalá de Henares); Page in this exhibition is from volume 3.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,"BOOKART Z232.B78 1514 B47
vol. 3",305731,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/heb,Hebrew,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Alcalá de Henares (Spain),http://id.loc.gov/authorities/names/n79053993,Industria Arnaldi Guillermo de Brocario in Academia de Complutense,God (Christianity),fast,http://id.worldcat.org/fast/1734549,,,,,,,,,,,,,,,,Bible. Polyglot. Complutensian.,,,
asset,cclithumanities_lsu_001,cclithumanities_lsu,cc_lit_humanities,,,omeka_6222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/earlyprinted,,,110119031.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread,,,
asset,cclithumanities_mab_001,cclithumanities_mab,cc_lit_humanities,,,omeka_6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/ashendene,,,110119072.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,
item,cclithumanities_mab,,cc_lit_humanities,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,,"Dante Alighieri, 1265-1321",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095495,Ashendene Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n81144054,,,,,,,,,,,,,,,,,,,,,,,,,1902,,,1902,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART 017.En2 As3 1902d,7480928,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ita,Italian,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,Epic poetry,fast,http://id.worldcat.org/fast/1726596,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Ashendene Press,Hell,fast,http://id.worldcat.org/fast/954747,Salvation,fast,http://id.worldcat.org/fast/1104418,,,,,,,,,,,,,Inferno,,,
asset,cclithumanities_mab_030,cclithumanities_mab,cc_lit_humanities,,,omeka_6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/ashendene,,,110119073.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 30 and 31,,,
asset,cclithumanities_mab_234,cclithumanities_mab,cc_lit_humanities,,,omeka_6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/ashendene,,,110119074.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 234,,,
asset,cclithumanities_mab_238,cclithumanities_mab,cc_lit_humanities,,,omeka_6266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/ashendene,,,110119075.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 238 and Colophon,,,
asset,cclithumanities_mke_001,cclithumanities_mke,cc_lit_humanities,,,omeka_6297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/woolf/vwoolfpublisher,,,110119106.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_mke,,cc_lit_humanities,,,,"Sitwell, Edith, 1887-1964",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79018072,"Woolf, Leonard, 1880-1969",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n79058751,"Woolf, Virginia, 1882-1941",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n79041870,Hogarth Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n85026337,,,,,,,,1925,,,1925,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825Si893 U53 1925,6050153,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,Essays,fast,http://id.worldcat.org/fast/1919922,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Hogarth Press,English poetry,fast,http://id.worldcat.org/fast/912278,,,,,,,,,,,,,,,,Poetry and Criticism,,,
asset,cclithumanities_mmi_001,cclithumanities_mmi,cc_lit_humanities,,,omeka_6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/greekdrama/lysistrata,,,110119086.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folios E1v-e2r,,,
item,cclithumanities_mmi,,cc_lit_humanities,,,,Aristophanes,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79072756,"Manuzio, Aldo, 1449 or 1450-1515",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n79117173,"Mousouros, Markos, approximately 1470-1517",personal,marcrelator,http://id.loc.gov/vocabulary/relators/cwt,Commentator for written text,,,,naf,http://id.loc.gov/authorities/names/n87890844,,,,,,,,,,,,,,,1498,,,1498,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Goff A958,1080221,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,Drama,fast,http://id.worldcat.org/fast/1423879,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,Aldus Manutius,,,,,,,,,,,,,,,,,,,Comediae Novem,,,
asset,cclithumanities_mts_001,cclithumanities_mts,cc_lit_humanities,,,omeka_6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/1501-present,,,ldpd_7821252_002_00000009.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page. Inscription to Luther,,,
item,cclithumanities_mts,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,"Melanchthon, Philipp, 1497-1560",personal,marcrelator,http://id.loc.gov/vocabulary/relators/fmo,Former owner,marcrelator,http://id.loc.gov/vocabulary/relators/ann,Annotator,naf,http://id.loc.gov/authorities/names/n79121330,"Luther, Martin, 1483-1546",personal,marcrelator,http://id.loc.gov/vocabulary/relators/fmo,Former owner,,,,naf,http://id.loc.gov/authorities/names/n79089628,"Manuzio, Aldo, 1449 or 1450-1515",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n79117173,,,,,,,,1517,,,1517,Three volumes of Homer; this volume contains the Iliad.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Plimpton 880 1517,7820626,,Three volumes of Homer; this volume contains the Iliad.,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,Aldus Manutius,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,"Odysseus, King of Ithaca (Mythological character)",personal,naf,http://id.loc.gov/authorities/names/no2014054320,,,,,,Odyssey,,,
asset,cclithumanities_mts_090,cclithumanities_mts,cc_lit_humanities,,,omeka_6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldpd_7821252_002_00000187.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 90. Melancthon's Annotations,,,
item,cclithumanities_nmp,,cc_lit_humanities,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,,"Cobden-Sanderson, T. J. (Thomas James), 1840-1922",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n50036057,"Walker, Emery, 1851-1933",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n50024587,"Scrivener, Frederick Henry Ambrose, 1813-1891",personal,marcrelator,http://id.loc.gov/vocabulary/relators/edt,Editor,,,,naf,http://id.loc.gov/authorities/names/n85239684,Doves Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n50075767,,,,,,,,1903,1905,,1903-1905,"The text of this Bible was taken from the late Dr. Scrivener's Paragraph Bible, itself adapted from the King James.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART 017.En2 D75 1903b,7477460,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,"Hammersmith (London, England)",http://id.loc.gov/authorities/names/n84216160,Doves Press,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,,Doves Press Bible,,,
asset,cclithumanities_nmp_001,cclithumanities_nmp,cc_lit_humanities,,,omeka_6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/artcraft,,,110119029.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,
asset,cclithumanities_ouy_001,cclithumanities_ouy,cc_lit_humanities,,,omeka_6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/austen/pandp,,,110119107.tif,filename,Jane2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volume 1, Title Page",,,
item,cclithumanities_ouy,,cc_lit_humanities,Samuels Book Collection, 	http://id.library.columbia.edu/term/3de86b60-1617-48d7-9e68-b5abe6d47f84,,"Austen, Jane, 1775-1817",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79032879,"Egerton, Thomas (Bookseller)",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n87926920,"Roworth, Charles, active 1799-1869",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/no2002049736,,,,,,,,,,,,,,,1813,,,1813,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR4034 .P7 Samuels collection,97259,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,Novels,fast,http://id.worldcat.org/fast/1921742,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,T. Egerton,Upper class,fast,http://id.worldcat.org/fast/1162136,Manners and customs,fast,http://id.worldcat.org/fast/1007815,,,,,,,,,,,,,Pride and Prejudice,,,
asset,cclithumanities_ouy_999,cclithumanities_ouy,cc_lit_humanities,,,omeka_6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/austen/pandp,,,110119108.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volume 1, Last Page",,,
asset,cclithumanities_peh_001,cclithumanities_peh,cc_lit_humanities,,,omeka_6280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/greekdrama/lysistrata,,,110119089.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread,,,
